191,3/1/2022,60,0.12, ,0.03, ,388, ,9.2, ,74.4, ,38.6, ,55.6, ,100, ,33, ,61, ,42.2, ,2.4, ,56.5, ,51.5, 
191,3/2/2022,61,0.13, ,0.01, ,395, ,8.1, ,79.2,Y,39.5, ,54.9, ,94, ,25, ,55, ,39.0, ,2.5, ,60.3, ,52.3, 
191,3/3/2022,62,0.04, ,0.01, ,174, ,10.3, ,59.8, ,41.9, ,51.6, ,97, ,57, ,79, ,45.2, ,2.4, ,58.7, ,52.3, 
191,3/4/2022,63,0.06, ,0.01, ,245, ,9.9, ,58.1, ,45.0, ,50.9, ,98, ,51, ,78, ,44.4, ,5.6, ,135.2, ,52.8, 
191,3/5/2022,64,0.10, ,0.01, ,402, ,6.9, ,56.4, ,37.9, ,46.7, ,94, ,35, ,63, ,34.9, ,3.7, ,89.6, ,51.5, 
191,3/6/2022,65,0.12,R,0, ,470,R,7.1, ,63.1, ,31.7, ,46.7, ,96, ,36, ,65, ,35.6, ,2.6, ,61.7, ,50.8, 
191,3/7/2022,66,0.15, ,0, ,486,R,5.2, ,66.4, ,31.1, ,48.8, ,95, ,16, ,44, ,28.1, ,3.4, ,80.6, ,50.5, 
191,3/8/2022,67,0.15, ,0.01, ,478,R,5.9, ,72.8, ,32.0, ,52.7, ,95, ,20, ,44, ,31.3, ,3.0, ,71.1, ,50.3, 
191,3/9/2022,68,0.14, ,0, ,474, ,7.8, ,67.3, ,36.9, ,51.4, ,91, ,36, ,60, ,38.2, ,3.3, ,80.3, ,51.1, 
191,3/10/2022,69,0.16, ,0.02,H,508,R,5.0, ,67.3, ,36.4, ,51.5, ,100, ,12, ,38, ,26.9, ,4.2, ,100.6, ,51.2, 
191,3/11/2022,70,0.15, ,0.01, ,503,R,4.7,Y,73.1, ,31.2, ,51.5, ,90, ,11, ,36,Y,25.5,Y,2.4, ,58.8, ,50.7, 
191,3/12/2022,71,0.15, ,0.02, ,492, ,6.7, ,72.2, ,32.7, ,50.9, ,95, ,18, ,53, ,34.3, ,3.4, ,82.0, ,51.2, 
191,3/13/2022,72,0.13, ,0, ,417, ,9.0, ,64.0, ,42.7, ,54.6, ,92, ,36, ,62, ,41.9, ,3.9, ,94.4, ,53.1, 
191,3/14/2022,73,0.15, ,0.02, ,484, ,6.8, ,74.6, ,35.8, ,54.2, ,97, ,18, ,47, ,34.5, ,2.6, ,63.0, ,53.2, 
191,3/15/2022,74,0.12, ,0.01, ,401, ,12.7, ,69.4, ,48.4, ,59.0, ,99, ,55, ,74, ,50.8, ,3.9, ,94.7, ,55.5, 
191,3/16/2022,75,0.15, ,0, ,508, ,9.9, ,70.2, ,41.6, ,55.2, ,97, ,37, ,67, ,44.3, ,3.3, ,79.8, ,56.1, 
191,3/17/2022,76,0.14, ,0.02, ,473, ,8.6, ,69.7, ,44.1, ,54.0, ,97, ,28, ,60, ,40.5, ,2.9, ,69.2, ,56.5, 
191,3/18/2022,77,0.15, ,0.02, ,503, ,9.1, ,75.1, ,37.9, ,55.0, ,98, ,35, ,62, ,42.0, ,2.9, ,68.7, ,56.4, 
191,3/19/2022,78,0.04, ,0.03, ,166, ,10.4, ,58.6, ,47.0, ,52.5, ,96, ,61, ,77, ,45.6, ,3.5, ,82.9, ,56.8, 
191,3/20/2022,79,0.16, ,0, ,532,R,7.8, ,68.5, ,37.8, ,52.8, ,99, ,21, ,57, ,38.0, ,3.7, ,88.5, ,56.0, 
191,3/21/2022,80,0.16, ,0.01, ,524, ,9.0, ,75.6, ,39.0, ,56.6, ,98, ,31, ,57, ,41.7, ,2.8, ,66.0, ,56.3, 
191,3/22/2022,81,0.20,R,0.02, ,533, ,10.7, ,82.6,Y,47.8, ,67.2,Y,83, ,29, ,47,Y,46.3,Y,4.1, ,97.9, ,57.9, 
191,3/23/2022,82,0.17, ,0, ,538, ,11.6, ,80.1, ,48.9, ,61.6, ,92, ,31, ,62, ,48.4, ,3.0, ,71.9, ,59.4, 
191,3/24/2022,83,0.17, ,0.02, ,542, ,10.2, ,80.8, ,40.8, ,57.8, ,99, ,26, ,63, ,45.1, ,2.9, ,69.8, ,59.7, 
191,3/25/2022,84,0.16, ,0.02, ,560,R,10.1, ,76.9, ,45.1, ,56.8, ,97, ,21, ,64, ,44.9, ,3.1, ,75.1, ,60.4, 
191,3/26/2022,85,0.17, ,0.02, ,564,R,10.3, ,74.2, ,39.9, ,56.4, ,99, ,38, ,66, ,45.3, ,3.7, ,89.5, ,60.2, 
191,3/27/2022,86,0.12, ,0.09, ,362, ,11.0, ,65.7, ,47.6, ,56.4, ,94, ,50, ,71, ,47.0, ,4.4, ,106.2, ,60.2, 
191,3/28/2022,87,0.14, ,0.30, ,494, ,11.3, ,65.2, ,48.2, ,55.2, ,99, ,45, ,76, ,47.7, ,4.2, ,100.7, ,60.4, 
191,3/29/2022,88,0.12, ,0, ,450, ,11.6, ,63.8, ,46.6, ,53.6, ,100, ,64, ,83, ,48.5, ,3.6, ,87.6, ,60.4, 
191,3/30/2022,89,0.11, ,0, ,406, ,10.3, ,61.0, ,45.0, ,52.0, ,94, ,58, ,78, ,45.3, ,4.0, ,96.7, ,60.4, 
191,3/31/2022,90,0.16, ,0.02, ,551, ,10.0, ,68.3, ,41.0, ,53.5, ,100, ,45, ,71, ,44.5, ,3.2, ,75.6, ,59.6, 
