116,3/1/2022,60,--,N,0.00, ,431, ,13.6, ,86.4,R,42.8, ,60.5,Y,94,H,50,H,76,Y,52.8,Y,5.2, ,125.1, ,53.2, 
116,3/2/2022,61,--,N,0, ,428, ,12.8, ,86.4,R,47.8, ,60.4,Y,92, ,50, ,71,Y,51.1,Y,4.6, ,110.7, ,54.1, 
116,3/3/2022,62,--,N,0.08, ,205, ,14.3, ,74.9, ,44.7, ,56.0, ,100, ,67, ,93, ,54.1, ,3.8, ,91.4, ,54.2, 
116,3/4/2022,63,--,N,0.07, ,231, ,12.7, ,61.0, ,49.1, ,53.9, ,100, ,69, ,89, ,50.8, ,11.1, ,267.6, ,53.5, 
116,3/5/2022,64,--,N,0.15, ,389, ,11.3, ,61.1, ,42.0, ,52.4, ,99, ,69, ,84, ,47.7, ,9.4, ,225.8, ,52.2, 
116,3/6/2022,65,--,N,0, ,454, ,11.7, ,68.3, ,40.9, ,51.3, ,100, ,78, ,91, ,48.7, ,7.1, ,169.3, ,51.7, 
116,3/7/2022,66,--,N,0.04,H,484,R,10.7, ,77.4, ,36.4, ,54.2, ,100, ,44, ,75, ,46.4, ,4.7, ,111.7, ,52.1, 
116,3/8/2022,67,--,N,0, ,487,R,11.0, ,--,S,41.7, ,59.0,H,90,H,31,H,65, ,47.1, ,6.6, ,158.4, ,52.3, 
116,3/9/2022,68,--,N,0.01,R,507,R,9.8,H,58.2, ,46.5, ,52.6,H,95,H,63,H,73, ,44.0, ,10.2, ,245.0, ,53.2, 
116,3/10/2022,69,--,N,0, ,507,R,8.1, ,63.4, ,38.1, ,50.7, ,93, ,37, ,64, ,39.0, ,5.0, ,120.5, ,53.2, 
116,3/11/2022,70,--,N,0, ,510,R,5.9,Y,70.3, ,35.5, ,50.4, ,79, ,21, ,48,Y,31.3,Y,6.4, ,153.8, ,53.2, 
116,3/12/2022,71,--,N,0.20,H,509,R,8.0, ,58.5, ,37.0, ,48.2, ,82, ,44, ,70, ,38.9, ,6.6, ,158.1, ,53.2, 
116,3/13/2022,72,--,N,0.01, ,406, ,10.6, ,62.6, ,44.5, ,52.1, ,94, ,61, ,80, ,46.0, ,5.6, ,134.7, ,54.1, 
116,3/14/2022,73,--,N,0, ,505, ,8.5, ,70.0, ,38.4, ,53.4, ,87, ,28, ,61, ,40.4, ,5.8, ,138.8, ,54.5, 
116,3/15/2022,74,--,N,0.15, ,323, ,13.0, ,63.9, ,49.4, ,54.9, ,98, ,79, ,88, ,51.5, ,5.8, ,138.5, ,55.8, 
116,3/16/2022,75,--,N,0, ,502, ,10.8, ,62.0, ,43.1, ,51.6, ,98, ,66, ,83, ,46.6, ,5.6, ,133.4, ,56.5, 
116,3/17/2022,76,--,N,0, ,428, ,10.3, ,62.8, ,40.7, ,50.6, ,94, ,65, ,82, ,45.3, ,5.6, ,133.7, ,56.0, 
116,3/18/2022,77,--,N,0, ,515, ,9.8, ,67.3, ,38.9, ,51.4, ,90, ,48, ,76, ,44.0, ,6.0, ,143.0, ,55.9, 
116,3/19/2022,78,--,N,0.19, ,185, ,11.1, ,58.4, ,45.2, ,50.9, ,93, ,73, ,88, ,47.4, ,6.6, ,157.3, ,56.0, 
116,3/20/2022,79,--,N,0, ,540,R,9.9, ,59.3, ,39.5, ,50.3, ,97, ,62, ,79, ,44.2, ,7.6, ,182.3, ,55.3, 
116,3/21/2022,80,--,N,0.13, ,525, ,10.0, ,62.0, ,39.5, ,51.5, ,94, ,58, ,77, ,44.7, ,5.3, ,127.5, ,55.2, 
116,3/22/2022,81,--,N,0, ,741,R,12.4, ,78.5,Y,50.4, ,63.2,Y,91, ,41, ,63,Y,50.3,Y,7.0, ,168.6, ,56.3, 
116,3/23/2022,82,--,N,0, ,469, ,11.7, ,62.5, ,47.0, ,51.7, ,98, ,71, ,89, ,48.7, ,5.8, ,138.8, ,57.4, 
116,3/24/2022,83,--,N,0.00, ,473, ,11.4, ,58.3, ,45.4, ,50.3, ,98, ,78, ,92, ,47.9, ,5.9, ,142.3, ,57.6, 
116,3/25/2022,84,--,N,0, ,472, ,11.2, ,59.8, ,46.9, ,51.4, ,98, ,70, ,87, ,47.6, ,6.1, ,145.4, ,57.7, 
116,3/26/2022,85,--,N,0, ,506, ,11.3, ,60.6, ,45.7, ,52.2, ,95, ,72, ,85, ,47.8, ,5.8, ,139.1, ,57.8, 
116,3/27/2022,86,--,N,0.30, ,397, ,11.3, ,71.7, ,49.3, ,56.0, ,96, ,43, ,74, ,47.9, ,9.4, ,226.7, ,58.3, 
116,3/28/2022,87,--,N,0.23, ,337, ,12.0, ,62.3, ,46.0, ,53.6, ,95, ,64, ,85, ,49.3, ,8.6, ,207.6, ,57.7, 
116,3/29/2022,88,--,N,0, ,201, ,11.6, ,55.0, ,44.0, ,50.9, ,97, ,85, ,91, ,48.4, ,6.1, ,145.7, ,56.7, 
116,3/30/2022,89,--,N,0.01, ,289, ,10.9, ,55.9, ,46.8, ,51.1, ,95, ,75, ,86, ,46.9, ,6.7, ,160.2, ,56.3, 
116,3/31/2022,90,--,N,0, ,486, ,10.8, ,59.3, ,44.3, ,51.7, ,90, ,74, ,83, ,46.6, ,6.2, ,149.8, ,56.1, 
