131,3/1/2022,60,0.12, ,0, ,406, ,8.7, ,76.7,Y,42.9, ,58.5, ,89, ,26, ,52, ,40.9, ,2.1, ,50.1, ,53.8, 
131,3/2/2022,61,0.12, ,0, ,380, ,8.7, ,73.7, ,45.4, ,59.2, ,78, ,32, ,51, ,40.9, ,2.2, ,52.6, ,54.6, 
131,3/3/2022,62,0.09, ,0, ,321, ,9.4, ,69.6, ,43.7, ,54.8, ,93, ,40, ,65, ,43.0, ,2.7, ,64.9, ,54.6, 
131,3/4/2022,63,0.10, ,0, ,338, ,9.4, ,65.7, ,41.7, ,53.2, ,98, ,32, ,68, ,42.9, ,4.4, ,105.5, ,55.0, 
131,3/5/2022,64,0.05, ,0.00, ,230, ,7.0, ,54.9, ,37.0, ,44.2, ,98, ,45, ,71, ,35.5, ,2.7, ,64.0, ,52.3, 
131,3/6/2022,65,0.11, ,0, ,456, ,6.3, ,62.9, ,30.5,Y,46.0, ,97, ,29, ,59, ,32.6, ,2.3, ,56.0, ,51.4, 
131,3/7/2022,66,0.17, ,0, ,450, ,4.6,Y,69.6, ,36.4, ,54.6, ,86, ,15, ,32,Y,25.1,Y,5.9, ,141.7, ,51.0, 
131,3/8/2022,67,0.13, ,0, ,447, ,6.1, ,72.2, ,36.3, ,54.8, ,66, ,23, ,41, ,31.8, ,2.6, ,61.9, ,52.1, 
131,3/9/2022,68,0.13, ,0, ,443, ,7.2, ,70.8, ,40.5, ,54.9, ,80, ,23, ,49, ,36.0, ,2.5, ,59.1, ,53.6, 
131,3/10/2022,69,0.17, ,0.00, ,490,R,4.3,Y,67.0, ,39.7, ,53.7, ,84, ,11, ,30,Y,23.4,Y,6.5,Y,156.8,Y,52.6, 
131,3/11/2022,70,0.14, ,0, ,476, ,5.0,Y,70.0, ,32.7, ,53.1, ,66, ,19, ,36,Y,27.0,Y,2.6, ,62.8, ,52.3, 
131,3/12/2022,71,0.15, ,0, ,459, ,5.9, ,71.6, ,39.9, ,57.0, ,70, ,18, ,37, ,31.3, ,3.8, ,90.4, ,53.5, 
131,3/13/2022,72,0.12, ,0, ,414, ,8.7, ,67.0, ,45.5, ,56.0, ,83, ,29, ,57, ,41.0, ,3.3, ,78.3, ,55.5, 
131,3/14/2022,73,0.14, ,0, ,470, ,7.5, ,70.7, ,39.5, ,56.2, ,86, ,28, ,49, ,37.3, ,2.2, ,52.3, ,55.9, 
131,3/15/2022,74,0.08, ,0, ,301, ,13.5, ,69.1, ,52.9, ,59.1, ,99, ,58, ,79, ,52.6, ,2.7, ,65.4, ,57.4, 
131,3/16/2022,75,0.14, ,0, ,464, ,10.1, ,72.6, ,44.8, ,57.1, ,99, ,26, ,63, ,44.8, ,3.1, ,74.6, ,57.9, 
131,3/17/2022,76,0.11, ,0, ,378, ,9.5, ,70.5, ,44.5, ,55.4, ,99, ,33, ,63, ,43.2, ,2.9, ,69.7, ,56.9, 
131,3/18/2022,77,0.14, ,0, ,474, ,8.9, ,74.0, ,41.5, ,57.3, ,91, ,30, ,55, ,41.4, ,2.1, ,49.3, ,57.3, 
131,3/19/2022,78,0.05, ,0, ,189, ,10.0, ,60.2, ,45.4, ,53.5, ,86, ,58, ,71, ,44.4, ,3.6, ,85.3, ,56.8, 
131,3/20/2022,79,0.17, ,0, ,514, ,6.3, ,70.2, ,42.6, ,54.6, ,85, ,15, ,43, ,32.9, ,5.5, ,132.8, ,56.0, 
131,3/21/2022,80,0.18, ,0, ,499, ,7.9, ,79.8, ,38.2, ,61.0, ,83, ,24, ,43, ,38.6, ,3.9, ,92.4, ,56.5, 
131,3/22/2022,81,0.16, ,0, ,510, ,10.6, ,78.9, ,46.7, ,65.1, ,85, ,34, ,50, ,46.2, ,2.6, ,61.7, ,59.3, 
131,3/23/2022,82,0.17, ,0, ,509, ,12.5, ,83.4, ,51.5, ,67.5,Y,87, ,34, ,54,Y,50.4,Y,2.3, ,56.2, ,61.3, 
131,3/24/2022,83,0.17, ,0, ,508, ,11.3, ,85.1,Y,48.1, ,65.5, ,99, ,24, ,53, ,47.8, ,2.1, ,49.8, ,62.0, 
131,3/25/2022,84,0.16, ,0, ,527, ,9.8, ,80.1, ,46.1, ,61.2, ,89, ,21, ,53, ,44.1, ,2.7, ,63.8, ,61.9, 
131,3/26/2022,85,0.17, ,0, ,525, ,10.0, ,78.7, ,44.4, ,62.0, ,99, ,30, ,53, ,44.6, ,3.0, ,72.5, ,61.5, 
131,3/27/2022,86,0.12, ,0, ,388, ,10.4, ,71.0, ,51.0, ,58.8, ,87, ,41, ,61, ,45.6, ,3.7, ,87.8, ,61.7, 
131,3/28/2022,87,0.05, ,0.02, ,218, ,12.2, ,63.0, ,45.2, ,52.7, ,99, ,66, ,90, ,49.8, ,2.3, ,54.7, ,60.3, 
131,3/29/2022,88,0.14, ,0, ,503, ,11.6, ,71.0, ,42.5, ,56.2, ,99, ,48, ,75, ,48.4, ,2.8, ,67.0, ,59.8, 
131,3/30/2022,89,0.07, ,0, ,288, ,11.0, ,62.7, ,46.6, ,52.9, ,97, ,56, ,81, ,47.2, ,2.8, ,66.1, ,59.7, 
131,3/31/2022,90,0.14, ,0, ,475, ,10.2, ,72.4, ,44.3, ,56.2, ,99, ,30, ,66, ,45.1, ,2.1, ,49.9, ,59.8, 
