253,3/1/2022,60,0.12, ,0, ,436, ,10.5, ,68.1, ,37.1, ,50.4, ,99, ,61, ,85, ,45.9, ,3.5, ,84.6, ,48.9,Y
253,3/2/2022,61,0.12, ,0, ,417, ,10.7, ,69.9, ,37.8, ,50.4, ,100, ,57, ,86, ,46.3, ,3.1, ,74.8, ,49.8, 
253,3/3/2022,62,0.02, ,0.15, ,134, ,11.3, ,57.8, ,39.0, ,49.3, ,100, ,87, ,95, ,47.9, ,2.7, ,65.7, ,49.6, 
253,3/4/2022,63,0.08, ,0.15, ,295, ,10.6, ,56.3, ,44.5, ,51.0, ,100, ,62, ,83, ,46.0, ,8.2, ,196.7, ,50.8, 
253,3/5/2022,64,0.12, ,0, ,447, ,9.1, ,57.2, ,45.5, ,50.3, ,92, ,58, ,73, ,42.2, ,8.4, ,201.4, ,50.4, 
253,3/6/2022,65,0.10, ,0, ,381, ,9.5, ,57.5, ,35.9, ,47.1, ,97, ,71, ,86, ,43.2, ,3.9, ,93.3, ,50.8, 
253,3/7/2022,66,0.14, ,0, ,490,R,7.5, ,69.4, ,33.6, ,47.9, ,99, ,25, ,66, ,37.2, ,4.2, ,99.6, ,49.4,Y
253,3/8/2022,67,0.14, ,0, ,486,R,8.3, ,72.1, ,33.0, ,48.9, ,94, ,32, ,70, ,39.7, ,3.4, ,80.6, ,49.2,Y
253,3/9/2022,68,0.13, ,0, ,479, ,9.6, ,59.9, ,34.6, ,48.8, ,99, ,60, ,82, ,43.6, ,6.2, ,148.8, ,49.4,Y
253,3/10/2022,69,0.15, ,0, ,512,R,8.3, ,67.0, ,32.8, ,49.5, ,98, ,25, ,69, ,39.6, ,4.9, ,117.8, ,50.7, 
253,3/11/2022,70,0.13, ,0, ,511,R,7.4, ,64.9, ,29.7,Y,45.4, ,93, ,39, ,72, ,36.8, ,2.8, ,67.9, ,49.0,Y
253,3/12/2022,71,0.12, ,0, ,481, ,8.6, ,60.0, ,28.7,Y,44.7, ,92, ,64, ,85, ,40.5, ,2.8, ,68.3, ,48.6,Y
253,3/13/2022,72,0.12, ,0.03, ,448, ,11.4, ,64.5, ,38.0, ,52.1, ,100, ,63, ,86, ,48.1, ,3.1, ,74.7, ,52.0, 
253,3/14/2022,73,0.14, ,0, ,483, ,8.8, ,70.5, ,35.4, ,52.0, ,97, ,40, ,67, ,41.3, ,2.8, ,67.6, ,51.0, 
253,3/15/2022,74,0.08, ,0.10, ,318, ,14.2, ,65.9, ,50.8, ,55.7, ,100, ,64, ,94, ,54.0, ,3.8, ,90.3, ,54.1, 
253,3/16/2022,75,0.13, ,0, ,494, ,11.6, ,60.5, ,44.7, ,52.9, ,98, ,71, ,85, ,48.4, ,4.8, ,114.9, ,54.7, 
253,3/17/2022,76,0.12, ,0, ,457, ,11.0, ,60.7, ,41.2, ,51.5, ,95, ,70, ,84, ,47.0, ,4.0, ,95.1, ,54.3, 
253,3/18/2022,77,0.13, ,0, ,505, ,10.7, ,61.9, ,37.7, ,49.9, ,99, ,70, ,87, ,46.4, ,3.4, ,81.4, ,53.1, 
253,3/19/2022,78,0.03, ,0.23, ,153, ,11.3, ,57.1, ,44.8, ,50.6, ,96, ,79, ,90, ,47.8, ,4.0, ,96.2, ,53.0, 
253,3/20/2022,79,0.14, ,0, ,541,R,9.5, ,58.7, ,37.8, ,48.6, ,97, ,65, ,82, ,43.3, ,5.4, ,129.1, ,52.1, 
253,3/21/2022,80,0.14, ,0.00, ,523, ,10.0, ,62.2, ,38.4, ,50.2, ,99, ,59, ,81, ,44.6, ,4.7, ,112.0, ,51.8, 
253,3/22/2022,81,0.16, ,0, ,537, ,12.0, ,74.7, ,39.5, ,54.8, ,99, ,52, ,82, ,49.3, ,3.8, ,92.3, ,53.2, 
253,3/23/2022,82,0.10, ,0, ,392, ,12.0, ,59.7, ,40.2, ,50.8, ,100, ,86, ,95, ,49.3, ,4.9, ,117.8, ,55.1, 
253,3/24/2022,83,0.13, ,0.00, ,509, ,10.9, ,59.3, ,36.5, ,48.4, ,99, ,81, ,95, ,46.9, ,4.6, ,110.5, ,53.1, 
253,3/25/2022,84,0.13, ,0, ,508, ,11.1, ,58.7, ,40.6, ,50.4, ,98, ,74, ,89, ,47.4, ,5.3, ,126.2, ,54.9, 
253,3/26/2022,85,0.15, ,0, ,555, ,11.1, ,67.7, ,36.6, ,50.2, ,99, ,67, ,89, ,47.2, ,3.7, ,88.3, ,53.9, 
253,3/27/2022,86,0.07, ,0.62, ,260, ,12.0, ,63.0, ,41.1, ,52.5, ,98, ,72, ,89, ,49.4, ,4.8, ,114.1, ,54.2, 
253,3/28/2022,87,0.12, ,0.04, ,462, ,12.6, ,64.2, ,45.3, ,54.5, ,98, ,74, ,87, ,50.7, ,4.0, ,95.2, ,55.0, 
253,3/29/2022,88,0.04, ,0.04,H,185, ,12.8, ,56.2, ,50.3, ,52.6, ,98, ,91, ,94, ,51.1, ,4.3, ,103.5, ,55.7, 
253,3/30/2022,89,0.06, ,0.01, ,250, ,11.5, ,58.0, ,49.2, ,52.1, ,95, ,76, ,86, ,48.2, ,5.7, ,137.7, ,55.0, 
253,3/31/2022,90,0.14, ,0, ,525, ,11.0, ,58.9, ,40.2, ,51.7, ,95, ,74, ,84, ,47.0, ,4.8, ,115.7, ,55.6, 
