216,3/1/2022,60,0.19, ,0, ,500,R,4.2, ,86.0, ,51.8, ,67.4, ,34, ,11, ,18, ,23.2, ,4.3, ,104.0, ,60.6, 
216,3/2/2022,61,0.19, ,0, ,481, ,4.8, ,83.4, ,51.1, ,65.9, ,41, ,11, ,22, ,25.9, ,4.5, ,107.9, ,61.9, 
216,3/3/2022,62,0.15, ,0.03, ,440, ,8.1, ,70.1, ,47.3, ,57.9, ,82, ,31, ,50, ,39.2, ,5.8, ,138.0, ,62.5, 
216,3/4/2022,63,0.06, ,0.08,H,240, ,10.8, ,61.5, ,46.3, ,54.5, ,92, ,53, ,75, ,46.7, ,3.7, ,88.9, ,62.1, 
216,3/5/2022,64,0.08, ,0.02, ,328, ,7.8, ,59.3, ,41.9, ,48.9, ,85, ,39, ,66, ,38.2, ,3.9, ,93.2, ,60.7, 
216,3/6/2022,65,0.13, ,0.04,H,514,R,6.4, ,61.4, ,36.6, ,48.3, ,74, ,35, ,56, ,33.3, ,3.9, ,93.5, ,58.8, 
216,3/7/2022,66,0.17, ,0.00,H,532,R,4.3, ,69.0, ,37.5, ,53.0, ,72, ,10, ,31, ,23.2, ,5.0, ,120.4, ,58.1, 
216,3/8/2022,67,0.17, ,0, ,529,R,4.2, ,68.8, ,41.2, ,55.0, ,48, ,15, ,29, ,23.2, ,4.7, ,111.8, ,58.5, 
216,3/9/2022,68,0.15, ,0, ,515,R,7.6, ,69.9, ,41.4, ,55.1, ,85, ,29, ,52, ,37.6, ,4.2, ,100.9, ,59.3, 
216,3/10/2022,69,0.17, ,0, ,516, ,6.4, ,72.5, ,46.0, ,59.0, ,86, ,10, ,38, ,33.3, ,4.2, ,101.3, ,60.5, 
216,3/11/2022,70,0.17, ,0, ,547,R,2.9, ,72.5, ,41.0, ,57.3, ,32, ,10, ,18, ,14.6, ,3.9, ,93.9, ,60.9, 
216,3/12/2022,71,0.18, ,0, ,548,R,3.8, ,79.5, ,45.6, ,60.9, ,38, ,10, ,21, ,20.5, ,4.0, ,94.9, ,61.3, 
216,3/13/2022,72,0.17, ,0, ,540,R,5.5, ,76.3, ,42.9, ,61.0, ,52, ,12, ,30, ,29.6, ,4.3, ,103.7, ,62.2, 
216,3/14/2022,73,0.17, ,0, ,544,R,8.3, ,81.7, ,43.7, ,62.3, ,80, ,18, ,43, ,39.6, ,3.2, ,77.3, ,63.0, 
216,3/15/2022,74,0.18, ,0, ,484, ,8.1, ,79.1, ,49.0, ,64.6, ,66, ,25, ,39, ,39.2, ,3.8, ,92.2, ,64.0, 
216,3/16/2022,75,0.20, ,0, ,557,R,7.6, ,79.6, ,53.8, ,67.4, ,67, ,18, ,33, ,37.6, ,5.1, ,122.8, ,64.7, 
216,3/17/2022,76,0.19, ,0, ,513, ,5.7, ,83.3, ,52.9, ,67.2, ,51, ,12, ,25, ,30.4, ,3.6, ,87.4, ,65.4, 
216,3/18/2022,77,0.20, ,0, ,560,R,6.1, ,80.3, ,53.6, ,66.6, ,49, ,18, ,27, ,32.0, ,3.8, ,90.9, ,65.8, 
216,3/19/2022,78,0.15, ,0.00, ,470, ,10.5, ,68.5, ,50.6, ,58.0, ,89, ,46, ,64, ,45.8, ,4.9, ,118.1, ,66.1, 
216,3/20/2022,79,0.19, ,0.10,H,570,R,7.9, ,72.0, ,49.5, ,60.9, ,95, ,24, ,43, ,38.3, ,5.5, ,131.0, ,65.4, 
216,3/21/2022,80,0.21, ,0.03,H,549, ,6.7, ,82.9, ,54.2, ,67.6, ,54, ,13, ,29, ,34.3, ,5.3, ,128.3, ,64.4, 
216,3/22/2022,81,0.21, ,0, ,573,R,7.7, ,84.4, ,52.5, ,68.6, ,53, ,19, ,32, ,37.9, ,4.1, ,99.6, ,65.4, 
216,3/23/2022,82,0.22, ,0, ,577,R,7.2, ,87.4, ,58.2,Y,70.9, ,45, ,16, ,28, ,36.1, ,4.2, ,101.6, ,66.9, 
216,3/24/2022,83,0.21, ,0, ,578,R,8.1, ,88.3, ,54.9, ,70.6,Y,51, ,17, ,32,Y,39.0,Y,4.1, ,97.7, ,68.0, 
216,3/25/2022,84,0.21, ,0, ,574, ,8.1, ,88.9, ,53.7, ,69.8, ,75, ,15, ,32, ,39.0, ,3.6, ,86.0, ,68.9, 
216,3/26/2022,85,0.20, ,0, ,600,R,9.5, ,80.2, ,49.2, ,63.0, ,89, ,23, ,48, ,43.2, ,4.4, ,105.0, ,69.0, 
216,3/27/2022,86,0.17, ,0, ,566, ,11.6, ,68.6, ,52.8, ,57.8, ,92, ,46, ,71, ,48.5, ,6.3,R,152.0,R,68.7, 
216,3/28/2022,87,0.04, ,0.26,H,158, ,11.6, ,57.7, ,49.1, ,53.4, ,96, ,70, ,83, ,48.5, ,6.6,R,158.7,R,67.1, 
216,3/29/2022,88,0.16, ,0.31,H,559, ,10.7, ,68.8, ,45.6, ,56.1, ,97, ,46, ,70, ,46.4, ,3.7, ,89.3, ,63.5, 
216,3/30/2022,89,0.17, ,0.04,H,576, ,12.0, ,71.0, ,46.3, ,57.4, ,89, ,51, ,74, ,49.4, ,4.1, ,97.8, ,63.4, 
216,3/31/2022,90,0.07, ,0.01,H,268, ,12.6, ,63.4, ,53.8, ,57.3, ,89, ,65, ,79, ,50.8, ,4.1, ,97.9, ,63.9, 
