226,3/1/2022,60,0.11, ,0, ,398, ,9.5, ,75.8, ,38.6, ,57.4, ,90, ,32, ,59, ,43.2, ,2.6, ,63.4, ,53.9, 
226,3/2/2022,61,0.11, ,0, ,362, ,9.3, ,73.9, ,40.6, ,56.2, ,91, ,33, ,60, ,42.7, ,3.1, ,74.5, ,54.5, 
226,3/3/2022,62,0.04, ,0.02, ,160, ,10.7, ,58.3, ,47.5, ,52.6, ,93, ,58, ,79, ,46.3, ,4.4, ,105.2, ,53.6, 
226,3/4/2022,63,0.12, ,0, ,381, ,8.9, ,67.2, ,45.8, ,55.8, ,88, ,31, ,58, ,41.5, ,5.4, ,130.0, ,54.3, 
226,3/5/2022,64,0.07, ,0, ,298, ,6.6, ,58.4, ,34.7, ,45.8, ,82, ,40, ,63, ,34.0, ,3.0, ,71.9, ,52.6, 
226,3/6/2022,65,0.13, ,0, ,455, ,5.9, ,65.4, ,28.9,Y,49.1, ,88, ,22, ,49, ,31.0, ,4.2, ,99.8, ,51.5, 
226,3/7/2022,66,0.18, ,0, ,448, ,4.7, ,70.2, ,40.6, ,55.1, ,54, ,16, ,32, ,25.7, ,7.9, ,190.5, ,52.0, 
226,3/8/2022,67,0.16, ,0, ,456, ,5.6, ,76.1, ,37.5, ,56.8, ,57, ,16, ,36, ,29.8, ,4.5, ,108.9, ,52.8, 
226,3/9/2022,68,0.14, ,0, ,457, ,6.6, ,75.2, ,39.1, ,56.9, ,87, ,23, ,42, ,34.0, ,3.5, ,83.2, ,54.2, 
226,3/10/2022,69,0.21, ,0, ,492,R,4.3,Y,67.8, ,46.0, ,56.5, ,93, ,12, ,28,Y,23.7,Y,10.4, ,249.9, ,53.3, 
226,3/11/2022,70,0.15, ,0, ,488,R,3.7,Y,75.5, ,36.4, ,56.6, ,49, ,10, ,24,Y,20.2,Y,3.8, ,90.6, ,53.3, 
226,3/12/2022,71,0.17, ,0, ,476, ,5.7, ,72.7, ,33.5, ,54.6, ,75, ,13, ,39, ,30.4, ,5.6, ,134.3, ,53.4, 
226,3/13/2022,72,0.13, ,0, ,424, ,8.3, ,67.6, ,45.8, ,56.7, ,87, ,25, ,53, ,39.8, ,4.6, ,111.2, ,56.0, 
226,3/14/2022,73,0.15, ,0, ,465, ,7.8, ,71.9, ,37.6, ,57.0, ,92, ,23, ,49, ,38.0, ,3.7, ,89.5, ,55.5, 
226,3/15/2022,74,0.10, ,0.13, ,325, ,14.2, ,71.0, ,48.3, ,61.0, ,98, ,54, ,77, ,53.9, ,5.1, ,123.4, ,57.9, 
226,3/16/2022,75,0.16, ,0, ,498, ,8.6, ,74.6, ,45.2, ,58.9, ,94, ,19, ,51, ,40.8, ,4.8, ,114.5, ,57.3, 
226,3/17/2022,76,0.13, ,0, ,428, ,10.0, ,73.9, ,40.1, ,56.4, ,97, ,30, ,64, ,44.6, ,3.6, ,87.3, ,56.7, 
226,3/18/2022,77,0.15, ,0, ,477, ,9.2, ,74.5, ,38.5, ,56.7, ,93, ,31, ,58, ,42.3, ,3.7, ,87.9, ,57.0, 
226,3/19/2022,78,0.09, ,0, ,277, ,9.9, ,65.0, ,48.9, ,56.4, ,82, ,45, ,64, ,44.3, ,5.0, ,121.1, ,56.9, 
226,3/20/2022,79,0.20, ,0, ,520, ,5.3, ,71.7, ,47.4, ,57.9, ,73, ,12, ,32, ,28.4, ,7.9, ,189.4, ,56.0, 
226,3/21/2022,80,0.23, ,0, ,507, ,7.9, ,81.8, ,41.2, ,65.6, ,68, ,25, ,37, ,38.5, ,7.8, ,187.9, ,55.9, 
226,3/22/2022,81,0.23, ,0, ,519, ,11.3, ,86.8,Y,54.2, ,71.6,Y,82, ,25, ,43,Y,47.8,Y,7.6, ,181.6, ,59.2, 
226,3/23/2022,82,0.16, ,0, ,517, ,13.4, ,84.2, ,47.2, ,64.8, ,94, ,35, ,64, ,52.4, ,2.8, ,66.5, ,61.2, 
226,3/24/2022,83,0.17, ,0, ,519, ,11.6, ,83.4, ,46.0, ,63.7, ,92, ,30, ,58, ,48.5, ,3.3, ,78.1, ,62.2,Y
226,3/25/2022,84,0.16, ,0, ,544,R,10.8, ,80.7, ,40.3, ,60.1, ,93, ,32, ,61, ,46.5, ,3.1, ,74.1, ,61.7, 
226,3/26/2022,85,0.17, ,0, ,538, ,10.5, ,80.5, ,41.3, ,60.4, ,93, ,31, ,59, ,45.9, ,3.8, ,91.8, ,61.6, 
226,3/27/2022,86,0.13, ,0.22, ,377, ,10.9, ,69.8, ,49.7, ,58.3, ,99, ,44, ,65, ,46.7, ,5.9, ,140.6, ,60.8, 
226,3/28/2022,87,0.04, ,0.10,H,202, ,13.2, ,61.2, ,47.3, ,54.1, ,99, ,75, ,92, ,51.9, ,4.4, ,104.9, ,59.1, 
226,3/29/2022,88,0.15, ,0.04,H,534, ,14.8,Y,72.6, ,43.5, ,57.1, ,100, ,63, ,93,Y,55.0,Y,3.8, ,90.8, ,59.4, 
226,3/30/2022,89,0.03, ,0.02, ,184, ,12.3, ,59.7, ,46.1, ,52.8, ,98, ,78, ,90, ,50.0, ,3.0, ,72.2, ,59.3, 
226,3/31/2022,90,0.17, ,0.02, ,509, ,10.5, ,74.5, ,44.2, ,58.4, ,99, ,23, ,63, ,45.7, ,4.4, ,106.0, ,58.8, 
