195,3/1/2022,60,0.13, ,0, ,415, ,8.3, ,74.4, ,52.0, ,61.4, ,66, ,28, ,44, ,39.6, ,3.8, ,90.4, ,55.8, 
195,3/2/2022,61,0.13, ,0, ,383, ,8.7, ,74.0, ,51.3, ,60.3, ,66, ,29, ,48, ,40.8, ,3.3, ,78.3, ,56.8, 
195,3/3/2022,62,0.10, ,0, ,312, ,9.0, ,66.1, ,46.5, ,54.6, ,94, ,42, ,62, ,41.8, ,3.2, ,77.4, ,57.3, 
195,3/4/2022,63,0.08, ,0.01, ,255, ,9.1, ,64.3, ,39.9, ,51.5, ,95, ,41, ,70, ,42.1, ,2.9, ,70.1, ,57.1, 
195,3/5/2022,64,0.06, ,0.04, ,258, ,7.0, ,51.6, ,34.2, ,41.9, ,95, ,56, ,78, ,35.5, ,2.7, ,64.6, ,56.4, 
195,3/6/2022,65,0.12, ,0, ,466,R,6.5, ,59.6, ,31.9, ,45.7, ,94, ,36, ,62, ,33.5, ,3.1, ,73.8, ,55.0, 
195,3/7/2022,66,0.16, ,0, ,459, ,4.3,Y,69.9, ,35.4, ,53.6, ,76, ,14, ,31,Y,23.7,Y,4.6, ,109.8, ,55.0, 
195,3/8/2022,67,0.15, ,0.02,H,467, ,5.6, ,69.9, ,44.1, ,56.1, ,57, ,24, ,37, ,30.0, ,3.6, ,86.7, ,55.5, 
195,3/9/2022,68,0.14, ,0, ,453, ,6.6, ,67.7, ,47.2, ,55.3, ,62, ,29, ,44, ,33.9, ,3.6, ,87.2, ,56.4, 
195,3/10/2022,69,0.16, ,0, ,497,R,4.3,Y,65.7, ,37.1, ,51.7, ,83, ,16, ,33,Y,23.4,Y,4.0, ,96.9, ,56.9, 
195,3/11/2022,70,0.16, ,0, ,487,R,4.8, ,69.5, ,40.6, ,55.0, ,53, ,22, ,32, ,26.1, ,3.3, ,79.4, ,56.8, 
195,3/12/2022,71,0.16, ,0, ,474, ,5.6, ,70.9, ,46.5, ,58.2, ,57, ,19, ,34, ,29.7, ,3.2, ,76.9, ,57.3, 
195,3/13/2022,72,0.11, ,0, ,362, ,8.8, ,65.3, ,46.6, ,54.8, ,89, ,36, ,60, ,41.3, ,2.8, ,67.0, ,58.1, 
195,3/14/2022,73,0.15, ,0, ,463, ,7.5, ,71.0, ,45.9, ,57.4, ,68, ,30, ,47, ,37.2, ,3.3, ,78.3, ,58.3, 
195,3/15/2022,74,0.10, ,0.61, ,349, ,12.7, ,67.4, ,49.9, ,57.3, ,99, ,53, ,79, ,50.9, ,2.7, ,64.7, ,58.8, 
195,3/16/2022,75,0.15, ,0.01,H,462, ,9.5, ,68.7, ,49.2, ,59.4, ,96, ,37, ,55, ,43.1, ,3.9, ,93.6, ,58.8, 
195,3/17/2022,76,0.13, ,0, ,391, ,8.9, ,69.2, ,49.3, ,57.3, ,74, ,33, ,55, ,41.5, ,3.7, ,88.1, ,58.7, 
195,3/18/2022,77,0.15, ,0, ,489, ,8.4, ,72.1, ,46.0, ,58.7, ,66, ,31, ,50, ,40.1, ,3.5, ,83.8, ,58.4, 
195,3/19/2022,78,0.05, ,0.01, ,194, ,9.6, ,60.1, ,45.5, ,52.7, ,88, ,54, ,71, ,43.5, ,2.7, ,65.1, ,58.6, 
195,3/20/2022,79,0.16, ,0, ,524,R,7.0, ,67.2, ,37.3, ,51.9, ,98, ,23, ,53, ,35.4, ,3.6, ,86.3, ,57.7, 
195,3/21/2022,80,0.17, ,0, ,518, ,8.2, ,76.8, ,43.4, ,60.6, ,67, ,28, ,46, ,39.5, ,3.6, ,87.5, ,57.8, 
195,3/22/2022,81,0.17, ,0, ,528, ,11.1, ,80.4, ,49.3, ,65.8, ,78, ,36, ,51, ,47.4, ,2.8, ,67.1, ,58.9, 
195,3/23/2022,82,0.18, ,0, ,526, ,11.7, ,83.5,Y,58.9,Y,69.2,Y,71, ,31, ,48,Y,48.8,Y,3.4, ,81.3, ,60.5, 
195,3/24/2022,83,0.19, ,0, ,525, ,11.4, ,82.0, ,59.1,Y,68.4,Y,65, ,26, ,48,Y,47.9,Y,3.8, ,90.3, ,61.9, 
195,3/25/2022,84,0.18, ,0, ,542, ,9.4, ,81.5, ,53.2, ,66.0, ,78, ,15, ,43, ,43.0, ,2.6, ,62.4, ,62.8, 
195,3/26/2022,85,0.18, ,0, ,537, ,10.4, ,79.9, ,50.5, ,65.9, ,80, ,26, ,48, ,45.5, ,2.9, ,68.8, ,63.3, 
195,3/27/2022,86,0.14, ,0, ,430, ,9.9, ,72.4, ,52.9, ,60.3, ,81, ,34, ,55, ,44.2, ,2.7, ,64.6, ,63.7,Y
195,3/28/2022,87,0.04, ,0.47, ,198, ,12.1, ,58.5, ,45.4, ,51.8, ,100, ,77, ,92, ,49.6, ,2.0, ,48.9, ,63.2, 
195,3/29/2022,88,0.15, ,0, ,530, ,11.6, ,68.9, ,44.4, ,55.7, ,95, ,52, ,77, ,48.5, ,3.0, ,71.9, ,61.5, 
195,3/30/2022,89,0.06, ,0, ,254, ,11.6, ,61.6, ,45.4, ,52.0, ,99, ,69, ,88, ,48.4, ,2.2, ,51.6, ,61.3, 
195,3/31/2022,90,0.14, ,0, ,490, ,10.9, ,67.8, ,44.8, ,55.3, ,99, ,40, ,73, ,46.8, ,2.5, ,60.4, ,60.5, 
