88,3/1/2022,60,0.17, ,0, ,441, ,4.4, ,77.3, ,34.5, ,52.8, ,56, ,17, ,32, ,23.9, ,6.7, ,160.0, ,53.9, 
88,3/2/2022,61,0.17, ,0, ,465, ,4.2, ,80.9, ,35.5, ,56.1, ,48, ,12, ,28, ,23.2, ,6.2, ,149.8, ,55.8, 
88,3/3/2022,62,0.15, ,0, ,375, ,5.7, ,74.1, ,39.5, ,54.1, ,68, ,21, ,40, ,30.1, ,6.2, ,150.0, ,57.0, 
88,3/4/2022,63,0.09, ,0.03, ,322, ,8.5, ,62.0, ,41.2, ,48.7, ,96, ,43, ,73, ,40.5, ,5.3, ,127.6, ,61.0,H
88,3/5/2022,64,0.10, ,0.09, ,381, ,6.1, ,53.1, ,28.0, ,39.8, ,98, ,40, ,73, ,31.9, ,5.7, ,136.7, ,--,S
88,3/6/2022,65,0.12, ,0.00, ,482, ,5.7, ,54.7, ,29.1, ,40.5, ,100, ,35, ,67, ,30.3, ,4.5, ,107.1, ,54.3, 
88,3/7/2022,66,0.14, ,0, ,485, ,5.4, ,60.4, ,27.2, ,43.2, ,91, ,30, ,57, ,28.9, ,5.6, ,135.1, ,52.4, 
88,3/8/2022,67,0.15, ,0, ,489, ,4.7, ,67.0, ,30.7, ,47.8, ,86, ,17, ,42, ,25.8, ,6.0, ,143.7, ,53.9, 
88,3/9/2022,68,0.16, ,0, ,488, ,4.9, ,70.2, ,32.4, ,50.8, ,70, ,17, ,39, ,26.7, ,5.7, ,136.6, ,55.5, 
88,3/10/2022,69,0.14, ,0, ,477, ,5.1, ,62.2, ,30.5, ,46.5, ,81, ,24, ,47, ,27.5, ,5.1, ,122.6, ,56.2, 
88,3/11/2022,70,0.16, ,0, ,510, ,3.2,Y,69.9, ,31.6, ,49.6, ,65, ,8, ,27,Y,16.8,Y,5.7, ,137.0, ,56.5, 
88,3/12/2022,71,0.17, ,0, ,515, ,3.3,Y,75.9, ,32.6, ,52.7, ,49, ,8, ,24,Y,17.3,Y,5.6, ,134.3, ,57.8, 
88,3/13/2022,72,0.17, ,0, ,500, ,4.2,Y,68.2, ,31.7, ,51.1, ,55, ,14, ,33,Y,22.9,Y,5.8, ,140.1, ,58.6, 
88,3/14/2022,73,0.17, ,0, ,515, ,5.5, ,73.4, ,33.5, ,53.2, ,74, ,15, ,40, ,29.2, ,5.2, ,124.0, ,59.4, 
88,3/15/2022,74,0.17, ,0, ,423, ,6.1, ,70.0, ,35.9, ,54.3, ,82, ,19, ,43, ,32.1, ,6.8, ,163.0, ,59.8, 
88,3/16/2022,75,0.16, ,0, ,502, ,8.4, ,66.3, ,42.3, ,55.2, ,85, ,30, ,56, ,40.0, ,5.7, ,135.7, ,61.1, 
88,3/17/2022,76,0.18, ,0, ,512, ,6.2, ,74.5, ,37.4, ,54.3, ,78, ,19, ,43, ,32.4, ,6.0, ,144.0, ,61.5, 
88,3/18/2022,77,0.17, ,0, ,531, ,5.6, ,73.8, ,36.3, ,54.7, ,72, ,19, ,38, ,29.8, ,4.5, ,108.8, ,62.1, 
88,3/19/2022,78,0.09, ,0.06, ,280, ,8.5, ,68.9, ,45.0, ,51.6, ,100, ,25, ,65, ,40.2, ,4.0, ,96.3, ,--,S
88,3/20/2022,79,0.12, ,0.02, ,398, ,8.1, ,59.9, ,37.7, ,49.1, ,100, ,36, ,68, ,39.1, ,5.4, ,129.3, ,64.2,H
88,3/21/2022,80,0.18, ,0, ,532, ,5.3, ,68.6, ,33.2, ,52.3, ,82, ,20, ,40, ,28.5, ,5.4, ,129.9, ,59.2, 
88,3/22/2022,81,0.20, ,0, ,541, ,6.7, ,81.3, ,41.4, ,60.4, ,62, ,20, ,37, ,34.2, ,6.0, ,143.3, ,61.9, 
88,3/23/2022,82,0.22, ,0, ,544, ,7.2, ,85.3,Y,44.1, ,64.9,Y,66, ,17, ,34,Y,36.2,Y,5.8, ,138.0, ,65.0, 
88,3/24/2022,83,0.21, ,0, ,550, ,7.7, ,85.8,Y,45.9, ,65.4,Y,66, ,18, ,36,Y,37.7,Y,5.1, ,121.9, ,67.2, 
88,3/25/2022,84,0.20, ,0, ,491, ,8.3, ,85.6,Y,47.2, ,65.7,Y,70, ,17, ,38,Y,39.8,Y,5.3, ,127.2, ,68.6,Y
88,3/26/2022,85,0.21, ,0, ,566, ,6.3, ,86.2,Y,44.4, ,63.1, ,63, ,11, ,32, ,32.8, ,5.2, ,124.8, ,69.3,Y
88,3/27/2022,86,0.22, ,0, ,559, ,4.4, ,80.0, ,37.2, ,57.6, ,61, ,5, ,27, ,24.3, ,7.1, ,170.2, ,68.1, 
88,3/28/2022,87,0.07, ,0.52, ,235, ,9.2, ,54.7, ,45.8, ,49.8, ,98, ,56, ,76, ,42.4, ,6.5, ,155.0, ,--,S
88,3/29/2022,88,0.13, ,0, ,473, ,9.7, ,61.0, ,44.2, ,50.8, ,99, ,53, ,77, ,43.8, ,4.7, ,112.5, ,61.0, 
88,3/30/2022,89,0.17, ,0, ,546, ,10.0, ,70.9, ,39.9, ,55.2, ,100, ,37, ,67, ,44.5, ,4.3, ,103.5, ,62.1, 
88,3/31/2022,90,0.14, ,0, ,479, ,9.7, ,62.3, ,42.5, ,53.5, ,89, ,49, ,69, ,43.7, ,5.5, ,132.8, ,63.3, 
