7,3/1/2022,60,--,N,0.03, ,417, ,8.3, ,78.2,Y,40.3, ,59.3, ,82, ,29, ,48, ,39.6, ,2.7, ,65.3, ,53.5, 
7,3/2/2022,61,--,N,0.02, ,427, ,9.0, ,78.9,Y,44.5, ,61.5, ,70, ,30, ,48, ,41.7, ,2.7, ,63.7, ,55.1, 
7,3/3/2022,62,--,N,0, ,298, ,9.2, ,70.8, ,49.0, ,59.0, ,80, ,34, ,54, ,42.5, ,3.5, ,83.2, ,55.5, 
7,3/4/2022,63,--,N,0.13, ,226, ,11.0, ,64.8, ,42.6, ,54.7, ,100, ,49, ,75, ,47.0, ,3.9, ,93.5, ,55.6, 
7,3/5/2022,64,--,N,0.02, ,372, ,6.9, ,57.5, ,38.0, ,47.3, ,78, ,45, ,62, ,34.9, ,3.7, ,88.1, ,53.5, 
7,3/6/2022,65,--,N,0.02, ,486,R,6.2, ,63.1, ,30.9, ,46.9, ,91, ,29, ,57, ,32.4, ,3.1, ,73.9, ,52.5, 
7,3/7/2022,66,--,N,0.02, ,488,R,5.6, ,64.8, ,33.8, ,49.0, ,84, ,25, ,48, ,30.0, ,3.5, ,84.7, ,52.6, 
7,3/8/2022,67,--,N,0, ,493,R,5.0,Y,69.8, ,32.6, ,52.0, ,58, ,23, ,38,Y,27.3,Y,3.1, ,73.6, ,52.6, 
7,3/9/2022,68,--,N,0, ,493,R,6.3, ,73.1, ,35.6, ,55.4, ,69, ,24, ,42, ,32.7, ,3.3, ,79.9, ,53.7, 
7,3/10/2022,69,--,N,0, ,525,R,5.5, ,66.4, ,40.0, ,55.1, ,82, ,21, ,37, ,29.6, ,6.1, ,147.4, ,54.4, 
7,3/11/2022,70,--,N,0.05, ,524,R,3.4,Y,73.1, ,33.2, ,53.7, ,45, ,12, ,24,Y,18.3,Y,2.8, ,68.1, ,53.9, 
7,3/12/2022,71,--,N,0.02, ,520,R,4.7,Y,77.2, ,34.8, ,57.0, ,56, ,14, ,30,Y,25.7,Y,3.2, ,76.7, ,54.3, 
7,3/13/2022,72,--,N,0.05, ,433, ,8.9, ,69.5, ,47.4, ,56.9, ,75, ,39, ,56, ,41.6, ,3.7, ,87.8, ,55.5, 
7,3/14/2022,73,--,N,0.04, ,528,R,6.8, ,74.7, ,38.4, ,57.1, ,81, ,21, ,43, ,34.6, ,2.4, ,58.2, ,55.8, 
7,3/15/2022,74,--,N,0.04, ,286, ,11.4, ,69.4, ,46.6, ,58.8, ,89, ,46, ,67, ,47.9, ,3.2, ,78.0, ,56.5, 
7,3/16/2022,75,--,N,0.05, ,548,R,10.2, ,73.4, ,43.9, ,58.7, ,97, ,32, ,60, ,45.0, ,4.4, ,105.7, ,57.0, 
7,3/17/2022,76,--,N,0.02, ,404, ,7.4, ,75.3, ,40.8, ,57.4, ,75, ,22, ,46, ,36.6, ,2.7, ,65.2, ,56.0, 
7,3/18/2022,77,--,N,0.06, ,546,R,8.6, ,76.3, ,43.8, ,60.4, ,69, ,31, ,48, ,40.5, ,2.6, ,62.8, ,56.8, 
7,3/19/2022,78,--,N,0.25, ,144, ,11.5, ,63.7, ,47.7, ,54.7, ,100, ,60, ,79, ,48.2, ,3.3, ,80.3, ,56.6, 
7,3/20/2022,79,--,N,0.05, ,578,R,7.9, ,69.8, ,45.4, ,56.6, ,100, ,21, ,51, ,38.6, ,5.7, ,136.9, ,55.8, 
7,3/21/2022,80,--,N,0.05, ,754,R,8.7, ,73.9, ,53.1, ,65.4, ,82, ,31, ,41, ,40.8, ,4.4, ,105.9, ,57.8, 
7,3/22/2022,81,--,N,0.06, ,573,R,11.4, ,80.3, ,44.8, ,63.3, ,86, ,36, ,58, ,48.1, ,2.9, ,69.6, ,58.8, 
7,3/23/2022,82,--,N,0, ,570,R,11.6, ,86.3,Y,49.2, ,68.6,Y,85, ,28, ,48,Y,48.4,Y,3.1, ,73.8, ,61.1, 
7,3/24/2022,83,--,N,0, ,576,R,11.9, ,87.0,Y,51.9, ,69.8,Y,75, ,29, ,48,Y,49.2,Y,2.9, ,69.8, ,63.1, 
7,3/25/2022,84,--,N,0.05, ,554, ,11.7, ,83.5, ,53.2, ,67.8, ,80, ,34, ,50, ,48.7, ,3.4, ,81.9, ,64.0, 
7,3/26/2022,85,--,N,0.04, ,557, ,10.6, ,84.7, ,52.4, ,67.4, ,67, ,25, ,46, ,46.0, ,3.6, ,85.4, ,63.9, 
7,3/27/2022,86,--,N,0.01, ,463, ,9.2, ,83.3, ,51.2, ,63.7, ,84, ,12, ,46, ,42.3, ,7.2, ,173.9, ,62.7, 
7,3/28/2022,87,--,N,0.30, ,235, ,12.9, ,60.8, ,48.8, ,54.7, ,100, ,73, ,88, ,51.3, ,5.4, ,129.2, ,59.9, 
7,3/29/2022,88,--,N,0, ,559, ,12.3, ,70.4, ,43.5, ,57.3, ,100, ,52, ,76, ,50.0, ,2.6, ,61.7, ,59.6, 
7,3/30/2022,89,--,N,0, ,520, ,11.9, ,69.5, ,45.1, ,57.2, ,100, ,51, ,75, ,49.2, ,3.2, ,77.9, ,60.6, 
7,3/31/2022,90,--,N,0.06, ,466, ,10.9, ,70.7, ,44.0, ,56.9, ,99, ,42, ,69, ,46.9, ,3.1, ,74.9, ,60.4, 
