202,3/1/2022,60,0.13,R,0, ,400, ,8.6, ,84.9,Y,51.5, ,65.9,Y,63, ,24, ,40,Y,40.7,Y,1.0,I,24.0,I,55.9, 
202,3/2/2022,61,0.12,R,0.00, ,421, ,9.5, ,73.3, ,48.1, ,58.0, ,91, ,29, ,58, ,43.1, ,1.0,I,24.0,I,56.1, 
202,3/3/2022,62,0.07,R,0, ,278, ,10.8, ,68.3, ,45.6, ,54.5, ,92, ,39, ,74, ,46.5, ,1.0,I,24.0,I,55.9, 
202,3/4/2022,63,0.05,R,0, ,206, ,10.6, ,59.0, ,42.7, ,51.7, ,90, ,67, ,81, ,46.0, ,1.0,I,24.0,I,55.8, 
202,3/5/2022,64,0.10,R,0.03, ,422, ,8.5, ,56.6, ,41.7, ,48.3, ,97, ,58, ,74, ,40.5, ,1.0,I,24.0,I,54.3, 
202,3/6/2022,65,0.10,R,0, ,433, ,9.0, ,59.9, ,38.1, ,48.7, ,99, ,49, ,77, ,41.7, ,1.0,I,24.0,I,53.7, 
202,3/7/2022,66,0.11,R,0, ,427, ,8.1, ,66.0, ,38.7, ,52.5, ,98, ,40, ,60, ,39.0, ,1.0,I,24.0,I,53.8, 
202,3/8/2022,67,0.11,R,0, ,437, ,8.9, ,66.3, ,40.3, ,53.4, ,100, ,35, ,64, ,41.4, ,1.0,I,24.0,I,54.3, 
202,3/9/2022,68,0.11,R,0, ,436, ,9.8, ,62.9, ,39.8, ,51.0, ,100, ,53, ,77, ,44.0, ,1.0,I,24.0,I,54.7, 
202,3/10/2022,69,0.11,R,0, ,449, ,9.7, ,66.4, ,40.1, ,52.6, ,100, ,43, ,72, ,43.7, ,1.0,I,24.0,I,54.8, 
202,3/11/2022,70,0.13,R,0, ,452, ,5.9,Y,69.4, ,44.6, ,56.2, ,57, ,20, ,38,Y,31.1,Y,1.0,I,24.0,I,54.8, 
202,3/12/2022,71,0.12,R,0, ,451, ,8.1, ,64.1, ,39.7, ,51.1, ,99, ,28, ,64, ,39.2, ,1.0,I,24.0,I,54.3, 
202,3/13/2022,72,0.11,R,0.01, ,436, ,11.4, ,63.4, ,38.5, ,51.2, ,100, ,64, ,89, ,48.1, ,1.0,I,24.0,I,54.5, 
202,3/14/2022,73,0.12,R,0, ,452, ,9.5, ,70.1, ,43.5, ,55.8, ,100, ,35, ,62, ,43.1, ,1.0,I,24.0,I,55.3, 
202,3/15/2022,74,0.11,R,0.00, ,393, ,12.0, ,75.6, ,42.7, ,55.0, ,100, ,51, ,81, ,49.3, ,1.0,I,24.0,I,55.6, 
202,3/16/2022,75,0.12,R,0, ,447, ,11.6, ,67.7, ,47.4, ,56.1, ,100, ,47, ,75, ,48.4, ,1.0,I,24.0,I,56.4, 
202,3/17/2022,76,0.10,R,0, ,372, ,11.7, ,66.7, ,46.2, ,54.7, ,99, ,58, ,80, ,48.6, ,1.0,I,24.0,I,56.4, 
202,3/18/2022,77,0.12,R,0, ,454, ,11.4, ,69.1, ,42.6, ,54.4, ,100, ,46, ,79, ,48.1, ,1.0,I,24.0,I,56.4, 
202,3/19/2022,78,0.06,R,0, ,267, ,12.8, ,61.6, ,49.5, ,54.5, ,100, ,67, ,88, ,51.0, ,1.0,I,24.0,I,57.3, 
202,3/20/2022,79,0.12,R,0, ,450, ,10.9, ,63.8, ,46.4, ,53.8, ,100, ,58, ,77, ,46.9, ,1.0,I,24.0,I,57.1, 
202,3/21/2022,80,0.13,R,0.02, ,456, ,9.7, ,66.8, ,48.7, ,56.0, ,93, ,38, ,63, ,43.6, ,1.0,I,24.0,I,56.7, 
202,3/22/2022,81,0.14,R,0, ,470, ,10.9, ,80.8,Y,49.7, ,61.8, ,91, ,34, ,58, ,46.7, ,1.0,I,24.0,I,57.4, 
202,3/23/2022,82,0.12,R,0, ,484, ,12.7, ,63.5, ,46.3, ,52.9, ,100, ,76, ,93, ,50.8, ,1.0,I,24.0,I,58.1, 
202,3/24/2022,83,0.12,R,0.01, ,491, ,12.5, ,60.8, ,45.2, ,51.9, ,100, ,80, ,95, ,50.5, ,1.0,I,24.0,I,58.4, 
202,3/25/2022,84,0.10,R,0.00, ,415, ,12.6, ,60.6, ,48.9, ,51.8, ,100, ,81, ,96, ,50.7, ,1.0,I,24.0,I,58.8, 
202,3/26/2022,85,0.12,R,0.00, ,490, ,12.6, ,63.1, ,47.7, ,52.1, ,100, ,80, ,95, ,50.7, ,1.0,I,24.0,I,58.9, 
202,3/27/2022,86,0.12,R,0.00,H,443, ,11.6, ,68.1, ,49.7, ,56.7, ,100, ,50, ,74, ,48.5, ,1.0,I,24.0,I,59.1, 
202,3/28/2022,87,0.05,R,0.84, ,210, ,13.1, ,61.5, ,49.1, ,54.3, ,100, ,70, ,91, ,51.7, ,1.0,I,24.0,I,58.6, 
202,3/29/2022,88,0.13,R,0.00, ,507, ,12.7, ,61.3, ,45.9, ,53.2, ,100, ,78, ,92, ,50.9, ,1.0,I,24.0,I,57.9, 
202,3/30/2022,89,0.13,R,0, ,500, ,12.8, ,62.5, ,47.7, ,53.9, ,100, ,74, ,90, ,51.1, ,1.0,I,24.0,I,58.6, 
202,3/31/2022,90,0.13,R,0, ,488, ,12.0, ,63.9, ,45.5, ,52.9, ,100, ,69, ,88, ,49.5, ,1.0,I,24.0,I,58.4, 
