254,3/1/2022,60,0.11, ,0.00, ,382, ,11.5, ,68.1, ,41.8, ,54.7, ,96, ,54, ,79, ,48.2, ,3.4, ,80.8, ,49.0,Y
254,3/2/2022,61,0.10, ,0, ,363, ,12.1, ,69.5, ,45.2, ,54.5, ,99, ,48, ,84, ,49.6, ,3.6, ,85.4, ,50.2, 
254,3/3/2022,62,0.02, ,0.00, ,122, ,12.0, ,57.3, ,44.3, ,51.9, ,98, ,80, ,91, ,49.4, ,3.1, ,73.8, ,50.3, 
254,3/4/2022,63,0.10, ,0, ,343, ,10.5, ,59.8, ,45.4, ,51.6, ,97, ,57, ,81, ,45.9, ,9.0,R,215.6,R,50.7, 
254,3/5/2022,64,0.11, ,0, ,428, ,7.6, ,58.9, ,37.4, ,47.9, ,90, ,41, ,67, ,37.6, ,6.1,Y,147.3,Y,50.0, 
254,3/6/2022,65,0.12, ,0.00,H,467, ,8.8, ,60.4, ,34.9, ,47.4, ,94, ,52, ,79, ,41.2, ,4.5, ,107.2, ,49.6,Y
254,3/7/2022,66,0.15, ,0, ,470, ,7.4, ,72.4, ,33.6, ,51.2, ,98, ,17, ,58, ,36.7, ,4.1, ,98.7, ,49.4,Y
254,3/8/2022,67,0.14, ,0.00, ,472, ,7.9, ,70.7, ,36.0, ,52.5, ,92, ,26, ,59, ,38.4, ,3.7, ,89.2, ,49.6,Y
254,3/9/2022,68,0.14, ,0.00, ,463, ,9.6, ,63.2, ,37.3, ,51.6, ,96, ,51, ,74, ,43.6, ,5.0, ,120.0, ,49.8,Y
254,3/10/2022,69,0.16, ,0, ,499,R,7.7, ,72.3, ,37.1, ,53.3, ,97, ,17, ,55, ,37.7, ,4.8, ,114.3, ,50.0,Y
254,3/11/2022,70,0.15, ,0.00,H,496,R,6.3, ,70.7, ,35.3, ,51.7, ,81, ,19, ,48, ,32.9, ,4.0, ,95.0, ,49.8,Y
254,3/12/2022,71,0.13, ,0.01, ,478, ,8.8, ,66.9, ,33.9, ,49.2, ,85, ,48, ,74, ,41.1, ,5.1, ,123.4, ,49.8,Y
254,3/13/2022,72,0.12, ,0.02, ,417, ,10.8, ,62.0, ,42.9, ,54.4, ,97, ,48, ,75, ,46.6, ,5.6,Y,134.5,Y,51.3, 
254,3/14/2022,73,0.14, ,0, ,465, ,9.4, ,69.0, ,40.6, ,54.4, ,92, ,32, ,65, ,42.9, ,4.3, ,103.0, ,51.4, 
254,3/15/2022,74,0.12, ,0.04, ,408, ,13.6, ,65.3, ,47.2, ,57.1, ,98, ,71, ,85, ,52.8, ,4.9, ,118.7, ,53.0, 
254,3/16/2022,75,0.14, ,0.03,H,503, ,11.1, ,65.9, ,42.3, ,53.7, ,99, ,55, ,79, ,47.3, ,4.6, ,111.2, ,52.8, 
254,3/17/2022,76,0.12, ,0.01, ,446, ,10.9, ,60.4, ,45.0, ,52.3, ,96, ,65, ,81, ,46.7, ,5.1, ,123.2, ,53.2, 
254,3/18/2022,77,0.14, ,0.00, ,494, ,10.8, ,69.3, ,40.0, ,53.3, ,97, ,47, ,78, ,46.6, ,4.4, ,104.5, ,53.4, 
254,3/19/2022,78,0.05, ,0.00, ,198, ,11.2, ,58.2, ,49.0, ,53.0, ,91, ,69, ,82, ,47.5, ,5.5, ,132.8, ,53.7, 
254,3/20/2022,79,0.16, ,0, ,530,R,8.8, ,64.1, ,45.4, ,53.1, ,86, ,40, ,64, ,41.1, ,7.5,R,179.9,R,53.5, 
254,3/21/2022,80,0.16, ,0, ,513, ,10.7, ,67.6, ,42.7, ,55.0, ,96, ,45, ,72, ,46.3, ,4.2, ,100.6, ,53.6, 
254,3/22/2022,81,0.19, ,0, ,527, ,12.3, ,82.6,Y,45.5, ,62.0, ,95, ,36, ,64, ,49.9, ,5.1, ,121.7, ,54.4, 
254,3/23/2022,82,0.12, ,0, ,465, ,12.3, ,63.0, ,45.6, ,53.9, ,98, ,70, ,86, ,50.0, ,4.9, ,116.6, ,55.2, 
254,3/24/2022,83,0.14, ,0, ,533, ,11.4, ,62.8, ,41.1, ,51.7, ,98, ,69, ,87, ,48.0, ,5.1, ,121.9, ,54.6, 
254,3/25/2022,84,0.12, ,0, ,457, ,11.2, ,63.0, ,47.2, ,52.6, ,96, ,63, ,83, ,47.5, ,5.4,Y,129.2,Y,55.2, 
254,3/26/2022,85,0.14, ,0.00, ,528, ,11.8, ,66.4, ,41.4, ,53.6, ,97, ,63, ,84, ,48.9, ,4.6, ,109.3, ,55.1, 
254,3/27/2022,86,0.12, ,0.00, ,363, ,12.2, ,64.3, ,47.3, ,56.1, ,96, ,60, ,79, ,49.8, ,7.0,R,168.7,R,55.5, 
254,3/28/2022,87,0.15, ,0.02,H,529, ,11.8, ,64.2, ,47.9, ,55.3, ,96, ,57, ,79, ,48.8, ,6.2,Y,149.8,Y,56.0, 
254,3/29/2022,88,0.07, ,0.01, ,286, ,12.1, ,59.0, ,47.6, ,53.3, ,95, ,75, ,87, ,49.6, ,6.6,R,159.5,R,55.9, 
254,3/30/2022,89,0.11, ,0.03, ,389, ,11.1, ,58.2, ,49.7, ,52.7, ,90, ,68, ,82, ,47.4, ,8.4,R,201.0,R,55.8, 
254,3/31/2022,90,0.14, ,0, ,478, ,11.1, ,63.8, ,45.5, ,53.6, ,93, ,60, ,79, ,47.3, ,4.1, ,97.8, ,56.0, 
