220,3/1/2022,60,0.14, ,0, ,482, ,3.8, ,78.9, ,32.6, ,55.8, ,58, ,10, ,25, ,20.5, ,2.6, ,62.8, ,49.1, 
220,3/2/2022,61,0.15, ,0, ,483, ,3.9, ,82.3, ,33.4, ,58.5, ,49, ,10, ,23, ,21.2, ,2.6, ,62.0, ,50.9, 
220,3/3/2022,62,0.16, ,0, ,449, ,5.3, ,73.9, ,40.9, ,57.3, ,73, ,16, ,33, ,28.6, ,4.9, ,117.8, ,52.3, 
220,3/4/2022,63,0.08, ,0.05, ,298, ,8.7, ,57.1, ,44.9, ,49.7, ,87, ,61, ,72, ,41.0, ,7.0, ,167.8, ,51.8, 
220,3/5/2022,64,0.10, ,0, ,383, ,5.3, ,50.1, ,36.3, ,43.1, ,79, ,42, ,56, ,28.7, ,7.3, ,175.6, ,50.3, 
220,3/6/2022,65,0.13, ,0, ,501, ,5.0, ,61.2, ,27.0, ,44.1, ,79, ,31, ,51, ,27.3, ,3.5, ,82.8, ,49.5, 
220,3/7/2022,66,0.14, ,0, ,511,R,3.4, ,59.2, ,27.6, ,43.9, ,74, ,12, ,35, ,17.9, ,4.1, ,99.5, ,49.7, 
220,3/8/2022,67,0.14, ,0, ,512, ,3.2, ,66.1, ,28.6, ,48.8, ,47, ,15, ,27, ,16.7, ,3.3, ,79.4, ,49.3, 
220,3/9/2022,68,0.17, ,0, ,505, ,5.5, ,68.8, ,36.1, ,54.5, ,69, ,22, ,38, ,29.5, ,5.2, ,124.8, ,51.0, 
220,3/10/2022,69,0.16, ,0, ,494, ,4.7, ,61.8, ,35.9, ,51.0, ,70, ,11, ,37, ,25.5, ,6.2, ,148.8, ,52.2, 
220,3/11/2022,70,0.15, ,0, ,533,R,2.0,Y,63.3, ,31.7, ,47.7, ,33, ,9, ,17,Y,5.5,Y,4.0, ,96.2, ,50.9, 
220,3/12/2022,71,0.15, ,0, ,530,R,2.7, ,72.4, ,30.0, ,53.2, ,41, ,11, ,20, ,13.1, ,2.9, ,68.6, ,51.0, 
220,3/13/2022,72,0.20, ,0, ,503, ,4.6, ,66.1, ,45.1, ,57.9, ,36, ,18, ,28, ,25.2, ,7.5, ,179.4, ,53.0, 
220,3/14/2022,73,0.16, ,0, ,529, ,5.6, ,76.5, ,39.2, ,58.7, ,57, ,18, ,33, ,30.0, ,2.5, ,59.1, ,54.1, 
220,3/15/2022,74,0.17, ,0, ,452, ,6.5, ,76.1, ,41.0, ,59.5, ,59, ,22, ,37, ,33.5, ,4.6, ,109.4, ,54.6, 
220,3/16/2022,75,0.18, ,0, ,538, ,8.2, ,67.0, ,47.0, ,58.1, ,72, ,32, ,50, ,39.3, ,7.4, ,177.4, ,55.6, 
220,3/17/2022,76,0.17, ,0, ,497, ,6.2, ,74.9, ,38.5, ,57.1, ,81, ,16, ,39, ,32.4, ,3.1, ,75.1, ,56.0, 
220,3/18/2022,77,0.17, ,0, ,544, ,5.8, ,77.6, ,41.0, ,61.7, ,61, ,15, ,31, ,30.7, ,2.5, ,60.1, ,56.6, 
220,3/19/2022,78,0.14, ,0, ,324, ,7.4, ,69.3, ,49.3, ,58.3, ,76, ,28, ,44, ,36.7, ,6.2, ,148.4, ,57.0, 
220,3/20/2022,79,0.17, ,0, ,548, ,6.9, ,61.6, ,43.5, ,53.0, ,76, ,32, ,51, ,35.2, ,7.6, ,181.5, ,56.3, 
220,3/21/2022,80,0.17, ,0, ,543, ,5.8, ,73.7, ,38.3, ,57.3, ,64, ,18, ,36, ,30.8, ,3.1, ,73.9, ,56.2, 
220,3/22/2022,81,0.20, ,0, ,559, ,6.1, ,79.0, ,41.8, ,62.3, ,58, ,17, ,32, ,31.9, ,3.7, ,89.6, ,56.7, 
220,3/23/2022,82,0.19, ,0, ,562, ,6.6, ,82.3, ,43.8, ,65.7, ,58, ,17, ,31, ,33.9, ,3.5, ,84.9, ,58.4, 
220,3/24/2022,83,0.21, ,0, ,563, ,7.8, ,86.0, ,52.3, ,70.7,Y,55, ,20, ,30,Y,38.1,Y,3.6, ,86.7, ,60.6, 
220,3/25/2022,84,0.22, ,0, ,547, ,6.5, ,87.3, ,49.7, ,71.0,Y,43, ,14, ,25,Y,33.4,Y,3.7, ,89.8, ,61.8, 
220,3/26/2022,85,0.24, ,0, ,593,R,5.3, ,84.5, ,49.8, ,69.7,Y,39, ,15, ,21,Y,28.5,Y,5.7, ,137.9, ,61.7, 
220,3/27/2022,86,0.22, ,0, ,602,R,5.4, ,78.4, ,49.1, ,63.7, ,62, ,12, ,27, ,28.9, ,5.4, ,130.1, ,62.2, 
220,3/28/2022,87,0.10, ,0.30, ,377, ,8.8, ,58.2, ,46.7, ,51.2, ,88, ,56, ,69, ,41.3, ,6.9, ,165.5, ,60.6, 
220,3/29/2022,88,0.17, ,0, ,592, ,8.3, ,64.0, ,44.0, ,53.5, ,81, ,45, ,59, ,39.6, ,6.4, ,152.6, ,58.0, 
220,3/30/2022,89,0.19, ,0, ,572, ,8.8, ,76.1, ,45.7, ,60.3, ,72, ,25, ,49, ,41.3, ,4.5, ,107.9, ,59.0, 
220,3/31/2022,90,0.17, ,0, ,545, ,10.2, ,73.5, ,49.1, ,58.9, ,79, ,32, ,60, ,45.1, ,4.4, ,104.6, ,60.4, 
