263,3/1/2022,60,0.02, ,0.15, ,118, ,13.9, ,59.8, ,52.2, ,55.4, ,100, ,81, ,93, ,53.4, ,4.3, ,103.2, ,50.2, 
263,3/2/2022,61,0.01, ,0.60, ,79, ,13.3, ,54.7, ,48.7, ,52.3, ,100, ,96, ,99, ,52.1, ,4.2, ,99.9, ,51.2, 
263,3/3/2022,62,0.07, ,0.04, ,287, ,10.0, ,53.6, ,38.4, ,48.0, ,100, ,80, ,88, ,44.6, ,9.1, ,218.2, ,50.8, 
263,3/4/2022,63,0.06, ,0.06, ,321, ,7.3, ,49.5, ,28.7,Y,39.5,Y,99, ,73, ,88,Y,36.4,Y,4.1, ,97.2, ,48.5,Y
263,3/5/2022,64,0.10, ,0, ,423, ,7.7, ,55.6, ,27.8,Y,42.3,Y,100, ,57, ,85,Y,37.9,Y,6.4, ,152.4, ,47.4,Y
263,3/6/2022,65,0.10, ,0.00, ,429, ,7.9, ,54.2, ,27.4,Y,41.1,Y,99, ,71, ,90,Y,38.4,Y,5.0, ,120.9, ,46.9,R
263,3/7/2022,66,0.10, ,0, ,432, ,8.3, ,63.4, ,31.3,Y,44.7, ,100, ,48, ,82, ,39.6, ,3.1, ,73.8, ,47.0,R
263,3/8/2022,67,0.10, ,0.00, ,416, ,8.1, ,55.9, ,28.5,Y,43.6,Y,100, ,57, ,84,Y,39.2,Y,4.9, ,116.8, ,47.0,R
263,3/9/2022,68,0.06, ,0, ,264, ,9.8, ,52.8, ,34.5, ,46.5, ,100, ,73, ,91, ,44.0, ,3.8, ,91.6, ,47.9,Y
263,3/10/2022,69,0.10, ,0.00, ,457,R,7.7, ,56.6, ,29.1,Y,42.4,Y,100, ,55, ,84,Y,37.8,Y,2.8, ,68.1, ,47.7,Y
263,3/11/2022,70,0.10, ,0.00, ,458,R,7.9, ,57.5, ,27.9,Y,43.3,Y,100, ,53, ,83,Y,38.3,Y,2.7, ,64.6, ,47.1,R
263,3/12/2022,71,0.02, ,0.50, ,91, ,10.1, ,50.2, ,39.9, ,46.5, ,100, ,80, ,94, ,44.8, ,9.1, ,217.8, ,47.7,Y
263,3/13/2022,72,0.06, ,0.10, ,254, ,9.9, ,55.6, ,44.0, ,49.0, ,94, ,60, ,83, ,44.2, ,6.5, ,157.1, ,48.3,Y
263,3/14/2022,73,0.04, ,0.87, ,156, ,10.4, ,58.5, ,36.8, ,49.4, ,100, ,60, ,87, ,45.6, ,3.9, ,92.7, ,48.8,Y
263,3/15/2022,74,0.05, ,0.46, ,235, ,12.0, ,55.2, ,36.7, ,50.3, ,100, ,83, ,97, ,49.5, ,4.3, ,102.5, ,50.1,Y
263,3/16/2022,75,0.10, ,0.01, ,468, ,9.1, ,54.4, ,32.2,Y,44.4, ,100, ,73, ,92, ,42.1, ,3.9, ,94.0, ,49.6,Y
263,3/17/2022,76,0.09, ,0, ,395, ,9.5, ,55.5, ,35.3, ,46.5, ,100, ,70, ,88, ,43.2, ,3.2, ,75.7, ,49.6,Y
263,3/18/2022,77,0.08, ,0, ,352, ,9.5, ,57.4, ,32.9,Y,45.3, ,100, ,74, ,92, ,43.2, ,2.4, ,57.9, ,49.2,Y
263,3/19/2022,78,0.11, ,0.66,H,446, ,9.6, ,53.2, ,31.3,Y,46.7, ,99, ,74, ,89, ,43.5, ,8.9, ,212.7, ,49.6,Y
263,3/20/2022,79,0.10,R,0.00, ,396, ,7.8, ,53.0, ,28.7,Y,42.4,Y,99, ,61, ,84,Y,38.1,Y,4.6, ,110.5, ,48.0,R
263,3/21/2022,80,0.07, ,0, ,281, ,10.2, ,58.1, ,38.4, ,49.1, ,100, ,65, ,86, ,45.0, ,2.4, ,57.0, ,48.6,Y
263,3/22/2022,81,0.12, ,0, ,480, ,11.8, ,65.5, ,37.2, ,50.4, ,100, ,70, ,95, ,49.0, ,4.1, ,98.1, ,50.3,Y
263,3/23/2022,82,0.10, ,0.00, ,403, ,11.7, ,62.8, ,39.2, ,50.8, ,100, ,75, ,92, ,48.7, ,3.4, ,82.7, ,52.1, 
263,3/24/2022,83,0.08, ,0.01, ,363, ,10.6, ,56.0, ,34.7, ,46.5, ,100, ,85, ,98, ,46.0, ,3.3, ,79.0, ,51.7, 
263,3/25/2022,84,0.10, ,0, ,439, ,10.4, ,56.0, ,40.5, ,48.6, ,100, ,76, ,89, ,45.6, ,2.8, ,67.2, ,52.4, 
263,3/26/2022,85,0.11, ,0, ,448, ,11.0, ,59.4, ,39.0, ,49.8, ,100, ,71, ,90, ,47.0, ,2.6, ,61.5, ,52.5, 
263,3/27/2022,86,0.06, ,0.00, ,267, ,11.7, ,58.1, ,39.3, ,51.3, ,100, ,78, ,91, ,48.7, ,3.7, ,90.0, ,52.7, 
263,3/28/2022,87,0.09, ,0.02, ,366, ,12.8, ,60.4, ,46.9, ,53.3, ,99, ,83, ,92, ,51.2, ,4.4, ,106.0, ,53.3, 
263,3/29/2022,88,0.05, ,0, ,219, ,11.3, ,55.3, ,45.1, ,50.2, ,99, ,84, ,92, ,47.8, ,4.6, ,109.2, ,53.6, 
263,3/30/2022,89,0.12, ,0, ,478, ,10.0, ,54.3, ,35.2, ,47.9, ,99, ,77, ,88, ,44.5, ,7.1, ,170.8, ,53.0, 
263,3/31/2022,90,0.14, ,0.00, ,521, ,8.5, ,55.0, ,32.0,Y,43.6,Y,100, ,68, ,88,Y,40.4,Y,6.9, ,166.1, ,51.4,Y
