142,3/1/2022,60,0.12, ,0, ,413, ,9.4, ,75.1, ,38.1, ,56.5, ,99, ,32, ,60, ,43.0, ,2.9, ,70.4, ,52.6, 
142,3/2/2022,61,0.13, ,0, ,443, ,10.2, ,78.6, ,41.9, ,59.4, ,100, ,31, ,59, ,45.1, ,3.2, ,76.3, ,53.7, 
142,3/3/2022,62,0.12, ,0, ,370, ,10.1, ,73.5, ,41.4, ,58.8, ,100, ,33, ,59, ,44.7, ,3.2, ,75.8, ,54.6, 
142,3/4/2022,63,0.01, ,0.36, ,65, ,12.3, ,54.3, ,46.4, ,51.9, ,100, ,60, ,93, ,50.0, ,4.1, ,99.5, ,55.0, 
142,3/5/2022,64,0.07, ,0.05,H,329, ,7.8, ,53.9, ,35.2, ,43.7, ,100, ,55, ,81, ,38.3, ,3.2, ,75.9, ,53.8, 
142,3/6/2022,65,0.10, ,0, ,399, ,8.2, ,58.9, ,33.0, ,47.4, ,100, ,47, ,74, ,39.4, ,2.8, ,67.5, ,52.8, 
142,3/7/2022,66,0.12, ,0, ,469, ,8.7, ,62.9, ,36.2, ,50.8, ,100, ,42, ,69, ,41.0, ,3.2, ,76.7, ,53.4, 
142,3/8/2022,67,0.13, ,0, ,469, ,7.7, ,68.2, ,33.5, ,52.1, ,100, ,28, ,58, ,37.8, ,3.4, ,80.9, ,53.6, 
142,3/9/2022,68,0.14, ,0, ,469, ,7.9, ,70.7, ,37.3, ,54.9, ,92, ,30, ,53, ,38.3, ,3.6, ,85.9, ,54.0, 
142,3/10/2022,69,0.13, ,0, ,490, ,8.3, ,67.3, ,36.8, ,51.2, ,99, ,38, ,65, ,39.8, ,3.3, ,79.5, ,54.3, 
142,3/11/2022,70,0.14, ,0, ,493, ,7.7, ,71.6, ,37.0, ,53.7, ,100, ,24, ,55, ,37.7, ,3.5, ,83.3, ,54.4, 
142,3/12/2022,71,0.16, ,0, ,506,R,6.9, ,77.6, ,36.7, ,57.4, ,95, ,17, ,43, ,34.9, ,3.3, ,78.3, ,54.8, 
142,3/13/2022,72,0.17, ,0, ,469, ,7.6, ,71.2, ,40.7, ,56.5, ,77, ,30, ,49, ,37.4, ,5.6, ,134.4, ,55.2, 
142,3/14/2022,73,0.15, ,0, ,508, ,8.5, ,73.7, ,37.7, ,55.1, ,98, ,29, ,58, ,40.4, ,3.0, ,71.7, ,55.3, 
142,3/15/2022,74,0.12, ,0, ,338, ,10.6, ,72.5, ,42.4, ,58.0, ,100, ,36, ,64, ,46.1, ,4.8, ,116.3, ,55.6, 
142,3/16/2022,75,0.16, ,0, ,511, ,11.3, ,73.1, ,43.0, ,58.7, ,100, ,40, ,67, ,47.8, ,5.1, ,123.3, ,56.2, 
142,3/17/2022,76,0.12, ,0, ,382, ,10.2, ,73.1, ,43.9, ,57.8, ,99, ,35, ,63, ,45.1, ,3.3, ,80.2, ,56.7, 
142,3/18/2022,77,0.16, ,0, ,517, ,9.9, ,76.6, ,39.6, ,58.1, ,100, ,28, ,60, ,44.2, ,3.1, ,73.7, ,56.9, 
142,3/19/2022,78,0.08, ,0.05, ,236, ,10.8, ,66.9, ,48.8, ,56.2, ,99, ,45, ,70, ,46.5, ,6.0, ,143.8, ,57.2, 
142,3/20/2022,79,0.08, ,0, ,347, ,10.8, ,63.8, ,43.0, ,51.7, ,100, ,54, ,83, ,46.6, ,3.7, ,89.4, ,56.4, 
142,3/21/2022,80,0.14, ,0, ,508, ,10.4, ,71.9, ,42.6, ,56.4, ,100, ,38, ,67, ,45.6, ,3.7, ,89.6, ,56.4, 
142,3/22/2022,81,0.17, ,0, ,533, ,10.5, ,82.3, ,44.8, ,63.2, ,96, ,26, ,53, ,45.8, ,3.6, ,85.8, ,57.5, 
142,3/23/2022,82,0.18, ,0, ,537, ,11.2, ,87.3,Y,46.5, ,68.5,Y,96, ,23, ,47,Y,47.6,Y,3.2, ,75.9, ,58.9, 
142,3/24/2022,83,0.19, ,0, ,544, ,12.0, ,87.7,Y,50.8, ,69.7,Y,86, ,27, ,48,Y,49.4,Y,3.2, ,77.8, ,60.4, 
142,3/25/2022,84,0.20, ,0, ,528, ,12.9, ,88.4,Y,50.8, ,70.0,Y,95, ,29, ,51,Y,51.3,Y,3.4, ,81.4, ,61.5, 
142,3/26/2022,85,0.18, ,0, ,520, ,13.3, ,86.0, ,49.8, ,67.5, ,99, ,31, ,58, ,52.2, ,3.1, ,74.3, ,62.3, 
142,3/27/2022,86,0.20, ,0, ,505, ,10.0, ,82.9, ,52.8,Y,66.8, ,91, ,19, ,45, ,44.7, ,4.6, ,111.3, ,62.5, 
142,3/28/2022,87,0.09, ,0.53, ,300, ,11.7, ,65.5, ,47.1, ,55.1, ,100, ,57, ,78, ,48.6, ,4.3, ,103.8, ,61.9, 
142,3/29/2022,88,0.11, ,0, ,420, ,13.2, ,65.2, ,47.3, ,56.4, ,100, ,60, ,85, ,51.8, ,3.0, ,72.7, ,60.3, 
142,3/30/2022,89,0.13, ,0, ,400, ,14.1,Y,71.0, ,52.7, ,62.3, ,100, ,54, ,74,Y,53.8,Y,4.1, ,98.4, ,60.6, 
142,3/31/2022,90,0.09, ,0, ,343, ,13.1, ,67.8, ,45.4, ,55.7, ,100, ,58, ,86, ,51.8, ,2.6, ,63.2, ,60.3, 
