2,3/1/2022,60,0.13, ,0, ,398, ,7.4, ,77.1, ,39.4, ,57.0, ,75, ,26, ,47, ,36.9, ,3.4, ,81.4, ,52.8, 
2,3/2/2022,61,0.15, ,0, ,439, ,8.3, ,78.5, ,43.1, ,59.7, ,71, ,27, ,47, ,39.6, ,3.6, ,86.2, ,54.2, 
2,3/3/2022,62,0.12, ,0, ,279, ,8.1, ,70.2, ,46.2, ,59.0, ,67, ,34, ,47, ,39.0, ,5.6, ,135.3, ,55.1, 
2,3/4/2022,63,0.06, ,0.21,H,202, ,11.8, ,61.9, ,41.9, ,54.5, ,94, ,59, ,81, ,48.9, ,7.7, ,185.7, ,55.4, 
2,3/5/2022,64,0.10, ,0.04,H,337, ,6.8, ,56.4, ,35.0, ,45.7, ,88, ,46, ,65, ,34.7, ,6.3, ,151.4, ,54.9, 
2,3/6/2022,65,0.13, ,0, ,476, ,6.5, ,62.1, ,31.9, ,46.5, ,94, ,34, ,60, ,33.5, ,4.4, ,106.8, ,54.0, 
2,3/7/2022,66,0.14, ,0, ,478, ,5.9, ,65.0, ,32.5, ,48.1, ,88, ,27, ,51, ,30.9, ,4.6, ,109.8, ,53.9, 
2,3/8/2022,67,0.15, ,0, ,477, ,5.3, ,70.5, ,34.3, ,51.9, ,70, ,21, ,40, ,28.6, ,4.3, ,103.4, ,54.0, 
2,3/9/2022,68,0.16, ,0, ,458, ,5.9, ,72.9, ,37.5, ,54.7, ,70, ,22, ,40, ,30.9, ,4.8, ,114.2, ,54.3, 
2,3/10/2022,69,0.22, ,0, ,445, ,4.1,Y,66.9, ,40.6, ,57.2, ,66, ,19, ,26,Y,22.2,Y,10.0, ,238.8, ,54.7, 
2,3/11/2022,70,0.15, ,0, ,501, ,4.0,Y,71.8, ,31.9, ,52.6, ,55, ,16, ,30,Y,22.0,Y,3.9, ,94.7, ,54.0, 
2,3/12/2022,71,0.17, ,0, ,497, ,4.9,Y,76.8, ,33.3, ,55.9, ,61, ,17, ,32,Y,26.5,Y,4.1, ,97.9, ,54.2, 
2,3/13/2022,72,0.18, ,0, ,447, ,7.9, ,71.8, ,43.6, ,57.7, ,64, ,32, ,48, ,38.4, ,8.2, ,196.0, ,54.9, 
2,3/14/2022,73,0.15, ,0, ,504, ,6.8, ,74.1, ,37.4, ,56.7, ,79, ,24, ,43, ,34.6, ,3.5, ,84.1, ,55.4, 
2,3/15/2022,74,0.13, ,0, ,324, ,9.8, ,69.3, ,41.2, ,57.6, ,75, ,45, ,60, ,44.0, ,7.2, ,172.4, ,55.7, 
2,3/16/2022,75,0.19, ,0, ,498, ,9.4, ,74.1, ,43.1, ,59.4, ,87, ,31, ,54, ,43.0, ,9.4, ,224.8, ,56.0, 
2,3/17/2022,76,0.15, ,0, ,387, ,7.0, ,74.0, ,40.5, ,57.5, ,71, ,24, ,43, ,35.5, ,4.8, ,114.2, ,56.3, 
2,3/18/2022,77,0.17, ,0, ,507, ,7.5, ,76.8, ,40.2, ,59.4, ,64, ,26, ,43, ,37.1, ,4.1, ,98.3, ,58.1, 
2,3/19/2022,78,0.09, ,0.31, ,251, ,9.9, ,65.9, ,49.4, ,55.3, ,98, ,46, ,66, ,44.2, ,7.9, ,189.2, ,58.2, 
2,3/20/2022,79,0.19, ,0, ,525, ,8.9, ,67.0, ,44.2, ,55.0, ,95, ,29, ,60, ,41.4, ,9.8, ,234.2, ,57.7, 
2,3/21/2022,80,0.20, ,0, ,520, ,7.8, ,71.9, ,38.8, ,55.9, ,89, ,28, ,51, ,38.0, ,7.4, ,176.7, ,57.2, 
2,3/22/2022,81,0.18, ,0, ,526, ,9.8, ,80.3, ,43.3, ,62.1, ,82, ,29, ,52, ,44.1, ,4.2, ,101.4, ,57.7, 
2,3/23/2022,82,0.19, ,0, ,534, ,10.6, ,87.3,Y,46.9, ,67.6, ,83, ,23, ,46, ,46.0, ,3.6, ,86.9, ,58.9, 
2,3/24/2022,83,0.20, ,0, ,539, ,11.3, ,87.6,Y,52.9, ,70.1,Y,73, ,26, ,45,Y,47.7,Y,4.1, ,99.5, ,60.6, 
2,3/25/2022,84,0.20, ,0, ,498, ,10.9, ,86.4, ,52.8, ,69.2,Y,71, ,28, ,45,Y,46.7,Y,5.5, ,131.3, ,62.7, 
2,3/26/2022,85,0.21, ,0, ,534, ,9.1, ,86.4, ,50.5, ,68.3, ,66, ,24, ,38, ,42.1, ,4.6, ,109.7, ,62.9, 
2,3/27/2022,86,0.25, ,0, ,545, ,8.7, ,81.6, ,49.0, ,63.9, ,76, ,12, ,43, ,40.8, ,10.1, ,242.0, ,62.5, 
2,3/28/2022,87,0.07, ,0.17,H,254, ,12.1, ,62.4, ,47.7, ,54.4, ,99, ,55, ,84, ,49.7, ,7.3, ,175.3, ,60.7, 
2,3/29/2022,88,0.13, ,0.06,H,427, ,12.3, ,67.6, ,46.1, ,56.7, ,99, ,57, ,78, ,49.9, ,5.1, ,122.9, ,60.5, 
2,3/30/2022,89,0.13, ,0.02, ,410, ,12.3, ,71.9, ,46.1, ,58.8, ,99, ,52, ,73, ,50.1, ,5.3, ,128.3, ,61.6, 
2,3/31/2022,90,0.13, ,0.01, ,428, ,11.7, ,67.8, ,44.4, ,56.7, ,90, ,59, ,75, ,48.7, ,6.3, ,150.1, ,62.1, 
