223,3/1/2022,60,0.17,R,0, ,484,R,6.2, ,87.9,Y,47.0, ,66.0, ,57, ,12, ,28, ,32.4, ,2.0,Y,47.8,Y,56.0, 
223,3/2/2022,61,0.15, ,0, ,462, ,7.0, ,83.6, ,44.2, ,62.4, ,85, ,15, ,36, ,35.4, ,1.9,Y,44.5,Y,56.7, 
223,3/3/2022,62,0.13, ,0.07, ,439, ,10.5, ,71.0, ,44.5, ,57.3, ,91, ,40, ,66, ,45.9, ,2.7, ,65.7, ,56.7, 
223,3/4/2022,63,0.06, ,0, ,246, ,12.0, ,63.6, ,50.2, ,56.5, ,98, ,52, ,77, ,49.4, ,2.6, ,62.0, ,57.5, 
223,3/5/2022,64,0.08, ,0.10, ,332, ,8.8, ,61.6, ,42.8, ,50.9, ,100, ,39, ,69, ,41.2, ,2.5, ,60.0, ,56.8, 
223,3/6/2022,65,0.13, ,0, ,487, ,7.1, ,63.4, ,38.2, ,50.4, ,88, ,35, ,57, ,35.6, ,2.1,Y,50.2,Y,55.1,Y
223,3/7/2022,66,0.15, ,0, ,504, ,6.3, ,71.7, ,37.1, ,53.9, ,99, ,12, ,45, ,32.9, ,2.1,Y,50.7,Y,54.9,Y
223,3/8/2022,67,0.15, ,0, ,506, ,4.7, ,71.3, ,41.1, ,56.3, ,57, ,16, ,30, ,25.5, ,2.2, ,52.9, ,55.2,Y
223,3/9/2022,68,0.13, ,0, ,489, ,9.7, ,70.5, ,41.9, ,55.7, ,91, ,36, ,64, ,43.9, ,2.3, ,55.8, ,55.6,Y
223,3/10/2022,69,0.14, ,0, ,490, ,10.5, ,71.4, ,50.2, ,59.1, ,96, ,24, ,61, ,45.8, ,2.6, ,62.0, ,57.5, 
223,3/11/2022,70,0.16, ,0, ,527,R,4.0,Y,74.5, ,43.6, ,58.7, ,65, ,12, ,24,Y,21.6,Y,2.2, ,53.3, ,56.8, 
223,3/12/2022,71,0.17, ,0, ,528,R,4.8, ,80.7, ,41.2, ,60.4, ,56, ,10, ,27, ,26.1, ,2.0,Y,48.5,Y,56.8, 
223,3/13/2022,72,0.15, ,0, ,514, ,8.5, ,73.3, ,44.3, ,60.1, ,76, ,22, ,48, ,40.5, ,2.6, ,62.4, ,57.5, 
223,3/14/2022,73,0.15, ,0, ,527, ,12.2, ,81.3, ,49.6, ,62.9, ,100, ,32, ,62, ,49.8, ,2.0,Y,47.7,Y,58.9, 
223,3/15/2022,74,0.14, ,0, ,462, ,11.9, ,78.5, ,49.6, ,63.4, ,94, ,33, ,60, ,49.1, ,1.9,Y,46.7,Y,59.9, 
223,3/16/2022,75,0.19, ,0, ,536, ,9.3, ,80.8, ,50.6, ,66.7, ,99, ,16, ,41, ,42.5, ,3.9, ,92.8, ,60.0, 
223,3/17/2022,76,0.18, ,0, ,482, ,7.8, ,84.9, ,50.4, ,67.0, ,86, ,14, ,35, ,38.2, ,2.1,Y,51.0,Y,60.1, 
223,3/18/2022,77,0.18, ,0, ,538, ,8.2, ,80.5, ,47.8, ,65.2, ,76, ,23, ,39, ,39.3, ,2.0,Y,47.7,Y,60.4, 
223,3/19/2022,78,0.13, ,0, ,463, ,12.6, ,69.5, ,54.4, ,60.0, ,87, ,59, ,71, ,50.7, ,2.6, ,61.7, ,61.0, 
223,3/20/2022,79,0.20, ,0, ,541, ,7.9, ,75.0, ,54.0, ,64.3, ,90, ,19, ,39, ,38.5, ,4.5, ,107.3, ,61.1, 
223,3/21/2022,80,0.17, ,0, ,509, ,10.4, ,78.5, ,51.1, ,65.0, ,73, ,30, ,49, ,45.5, ,2.4, ,58.7, ,60.8, 
223,3/22/2022,81,0.19, ,0, ,547, ,9.6, ,86.7, ,51.9, ,68.7, ,78, ,21, ,40, ,43.5, ,2.2, ,53.7, ,61.9, 
223,3/23/2022,82,0.19, ,0, ,554, ,9.1, ,88.8, ,51.0, ,69.8, ,87, ,18, ,36, ,42.0, ,2.1,Y,49.6,Y,62.7, 
223,3/24/2022,83,0.19, ,0, ,558, ,10.9, ,87.9, ,51.0, ,69.3, ,91, ,19, ,45, ,46.8, ,2.0,Y,48.5,Y,63.2, 
223,3/25/2022,84,0.18, ,0, ,559, ,13.1, ,86.3, ,51.9, ,68.4, ,100, ,25, ,55, ,51.7, ,2.0,Y,48.0,Y,63.7, 
223,3/26/2022,85,0.18, ,0, ,582,R,14.0, ,78.8, ,50.4, ,63.0, ,100, ,37, ,71, ,53.6, ,2.6, ,62.2, ,64.0, 
223,3/27/2022,86,0.15, ,0, ,524, ,13.0, ,70.6, ,56.6, ,60.8, ,92, ,51, ,71, ,51.5, ,3.2, ,75.8, ,64.1, 
223,3/28/2022,87,0.05, ,1.47, ,213, ,14.2, ,63.5, ,52.5, ,57.2, ,100, ,66, ,89, ,53.9, ,2.9, ,68.5, ,61.8, 
223,3/29/2022,88,0.16, ,0.00, ,561, ,12.4, ,70.0, ,49.0, ,58.3, ,100, ,48, ,74, ,50.2, ,2.4, ,58.6, ,61.6, 
223,3/30/2022,89,0.16, ,0, ,561, ,13.9, ,71.2, ,51.5, ,59.1, ,100, ,57, ,81, ,53.3, ,2.3,Y,55.8,Y,62.4, 
223,3/31/2022,90,0.05, ,0, ,205, ,13.7, ,64.7, ,55.3, ,58.7, ,98, ,69, ,81, ,52.9, ,2.2,Y,52.9,Y,62.6, 
