200,3/1/2022,60,0.20, ,0, ,520,R,4.0, ,91.8, ,49.0, ,70.9, ,49, ,4, ,16, ,21.8, ,4.9, ,117.0, ,58.0, 
200,3/2/2022,61,0.20, ,0, ,492,R,5.7, ,87.9, ,49.7, ,70.0, ,62, ,6, ,23, ,30.4, ,4.2, ,99.6, ,59.1, 
200,3/3/2022,62,0.17, ,0, ,431, ,6.5, ,83.1, ,46.9, ,67.6, ,65, ,11, ,28, ,33.7, ,4.2, ,99.6, ,59.8, 
200,3/4/2022,63,0.16, ,0.01, ,414, ,8.8, ,72.5, ,55.5, ,64.4, ,65, ,28, ,43, ,41.2, ,5.2, ,123.8, ,60.3, 
200,3/5/2022,64,0.20, ,0, ,517,R,6.6, ,70.1, ,50.6, ,59.5, ,55, ,21, ,38, ,34.0, ,8.1, ,195.5, ,59.6, 
200,3/6/2022,65,0.17, ,0, ,514,R,6.0, ,73.1, ,49.3, ,60.4, ,54, ,17, ,33, ,31.5, ,4.7, ,113.9, ,59.0, 
200,3/7/2022,66,0.20, ,0, ,527,R,4.6, ,74.0, ,44.6, ,61.3, ,55, ,7, ,25, ,25.1, ,5.9, ,141.7, ,59.2, 
200,3/8/2022,67,0.18, ,0, ,532,R,4.3, ,76.9, ,39.6, ,58.2, ,63, ,11, ,26, ,23.4, ,4.5, ,107.0, ,58.2, 
200,3/9/2022,68,0.19, ,0, ,526,R,5.6, ,84.4, ,42.7, ,63.9, ,57, ,12, ,28, ,29.9, ,4.6, ,111.3, ,58.3, 
200,3/10/2022,69,0.24, ,0, ,494, ,4.9, ,75.1, ,58.8, ,65.8, ,46, ,5, ,23, ,26.7, ,9.0,Y,214.9,Y,60.1, 
200,3/11/2022,70,0.20, ,0, ,551,R,2.9,Y,75.6, ,45.1, ,62.5, ,50, ,5, ,15,Y,14.0,Y,4.6, ,111.4, ,59.3, 
200,3/12/2022,71,0.19, ,0, ,547,R,3.8, ,83.1, ,44.3, ,64.0, ,57, ,7, ,19, ,20.8, ,3.9, ,93.0, ,59.4, 
200,3/13/2022,72,0.22, ,0, ,513, ,5.8, ,84.9, ,44.3, ,68.2, ,58, ,9, ,25, ,30.6, ,5.5, ,132.9, ,60.2, 
200,3/14/2022,73,0.21, ,0, ,538,R,7.2, ,86.6, ,59.3, ,71.9, ,64, ,8, ,27, ,36.1, ,4.8, ,116.3, ,62.3, 
200,3/15/2022,74,0.22, ,0, ,542,R,6.1, ,86.9, ,49.9, ,72.2, ,55, ,8, ,23, ,32.0, ,4.4, ,105.4, ,62.5, 
200,3/16/2022,75,0.25, ,0, ,541, ,7.2, ,86.2, ,64.3, ,75.6, ,46, ,14, ,24, ,36.1, ,6.4, ,153.9, ,64.2, 
200,3/17/2022,76,0.21, ,0, ,554,R,6.8, ,86.3, ,56.9, ,71.9, ,59, ,6, ,25, ,34.6, ,4.3, ,102.9, ,64.5, 
200,3/18/2022,77,0.21, ,0, ,563,R,6.9, ,87.5, ,52.5, ,71.6, ,63, ,9, ,26, ,34.9, ,4.0, ,95.5, ,64.4, 
200,3/19/2022,78,0.23, ,0.01, ,527, ,7.9, ,84.9, ,57.9, ,71.9, ,57, ,14, ,30, ,38.4, ,5.7, ,136.2, ,64.8, 
200,3/20/2022,79,0.27, ,0, ,556, ,7.9, ,84.7, ,63.3, ,71.7, ,52, ,14, ,30, ,38.5, ,8.6, ,205.2, ,64.9, 
200,3/21/2022,80,0.26, ,0, ,528, ,5.6, ,86.9, ,61.0, ,73.9, ,45, ,9, ,19, ,29.6, ,6.7, ,160.6, ,64.5, 
200,3/22/2022,81,0.23, ,0, ,566,R,6.3, ,88.8, ,62.0, ,75.5, ,47, ,10, ,21, ,32.6, ,4.7, ,111.7, ,65.2, 
200,3/23/2022,82,0.23, ,0, ,593,R,6.2, ,86.6, ,56.9, ,72.7, ,63, ,5, ,23, ,32.4, ,4.4, ,106.1, ,65.8, 
200,3/24/2022,83,0.23, ,0, ,580,R,7.5, ,89.8, ,52.2, ,73.6, ,60, ,9, ,26, ,37.0, ,3.8, ,91.5, ,65.6, 
200,3/25/2022,84,0.23, ,0, ,562, ,9.1, ,94.3, ,54.0, ,77.0, ,67, ,6, ,29, ,42.0, ,4.1, ,99.4, ,66.7, 
200,3/26/2022,85,0.23, ,0, ,501, ,8.2, ,94.6, ,60.7, ,79.3, ,53, ,10, ,24, ,39.3, ,4.7, ,112.4, ,67.6, 
200,3/27/2022,86,0.24, ,0.02, ,593,R,7.9, ,93.3, ,59.7, ,76.7, ,60, ,11, ,25, ,38.3, ,4.3, ,104.1, ,68.1, 
200,3/28/2022,87,0.20, ,0.00, ,393, ,9.1, ,87.7, ,59.7, ,71.8, ,51, ,25, ,34, ,42.0, ,6.5, ,155.2, ,68.1, 
200,3/29/2022,88,0.24, ,0, ,590, ,9.9, ,85.4, ,58.0, ,69.3, ,53, ,27, ,40, ,44.2, ,7.5, ,180.1, ,66.8, 
200,3/30/2022,89,0.27, ,0, ,594, ,10.2, ,89.9, ,64.6, ,76.3, ,50, ,15, ,33, ,45.1, ,7.4, ,178.4, ,67.8, 
200,3/31/2022,90,0.24, ,0, ,567, ,12.2, ,85.7, ,63.9, ,74.8, ,56, ,21, ,41, ,49.7, ,6.5, ,156.1, ,68.1, 
