221,3/1/2022,60,0.19, ,0, ,498,R,2.0, ,88.9, ,49.0, ,68.9, ,14, ,4, ,8, ,6.3, ,4.2, ,101.2, ,56.0, 
221,3/2/2022,61,0.19, ,0, ,491,R,2.2, ,86.6, ,47.2, ,68.1, ,18, ,6, ,9, ,8.4, ,4.2, ,100.6, ,57.2, 
221,3/3/2022,62,0.22, ,0, ,420, ,2.9, ,85.2, ,51.2, ,69.2, ,19, ,8, ,12, ,13.9, ,5.8, ,139.7, ,58.5, 
221,3/4/2022,63,0.19, ,0, ,398, ,6.3, ,73.1, ,51.9, ,62.9, ,51, ,19, ,32, ,32.7, ,6.5, ,155.1, ,59.4, 
221,3/5/2022,64,0.20, ,0, ,369, ,5.1, ,65.6, ,43.2, ,53.7, ,64, ,16, ,36, ,27.6, ,9.7, ,233.2, ,58.3, 
221,3/6/2022,65,0.18, ,0, ,509,R,3.9, ,67.5, ,43.7, ,54.7, ,40, ,16, ,27, ,21.1, ,6.4, ,154.6, ,57.5, 
221,3/7/2022,66,0.20, ,0, ,503,R,2.6, ,67.0, ,40.0, ,54.5, ,37, ,9, ,18, ,12.1, ,6.6, ,158.1, ,60.7, 
221,3/8/2022,67,0.18, ,0, ,519,R,2.3, ,70.0, ,39.6, ,56.1, ,22, ,11, ,15, ,9.3, ,5.0, ,121.0, ,60.4, 
221,3/9/2022,68,0.19, ,0, ,517,R,3.2, ,75.3, ,39.6, ,60.0, ,31, ,11, ,18, ,16.9, ,5.1, ,121.6, ,60.2, 
221,3/10/2022,69,0.26, ,0, ,502, ,3.4, ,69.6, ,45.5, ,59.8, ,37, ,5, ,19, ,17.7, ,10.8, ,258.2, ,60.5, 
221,3/11/2022,70,0.20, ,0, ,545,R,1.3, ,70.8, ,37.9,Y,57.3, ,12, ,5, ,8, ,-3.6, ,6.2, ,148.1, ,59.0, 
221,3/12/2022,71,0.18, ,0, ,542,R,1.8, ,76.6, ,40.2, ,60.4, ,17, ,7, ,10, ,3.7, ,3.8, ,90.4, ,58.8, 
221,3/13/2022,72,0.25, ,0, ,468, ,2.8, ,84.7, ,43.2, ,64.2, ,26, ,5, ,14, ,13.7, ,7.8, ,187.7, ,59.2, 
221,3/14/2022,73,0.21, ,0, ,539,R,4.0, ,83.2, ,48.6, ,66.7, ,32, ,10, ,18, ,21.7, ,4.9, ,117.2, ,60.3, 
221,3/15/2022,74,0.21, ,0, ,538,R,4.1, ,85.4, ,48.3, ,69.7, ,25, ,9, ,17, ,22.4, ,4.7, ,112.7, ,61.2, 
221,3/16/2022,75,0.32, ,0, ,541,R,5.3, ,83.7, ,60.5, ,72.6, ,39, ,9, ,19, ,28.6, ,11.9,Y,285.6,Y,62.6, 
221,3/17/2022,76,0.23, ,0, ,558,R,3.4, ,81.2, ,52.0, ,68.3, ,31, ,6, ,14, ,17.9, ,5.6, ,133.3, ,62.8, 
221,3/18/2022,77,0.21, ,0, ,558,R,2.8, ,83.5, ,51.5, ,67.7, ,16, ,8, ,12, ,13.5, ,4.1, ,98.3, ,62.6, 
221,3/19/2022,78,0.30, ,0, ,473, ,3.8, ,86.7, ,51.4, ,70.7, ,34, ,9, ,15, ,20.3, ,10.0, ,239.6, ,63.1, 
221,3/20/2022,79,0.32, ,0, ,520, ,5.0, ,77.6, ,55.4, ,67.2, ,48, ,9, ,22, ,26.9, ,14.6,R,351.1,R,66.3, 
221,3/21/2022,80,0.26, ,0, ,554, ,2.6, ,80.4, ,56.9, ,69.5, ,13, ,8, ,10, ,11.6, ,7.9, ,189.7, ,66.5, 
221,3/22/2022,81,0.30, ,0, ,569,R,4.3, ,86.3, ,62.3, ,73.7, ,19, ,10, ,15, ,23.2, ,10.1, ,241.3, ,66.8, 
221,3/23/2022,82,0.28, ,0, ,595,R,2.9, ,82.1, ,60.9, ,71.9, ,19, ,5, ,11, ,14.0, ,9.0, ,214.8, ,67.3, 
221,3/24/2022,83,0.22, ,0, ,589,R,2.7, ,89.5, ,52.0, ,72.4, ,12, ,7, ,10, ,12.6, ,3.7, ,89.8, ,66.6, 
221,3/25/2022,84,0.24, ,0, ,570, ,3.8, ,94.2, ,57.0, ,77.0, ,20, ,8, ,12, ,20.8, ,4.2, ,101.8, ,67.0, 
221,3/26/2022,85,0.23, ,0, ,465, ,3.8, ,94.8, ,61.9, ,77.8, ,16, ,8, ,12, ,20.8, ,5.2, ,124.5, ,67.3, 
221,3/27/2022,86,0.28, ,0, ,591,R,4.1, ,91.9, ,61.3, ,76.9, ,20, ,6, ,13, ,22.5, ,6.1, ,146.4, ,68.7, 
221,3/28/2022,87,0.31, ,0.00, ,472, ,5.8, ,82.4, ,60.0, ,72.2, ,45, ,10, ,21, ,30.6, ,10.6, ,253.3, ,72.4,Y
221,3/29/2022,88,0.27, ,0, ,568, ,7.7, ,78.7, ,53.3, ,66.7, ,75, ,20, ,35, ,37.8, ,10.0, ,240.6, ,71.5,Y
221,3/30/2022,89,0.24, ,0, ,581, ,6.0, ,85.0, ,52.3, ,69.9, ,48, ,10, ,24, ,31.4, ,4.6, ,109.5, ,70.6,Y
221,3/31/2022,90,0.22, ,0, ,571, ,6.4, ,81.4, ,54.4, ,69.3, ,38, ,18, ,26, ,33.2, ,3.8, ,90.5, ,69.9, 
