189,3/1/2022,60,--,N,0, ,467, ,3.0, ,69.9, ,14.6, ,42.9, ,75, ,9, ,32, ,15.0, ,3.5, ,83.4, ,39.8, 
189,3/2/2022,61,--,N,0, ,475, ,3.0, ,74.2, ,21.1, ,47.8, ,62, ,9, ,26, ,14.9, ,4.6, ,109.3, ,40.3, 
189,3/3/2022,62,--,N,0, ,397, ,3.0, ,72.8, ,27.0, ,51.5, ,59, ,6, ,23, ,14.7, ,8.4, ,202.1, ,41.2, 
189,3/4/2022,63,--,N,0, ,478, ,4.4, ,66.4, ,46.3, ,56.1, ,68, ,22, ,28, ,23.8, ,9.1, ,217.9, ,42.9, 
189,3/5/2022,64,--,N,0, ,451, ,2.3, ,52.3, ,35.1, ,45.0, ,41, ,11, ,23, ,9.2, ,12.5, ,300.8, ,43.4, 
189,3/6/2022,65,--,N,0, ,474, ,3.4, ,56.8, ,32.0, ,44.1, ,54, ,18, ,34, ,17.8, ,9.2, ,220.5, ,43.3, 
189,3/7/2022,66,--,N,0, ,492, ,2.9, ,57.7, ,35.5, ,46.1, ,45, ,14, ,27, ,14.0, ,14.6, ,350.5, ,43.1, 
189,3/8/2022,67,--,N,0, ,500, ,2.6, ,62.8, ,21.5, ,45.0, ,53, ,12, ,26, ,12.0, ,6.2, ,148.3, ,43.2, 
189,3/9/2022,68,--,N,0, ,486, ,3.5, ,66.0, ,17.8, ,42.8, ,74, ,17, ,38, ,18.8, ,4.4, ,106.4, ,43.3, 
189,3/10/2022,69,--,N,0, ,735,R,1.9, ,55.5, ,39.6, ,48.0, ,56, ,11, ,17, ,5.1, ,19.7, ,472.5, ,43.2, 
189,3/11/2022,70,--,N,0, ,242, ,1.7, ,62.3, ,26.0, ,46.0, ,49, ,6, ,16, ,2.8, ,4.0, ,95.0, ,43.0, 
189,3/12/2022,71,--,N,0, ,522,R,2.3, ,68.7, ,17.3, ,43.7, ,65, ,6, ,24, ,9.1, ,5.6, ,135.0, ,42.8, 
189,3/13/2022,72,--,N,0, ,468, ,2.8, ,75.1, ,25.3, ,52.8, ,61, ,7, ,21, ,13.7, ,7.1, ,171.1, ,43.2, 
189,3/14/2022,73,--,N,0, ,512, ,3.3, ,72.4, ,28.1, ,50.0, ,56, ,12, ,27, ,17.6, ,5.4, ,128.7, ,44.3, 
189,3/15/2022,74,--,N,0, ,338, ,5.0, ,68.8, ,27.7, ,50.8, ,66, ,18, ,40, ,27.2, ,3.9, ,93.3, ,44.7, 
189,3/16/2022,75,--,N,0, ,536, ,4.7, ,70.8, ,37.8, ,56.3, ,69, ,10, ,30, ,25.5, ,10.5, ,252.1, ,45.6, 
189,3/17/2022,76,--,N,0, ,556,R,3.6, ,71.4, ,28.2, ,52.2, ,52, ,9, ,27, ,19.0, ,7.0, ,166.8, ,46.3, 
189,3/18/2022,77,--,N,0, ,538, ,3.8, ,71.6, ,25.7, ,49.6, ,67, ,12, ,31, ,20.3, ,4.5, ,109.1, ,46.5, 
189,3/19/2022,78,--,N,0, ,452, ,3.4, ,72.9, ,40.3, ,58.9, ,35, ,12, ,20, ,17.6, ,12.7, ,305.0, ,46.9, 
189,3/20/2022,79,--,N,0, ,554, ,3.7, ,66.9, ,45.8, ,55.4, ,49, ,9, ,24, ,19.6, ,20.8, ,499.8, ,47.5, 
189,3/21/2022,80,--,N,0, ,534, ,4.3, ,76.7, ,43.0, ,59.2, ,37, ,14, ,25, ,23.6, ,11.2, ,269.6, ,47.8, 
189,3/22/2022,81,--,N,0, ,551, ,5.9, ,80.1, ,45.0, ,62.4, ,50, ,15, ,31, ,31.2, ,11.3, ,270.4, ,49.1, 
189,3/23/2022,82,--,N,0, ,559, ,5.5, ,78.9, ,32.7, ,56.1, ,71, ,16, ,36, ,29.4, ,5.7, ,136.5, ,49.6, 
189,3/24/2022,83,--,N,0, ,563, ,5.4, ,83.4, ,30.8, ,58.2, ,73, ,13, ,33, ,29.2, ,4.3, ,103.0, ,49.8, 
189,3/25/2022,84,--,N,0, ,540, ,5.7, ,86.3, ,36.0, ,63.8, ,73, ,12, ,28, ,30.1, ,7.9, ,190.0, ,50.1, 
189,3/26/2022,85,--,N,0, ,571, ,4.0, ,85.1, ,48.9, ,70.3,Y,35, ,6, ,16,Y,21.7,Y,10.9, ,261.5, ,51.3, 
189,3/27/2022,86,--,N,0, ,535, ,2.5, ,78.7, ,54.1,Y,65.0, ,27, ,5, ,12, ,10.6, ,17.4, ,418.2, ,52.1, 
189,3/28/2022,87,--,N,0.02, ,443, ,5.6, ,60.4, ,36.1, ,50.3, ,71, ,19, ,45, ,29.8, ,16.9, ,405.7, ,51.9, 
189,3/29/2022,88,--,N,0, ,576, ,6.4, ,70.1, ,39.9, ,55.9, ,73, ,23, ,42, ,33.0, ,12.8, ,306.9, ,51.2, 
189,3/30/2022,89,--,N,0, ,547, ,5.6, ,75.3, ,32.6, ,56.1, ,69, ,17, ,36, ,29.7, ,5.1, ,122.4, ,51.4, 
189,3/31/2022,90,--,N,0, ,563, ,5.8, ,73.2, ,40.2, ,58.3, ,59, ,19, ,35, ,30.6, ,6.5, ,155.0, ,51.7, 
