236,3/1/2022,60,0.12, ,0, ,381, ,6.2, ,66.6, ,26.1, ,47.3,Y,92, ,29, ,56,Y,32.3,Y,4.9, ,118.2, ,38.8, 
236,3/2/2022,61,0.14, ,0, ,369, ,4.8, ,63.2, ,20.5, ,41.8, ,95, ,24, ,53, ,26.1, ,6.7, ,161.0, ,39.9, 
236,3/3/2022,62,0.01, ,0.07, ,66, ,6.5, ,40.7, ,30.7, ,35.4, ,97, ,85, ,93, ,33.5, ,4.9, ,116.5, ,39.6, 
236,3/4/2022,63,0.05, ,0, ,238, ,4.4, ,41.0, ,18.9, ,28.5, ,98, ,59, ,83, ,24.0, ,6.8, ,164.3, ,38.1, 
236,3/5/2022,64,0.06, ,0, ,255, ,4.5, ,43.4, ,22.0, ,31.2, ,95, ,51, ,76, ,24.5, ,10.0, ,239.0, ,37.0, 
236,3/6/2022,65,0.09, ,0, ,434, ,3.6, ,51.2, ,10.5, ,30.2, ,96, ,27, ,63, ,19.2, ,3.2, ,76.3, ,36.6, 
236,3/7/2022,66,0.12, ,0, ,430, ,3.2, ,57.5, ,11.2, ,34.6, ,90, ,20, ,47, ,16.6, ,6.0, ,143.3, ,36.8, 
236,3/8/2022,67,0.12, ,0, ,342, ,3.6, ,51.6, ,20.1, ,36.4, ,87, ,24, ,50, ,19.5, ,7.3, ,175.1, ,37.3, 
236,3/9/2022,68,0.11, ,0, ,384, ,4.1, ,47.9, ,23.9, ,36.0, ,78, ,37, ,57, ,22.1, ,8.4, ,201.0, ,38.4, 
236,3/10/2022,69,0.10, ,0, ,464, ,2.1,Y,53.1, ,4.7,Y,28.1, ,87, ,10, ,40,Y,6.7,Y,2.8, ,67.2, ,38.4, 
236,3/11/2022,70,0.12, ,0, ,461, ,2.7, ,66.9, ,10.2, ,36.6, ,79, ,13, ,37, ,12.6, ,2.6, ,61.7, ,38.5, 
236,3/12/2022,71,0.20, ,0.00, ,439, ,3.4, ,58.2, ,22.6, ,43.3, ,79, ,15, ,35, ,17.8, ,12.7,Y,304.4,Y,39.6, 
236,3/13/2022,72,0.10, ,0.01, ,375, ,4.6, ,48.3, ,30.1, ,37.0, ,95, ,41, ,62, ,25.0, ,7.1, ,169.3, ,40.7, 
236,3/14/2022,73,0.14, ,0.02, ,389, ,4.9, ,63.6, ,23.7, ,44.2, ,92, ,24, ,50, ,26.8, ,5.7, ,137.2, ,42.0, 
236,3/15/2022,74,0.08, ,0.09, ,322, ,6.9, ,51.6, ,27.2, ,40.4, ,95, ,55, ,81, ,35.0, ,6.3, ,151.6, ,43.9, 
236,3/16/2022,75,0.12,R,0, ,485, ,4.0, ,57.3, ,15.7, ,35.3, ,96, ,19, ,57, ,21.7, ,3.0, ,71.0, ,42.4, 
236,3/17/2022,76,0.11, ,0, ,397, ,4.2, ,60.4, ,19.8, ,35.4, ,89, ,27, ,59, ,22.7, ,4.0, ,95.6, ,42.1, 
236,3/18/2022,77,0.12, ,0,R,155, ,5.3, ,59.7, ,39.3,Y,48.8, ,91, ,19, ,45, ,28.7, ,5.2, ,126.0, ,43.9, 
236,3/19/2022,78,0.06, ,0.03, ,248, ,5.7, ,46.3, ,23.4, ,37.5, ,88, ,56, ,75, ,30.3, ,8.2, ,197.8, ,42.7, 
236,3/20/2022,79,0.10, ,0, ,396, ,3.3, ,51.4, ,9.6, ,32.2, ,91, ,21, ,53, ,17.2, ,3.5, ,84.9, ,40.6, 
236,3/21/2022,80,0.09, ,0, ,340, ,6.2, ,55.6, ,21.2, ,40.5, ,97, ,38, ,73, ,32.5, ,5.0, ,119.1, ,42.1, 
236,3/22/2022,81,0.14, ,0, ,484, ,7.5, ,70.3,Y,27.1, ,47.5, ,99, ,34, ,67, ,37.0, ,3.5, ,85.0, ,45.0, 
236,3/23/2022,82,0.17, ,0, ,514, ,6.4, ,69.0, ,23.9, ,46.8, ,94, ,26, ,59, ,33.3, ,4.7, ,112.3, ,46.7,Y
236,3/24/2022,83,0.15, ,0, ,488, ,5.7, ,75.1,Y,16.4, ,46.6, ,95, ,19, ,53, ,30.5, ,3.2, ,77.5, ,46.7,Y
236,3/25/2022,84,0.18,R,0, ,525, ,5.8, ,70.2, ,26.9, ,50.2,Y,88, ,20, ,47,Y,30.7,Y,5.4, ,130.6, ,48.0,Y
236,3/26/2022,85,0.17, ,0, ,481, ,4.2, ,70.3, ,22.2, ,46.9, ,89, ,17, ,39, ,23.2, ,5.1, ,122.0, ,48.0,Y
236,3/27/2022,86,0.10, ,0, ,223, ,5.0, ,59.8, ,27.4, ,45.6, ,77, ,27, ,48, ,26.9, ,6.2, ,148.9, ,47.5,Y
236,3/28/2022,87,0.08, ,0, ,123, ,7.3, ,52.0, ,39.1,Y,44.7, ,89, ,48, ,73, ,36.5, ,10.0, ,239.5, ,47.9,Y
236,3/29/2022,88,0.16, ,0, ,548, ,6.8, ,64.3, ,30.1, ,46.2, ,97, ,35, ,64, ,34.7, ,4.5, ,107.2, ,48.0,Y
236,3/30/2022,89,0.13, ,0, ,430, ,5.3, ,53.2, ,26.1, ,39.2, ,96, ,38, ,65, ,28.5, ,7.1, ,169.8, ,48.0,Y
236,3/31/2022,90,0.14, ,0, ,539, ,4.2, ,57.2, ,13.9, ,35.0, ,93, ,27, ,60, ,22.7, ,4.3, ,102.3, ,46.5, 
