80,3/1/2022,60,0.13, ,0, ,441, ,8.8, ,76.3, ,38.4, ,55.8, ,91, ,31, ,58, ,41.1, ,2.6, ,63.4, ,52.0, 
80,3/2/2022,61,0.14, ,0, ,461,R,9.6, ,77.8, ,41.2, ,58.2, ,93, ,31, ,58, ,43.3, ,2.8, ,68.0, ,52.5, 
80,3/3/2022,62,0.11, ,0, ,334, ,9.8, ,72.3, ,40.5, ,57.2, ,95, ,37, ,61, ,44.1, ,4.6, ,111.2, ,53.0, 
80,3/4/2022,63,0.02, ,0.15, ,90, ,10.8, ,56.3, ,42.4, ,52.0, ,92, ,55, ,82, ,46.7, ,6.4, ,154.2, ,53.5, 
80,3/5/2022,64,0.08, ,0.11, ,341, ,7.1, ,55.5, ,34.9, ,44.1, ,93, ,52, ,72, ,35.8, ,4.2, ,101.7, ,53.4, 
80,3/6/2022,65,0.11, ,0.00, ,452, ,7.1, ,60.6, ,31.2, ,47.1, ,96, ,41, ,64, ,35.6, ,2.8, ,68.3, ,52.9, 
80,3/7/2022,66,0.13, ,0, ,503,R,7.3, ,64.4, ,34.4, ,50.5, ,96, ,34, ,59, ,36.6, ,3.1, ,73.4, ,53.0, 
80,3/8/2022,67,0.14, ,0, ,502,R,7.2, ,68.6, ,34.4, ,52.2, ,90, ,29, ,54, ,36.1, ,3.4, ,82.5, ,53.0, 
80,3/9/2022,68,0.15, ,0, ,500,R,7.2, ,71.3, ,36.8, ,54.7, ,87, ,26, ,49, ,36.0, ,3.9, ,94.3, ,53.1, 
80,3/10/2022,69,0.17, ,0, ,733,R,5.3, ,68.9, ,38.7, ,58.4, ,87, ,19, ,32, ,28.5, ,6.3, ,151.8, ,53.2, 
80,3/11/2022,70,0.15, ,0, ,531,R,6.2, ,72.5, ,34.0, ,54.0, ,81, ,17, ,43, ,32.3, ,3.2, ,77.7, ,53.1, 
80,3/12/2022,71,0.16, ,0, ,535,R,6.2, ,77.3, ,34.0, ,56.4, ,91, ,15, ,40, ,32.3, ,3.2, ,77.6, ,53.1, 
80,3/13/2022,72,0.17, ,0, ,484, ,8.0, ,70.9, ,43.3, ,56.5, ,80, ,33, ,51, ,38.7, ,6.6, ,157.6, ,53.3, 
80,3/14/2022,73,0.15, ,0, ,530,R,7.5, ,76.5, ,36.6, ,55.4, ,91, ,23, ,50, ,37.1, ,2.4, ,58.2, ,53.5, 
80,3/15/2022,74,0.12, ,0, ,346, ,10.5, ,70.3, ,40.9, ,56.9, ,88, ,38, ,66, ,45.8, ,5.0, ,119.3, ,53.6, 
80,3/16/2022,75,0.17, ,0, ,528,R,10.4, ,73.1, ,44.8, ,59.1, ,88, ,38, ,61, ,45.6, ,6.8, ,162.5, ,54.1, 
80,3/17/2022,76,0.13, ,0, ,411, ,8.7, ,74.2, ,40.8, ,57.4, ,90, ,34, ,54, ,41.0, ,3.6, ,86.8, ,54.2, 
80,3/18/2022,77,0.16, ,0, ,540,R,8.6, ,76.5, ,38.7, ,57.9, ,87, ,28, ,52, ,40.6, ,2.6, ,61.6, ,54.3, 
80,3/19/2022,78,0.08, ,0.01, ,244, ,10.0, ,68.1, ,47.8, ,54.4, ,91, ,44, ,70, ,44.6, ,6.2, ,149.3, ,54.5, 
80,3/20/2022,79,0.11, ,0, ,425, ,9.8, ,63.6, ,43.5, ,52.1, ,94, ,46, ,74, ,44.0, ,5.6, ,133.4, ,54.6, 
80,3/21/2022,80,0.15, ,0.00, ,545,R,9.4, ,71.7, ,38.1, ,55.7, ,97, ,37, ,62, ,43.0, ,2.8, ,67.6, ,54.5, 
80,3/22/2022,81,0.17, ,0, ,563,R,9.9, ,82.9, ,42.7, ,62.2, ,92, ,24, ,52, ,44.2, ,2.5, ,59.3, ,54.8, 
80,3/23/2022,82,0.19, ,0, ,562,R,10.8, ,87.9,Y,45.6, ,67.1, ,88, ,23, ,48, ,46.6, ,2.9, ,70.7, ,55.7, 
80,3/24/2022,83,0.20, ,0, ,570,R,11.5, ,88.8,Y,48.6, ,69.1,Y,90, ,23, ,47,Y,48.3,Y,3.3, ,79.9, ,56.5, 
80,3/25/2022,84,0.20, ,0, ,549, ,12.3, ,88.2,Y,49.6, ,69.1,Y,91, ,29, ,50,Y,49.9,Y,3.5, ,84.0, ,57.1, 
80,3/26/2022,85,0.18, ,0, ,529, ,12.0, ,85.8, ,49.7, ,67.8, ,82, ,30, ,52, ,49.3, ,3.0, ,72.7, ,57.5, 
80,3/27/2022,86,0.20, ,0, ,496, ,9.6, ,80.5, ,52.5, ,65.4, ,82, ,20, ,45, ,43.4, ,6.0, ,143.6, ,57.8, 
80,3/28/2022,87,0.08, ,0.63, ,273, ,10.9, ,64.1, ,46.7, ,54.3, ,96, ,53, ,76, ,46.8, ,5.8, ,140.2, ,57.6, 
80,3/29/2022,88,0.08, ,0.00, ,313, ,11.7, ,65.8, ,45.3, ,54.9, ,98, ,57, ,80, ,48.8, ,3.9, ,94.3, ,57.1, 
80,3/30/2022,89,0.12, ,0, ,399, ,12.6, ,71.9, ,51.0, ,60.7, ,88, ,50, ,70, ,50.8, ,4.2, ,99.6, ,57.6, 
80,3/31/2022,90,0.10, ,0, ,410, ,11.3, ,66.0, ,44.5, ,54.9, ,91, ,54, ,77, ,47.7, ,4.1, ,97.8, ,57.9, 
