263,6/1/2022,152,0.10, ,0, ,388, ,13.0, ,60.7, ,50.0, ,53.6, ,98, ,84, ,93, ,51.5, ,4.1, ,99.6, ,58.1,Y
263,6/2/2022,153,0.16, ,0, ,596, ,13.5, ,62.8, ,50.9, ,55.7, ,98, ,75, ,89, ,52.5, ,3.5, ,83.0, ,58.9,Y
263,6/3/2022,154,0.08, ,0.05, ,317, ,14.3, ,63.3, ,51.4, ,56.7, ,100, ,66, ,91, ,54.1, ,3.9, ,93.0, ,59.9, 
263,6/4/2022,155,0.01, ,1.42, ,94, ,15.5, ,60.1, ,52.2, ,57.2, ,99, ,90, ,97, ,56.4, ,4.2, ,101.7, ,59.4,Y
263,6/5/2022,156,0.06, ,0.59, ,272, ,16.2, ,64.0, ,55.6, ,58.6, ,100, ,85, ,96, ,57.5, ,6.8, ,163.3, ,59.6,Y
263,6/6/2022,157,0.19, ,0.04, ,688, ,14.0, ,62.1, ,45.6, ,56.3, ,99, ,74, ,91, ,53.6, ,6.1, ,145.6, ,60.3, 
263,6/7/2022,158,0.10, ,0.00, ,408, ,13.6, ,62.2, ,42.6, ,54.4, ,100, ,87, ,94, ,52.8, ,3.0,Y,71.8,Y,59.8,Y
263,6/8/2022,159,0.16, ,0, ,612, ,13.8, ,63.2, ,44.2, ,55.7, ,99, ,77, ,91, ,53.1, ,3.8, ,90.6, ,60.5, 
263,6/9/2022,160,0.19, ,0, ,611, ,13.0, ,75.1, ,43.0, ,59.7, ,100, ,32, ,74, ,51.5, ,3.2,Y,76.7,Y,60.5, 
263,6/10/2022,161,0.15, ,0.03, ,512, ,18.8,Y,73.1, ,58.2,Y,64.7,Y,97, ,79, ,90,Y,61.7,Y,3.6, ,85.5, ,62.6, 
263,6/11/2022,162,0.04, ,0.80, ,217, ,18.9,Y,64.1, ,58.5,Y,62.0, ,100, ,98, ,100,Y,61.9,Y,5.1, ,122.9, ,63.6, 
263,6/12/2022,163,0.12, ,0.50, ,450, ,14.0, ,61.5, ,46.5, ,55.9, ,100, ,76, ,92, ,53.6, ,8.8, ,210.4, ,62.7, 
263,6/13/2022,164,0.20, ,0, ,706, ,11.9, ,61.3, ,43.3, ,53.6, ,99, ,69, ,84, ,49.1, ,8.6, ,205.9, ,60.8, 
263,6/14/2022,165,0.20,R,0, ,720, ,11.8, ,61.4, ,39.0,Y,51.8, ,100, ,73, ,90, ,48.8, ,6.1, ,146.6, ,59.8,Y
263,6/15/2022,166,0.14, ,0.05, ,511, ,13.0, ,64.0, ,40.0,Y,53.7, ,100, ,81, ,92, ,51.5, ,3.3,Y,79.7,Y,59.6,Y
263,6/16/2022,167,0.09, ,0.03, ,343, ,13.0, ,62.0, ,49.3, ,55.1, ,100, ,71, ,88, ,51.5, ,3.0,Y,71.0,Y,60.3,Y
263,6/17/2022,168,0.14, ,0.02, ,508, ,12.9, ,62.2, ,45.5, ,54.7, ,99, ,69, ,88, ,51.2, ,5.0, ,119.1, ,60.1,Y
263,6/18/2022,169,0.20, ,0, ,737, ,11.9, ,62.4, ,38.5,Y,52.7, ,100, ,68, ,88, ,49.1, ,6.6, ,158.4, ,59.5,Y
263,6/19/2022,170,0.19, ,0, ,705, ,12.4, ,61.8, ,39.5,Y,53.0, ,100, ,75, ,91, ,50.3, ,5.0, ,120.5, ,59.1,Y
263,6/20/2022,171,0.21, ,0, ,728, ,13.6, ,66.5, ,45.9, ,56.9, ,100, ,73, ,86, ,52.8, ,6.3, ,150.9, ,59.6,Y
263,6/21/2022,172,0.23,R,0, ,739, ,14.2, ,74.9, ,48.9, ,61.9, ,95, ,62, ,75, ,53.8, ,5.3, ,128.4, ,60.6,Y
263,6/22/2022,173,0.22, ,0, ,726, ,14.4, ,71.9, ,47.6, ,59.0, ,98, ,68, ,84, ,54.3, ,5.5, ,131.8, ,61.2,Y
263,6/23/2022,174,0.19, ,0, ,648, ,13.9, ,68.2, ,45.9, ,57.3, ,100, ,67, ,87, ,53.4, ,4.2, ,99.9, ,61.7, 
263,6/24/2022,175,0.21, ,0, ,729, ,13.1, ,68.2, ,39.4,Y,56.0, ,100, ,67, ,85, ,51.7, ,3.9, ,92.9, ,61.3,Y
263,6/25/2022,176,0.22, ,0, ,715, ,14.9, ,73.9, ,45.5, ,60.5, ,100, ,66, ,83, ,55.3, ,3.3,Y,79.2,Y,61.5,Y
263,6/26/2022,177,0.17, ,0, ,641, ,15.2, ,65.4, ,52.5, ,57.5, ,100, ,81, ,94, ,55.7, ,3.9, ,94.7, ,62.1, 
263,6/27/2022,178,0.11, ,0, ,403, ,14.9, ,66.5, ,53.9, ,57.1, ,100, ,81, ,94, ,55.3, ,3.9, ,93.3, ,62.3, 
263,6/28/2022,179,0.20, ,0, ,686, ,14.3, ,67.6, ,46.4, ,58.8, ,99, ,67, ,84, ,54.1, ,5.2, ,125.2, ,62.2, 
263,6/29/2022,180,0.16, ,0, ,570, ,14.5, ,68.1, ,47.4, ,57.5, ,100, ,73, ,90, ,54.5, ,5.0, ,120.1, ,61.8,Y
263,6/30/2022,181,0.10, ,0, ,389, ,14.2, ,63.2, ,53.8, ,56.7, ,98, ,79, ,91, ,54.0, ,4.9, ,117.3, ,61.8,Y
