179,6/1/2022,152,0.29, ,0, ,764,R,13.2, ,92.0, ,51.1, ,69.1, ,81, ,16, ,54, ,52.0, ,5.5, ,132.2, ,60.8, 
179,6/2/2022,153,0.27, ,0, ,762,R,14.8, ,87.2, ,51.7, ,66.9, ,92, ,37, ,66, ,55.1, ,5.8, ,138.7, ,61.4, 
179,6/3/2022,154,0.24, ,0, ,670, ,14.0, ,82.0, ,52.1, ,64.0, ,98, ,40, ,69, ,53.6, ,6.1, ,147.0, ,61.1, 
179,6/4/2022,155,0.20, ,0, ,611, ,15.1, ,76.7, ,53.4, ,62.0, ,96, ,53, ,80, ,55.7, ,7.0, ,168.3, ,60.7, 
179,6/5/2022,156,0.22, ,0, ,632, ,15.8, ,82.3, ,57.9, ,66.2, ,90, ,48, ,72, ,56.9, ,5.9, ,141.9, ,61.6, 
179,6/6/2022,157,0.26, ,0, ,745, ,16.3, ,83.4, ,56.2, ,68.3, ,95, ,48, ,69, ,57.8, ,6.0, ,144.2, ,63.1, 
179,6/7/2022,158,0.28, ,0, ,760,R,16.6, ,87.2, ,57.4, ,70.0, ,91, ,41, ,66, ,58.2, ,6.0, ,143.0, ,63.4, 
179,6/8/2022,159,0.28, ,0, ,747, ,17.1, ,92.2, ,55.6, ,72.4, ,90, ,33, ,63, ,59.1, ,5.5, ,132.5, ,63.9, 
179,6/9/2022,160,0.30, ,0, ,750, ,17.3, ,92.0, ,55.6, ,73.7, ,97, ,35, ,61, ,59.4, ,5.6, ,134.1, ,64.8, 
179,6/10/2022,161,0.29, ,0, ,698, ,16.7, ,95.6, ,60.8, ,77.0, ,84, ,32, ,53, ,58.4, ,5.6, ,134.0, ,65.5, 
179,6/11/2022,162,0.29,R,0, ,744, ,16.5, ,92.7, ,59.0, ,74.3, ,99, ,35, ,57, ,58.1, ,5.1, ,122.5, ,65.8, 
179,6/12/2022,163,0.32, ,0, ,772,R,13.4, ,87.8, ,56.2, ,72.4, ,91, ,30, ,49, ,52.3, ,7.6, ,183.0, ,64.9, 
179,6/13/2022,164,0.24, ,0, ,710, ,16.2, ,78.2, ,57.5, ,64.5, ,97, ,45, ,78, ,57.6, ,8.9,Y,214.3,Y,63.7, 
179,6/14/2022,165,0.27, ,0, ,732, ,15.3, ,86.9, ,58.5, ,68.8, ,90, ,32, ,64, ,56.0, ,6.0, ,145.2, ,63.1, 
179,6/15/2022,166,0.29, ,0, ,758,R,16.6, ,90.3, ,55.3, ,71.6, ,87, ,36, ,63, ,58.2, ,5.6, ,134.9, ,63.9, 
179,6/16/2022,167,0.29, ,0, ,757,R,16.7, ,89.9, ,55.8, ,71.0, ,94, ,39, ,65, ,58.4, ,6.7, ,160.7, ,64.1, 
179,6/17/2022,168,0.28, ,0, ,767,R,15.1, ,77.7, ,56.6, ,65.8, ,95, ,36, ,70, ,55.6, ,8.3, ,198.5, ,63.9, 
179,6/18/2022,169,0.29, ,0, ,786,R,11.6, ,76.3, ,53.9, ,63.8, ,91, ,20, ,57, ,48.4, ,8.0, ,193.2, ,63.3, 
179,6/19/2022,170,0.28, ,0, ,787,R,11.7, ,84.3, ,46.8, ,65.8, ,95, ,21, ,54, ,48.7, ,5.5, ,133.1, ,62.0, 
179,6/20/2022,171,0.32, ,0, ,790,R,10.0, ,96.4, ,51.8, ,73.9, ,82, ,12, ,35, ,44.6, ,5.5, ,132.0, ,62.3, 
179,6/21/2022,172,0.32, ,0, ,728, ,9.9, ,89.3, ,53.9, ,73.4, ,61, ,22, ,35, ,44.2, ,6.2, ,148.4, ,62.2, 
179,6/22/2022,173,0.24, ,0, ,527, ,14.2, ,92.5, ,61.2, ,77.9, ,54, ,30, ,44, ,54.0, ,5.1, ,123.2, ,62.9, 
179,6/23/2022,174,0.32, ,0, ,749, ,14.9, ,93.7, ,63.6, ,79.1, ,72, ,31, ,44, ,55.3, ,6.0, ,143.5, ,64.7, 
179,6/24/2022,175,0.31, ,0, ,772,R,12.1, ,97.9, ,57.0, ,77.2, ,61, ,17, ,38, ,49.5, ,4.9, ,116.7, ,65.6, 
179,6/25/2022,176,0.33, ,0, ,805,R,10.1, ,94.0, ,53.5, ,75.0, ,68, ,14, ,34, ,44.8, ,5.2, ,125.4, ,63.9, 
179,6/26/2022,177,0.33, ,0, ,792,R,9.9, ,96.4, ,53.0, ,76.1, ,60, ,15, ,32, ,44.4, ,5.8, ,138.2, ,64.3, 
179,6/27/2022,178,0.33, ,0, ,740, ,13.8, ,101.6, ,61.0, ,80.0, ,60, ,21, ,39, ,53.1, ,5.9, ,140.5, ,65.9, 
179,6/28/2022,179,0.33, ,0, ,748, ,12.4, ,95.1, ,61.9, ,79.5, ,61, ,23, ,36, ,50.2, ,6.3, ,151.7, ,65.9, 
179,6/29/2022,180,0.32, ,0, ,752, ,12.0, ,91.7, ,61.6, ,76.7, ,66, ,23, ,38, ,49.3, ,6.2, ,149.3, ,65.9, 
179,6/30/2022,181,0.31, ,0, ,750, ,13.7, ,89.7, ,60.6, ,75.8, ,74, ,26, ,45, ,52.9, ,6.0, ,144.3, ,65.5, 
