220,6/1/2022,152,0.28, ,0, ,741, ,6.1, ,92.0, ,50.5, ,74.6, ,43, ,10, ,21, ,32.0, ,3.7, ,87.8, ,72.3, 
220,6/2/2022,153,0.30, ,0, ,702, ,8.0, ,94.4, ,58.3, ,78.9, ,34, ,13, ,24, ,38.7, ,4.9, ,118.0, ,74.0, 
220,6/3/2022,154,0.27, ,0, ,639, ,11.1, ,89.4, ,64.1, ,76.1, ,52, ,24, ,36, ,47.2, ,5.9, ,142.4, ,74.0, 
220,6/4/2022,155,0.27, ,0, ,686, ,12.8, ,84.4, ,60.2, ,72.8, ,72, ,32, ,46, ,51.1, ,6.8, ,163.4, ,73.8, 
220,6/5/2022,156,0.30, ,0, ,712, ,10.8, ,90.8, ,63.6, ,77.2, ,52, ,21, ,34, ,46.6, ,7.0, ,167.5, ,74.6, 
220,6/6/2022,157,0.29, ,0, ,719, ,12.3, ,92.7, ,64.7, ,78.3, ,68, ,24, ,37, ,50.1, ,5.1, ,121.2, ,75.7, 
220,6/7/2022,158,0.28, ,0, ,722, ,9.9, ,97.8, ,63.2, ,80.1, ,52, ,16, ,28, ,44.3, ,3.4, ,82.5, ,75.3, 
220,6/8/2022,159,0.30, ,0, ,727, ,6.5, ,99.4, ,59.7, ,82.2, ,32, ,9, ,17, ,33.6, ,4.3, ,102.4, ,75.8, 
220,6/9/2022,160,0.28, ,0, ,679, ,9.0, ,102.0, ,58.9, ,82.7, ,39, ,12, ,23, ,41.7, ,3.3, ,79.0, ,76.4, 
220,6/10/2022,161,0.32, ,0, ,716, ,10.8, ,103.5, ,62.8, ,86.5, ,47, ,15, ,25, ,46.7, ,4.5, ,108.8, ,77.4, 
220,6/11/2022,162,0.32, ,0, ,724, ,11.4, ,101.3, ,68.5, ,86.7, ,45, ,16, ,26, ,48.0, ,5.2, ,124.7, ,79.1,Y
220,6/12/2022,163,0.34, ,0, ,736, ,11.1, ,93.8, ,73.2,Y,83.0, ,50, ,19, ,29, ,47.3, ,7.9, ,189.2, ,80.1,Y
220,6/13/2022,164,0.30, ,0, ,753, ,8.8, ,89.4, ,63.9, ,75.0, ,69, ,11, ,30, ,41.2, ,6.7, ,162.0, ,79.2,Y
220,6/14/2022,165,0.28, ,0, ,731, ,6.4, ,108.3, ,54.2, ,76.5, ,34, ,11, ,20, ,33.1, ,3.6, ,86.0, ,77.7, 
220,6/15/2022,166,0.28, ,0, ,727, ,7.8, ,99.8, ,56.7, ,81.3, ,35, ,12, ,21, ,38.2, ,3.0, ,72.1, ,78.1, 
220,6/16/2022,167,0.33, ,0, ,739, ,8.5, ,104.4, ,62.6, ,83.0, ,40, ,11, ,22, ,40.3, ,6.2, ,149.0, ,79.8,Y
220,6/17/2022,168,0.28, ,0, ,720, ,10.4, ,86.4, ,57.8, ,71.9, ,58, ,18, ,39, ,45.5, ,6.9, ,165.0, ,79.6, 
220,6/18/2022,169,0.28, ,0, ,753, ,8.3, ,79.7, ,53.7, ,66.6, ,60, ,19, ,37, ,39.8, ,6.8, ,162.0, ,77.6, 
220,6/19/2022,170,0.27, ,0, ,751, ,6.2, ,103.2, ,54.5, ,70.0, ,47, ,10, ,25, ,32.4, ,4.6, ,109.3, ,76.9, 
220,6/20/2022,171,0.27, ,0, ,746, ,6.5, ,97.5, ,50.7, ,75.5, ,52, ,10, ,22, ,33.6, ,2.9, ,68.5, ,76.4, 
220,6/21/2022,172,0.29, ,0, ,741, ,6.6, ,99.9, ,56.7, ,81.4, ,38, ,7, ,18, ,33.9, ,3.9, ,94.5, ,76.9, 
220,6/22/2022,173,0.15, ,0.12, ,444, ,17.6,R,81.5, ,67.3, ,73.0, ,81, ,38, ,--,R,--,I,2.8, ,66.3, ,77.2, 
220,6/23/2022,174,0.27, ,0, ,667, ,14.5,Y,104.9, ,62.5, ,80.1, ,83, ,20, ,41,Y,54.5,Y,4.0, ,96.6, ,76.5, 
220,6/24/2022,175,0.31, ,0, ,741, ,8.2, ,99.3, ,64.4, ,84.8, ,44, ,11, ,20, ,39.3, ,4.5, ,107.5, ,78.2, 
220,6/25/2022,176,0.31, ,0, ,741, ,6.0, ,99.5, ,71.9, ,85.7, ,25, ,10, ,14, ,31.7, ,4.4, ,105.1, ,79.7, 
220,6/26/2022,177,0.30, ,0, ,740, ,8.1, ,105.4, ,66.8, ,87.7, ,38, ,9, ,18, ,38.9, ,3.6, ,87.3, ,81.1,Y
220,6/27/2022,178,0.32, ,0, ,724, ,7.6, ,107.3, ,68.0, ,89.1, ,32, ,9, ,16, ,37.4, ,4.3, ,104.4, ,82.3,Y
220,6/28/2022,179,0.34, ,0, ,716, ,8.9, ,107.0, ,69.0, ,89.6, ,46, ,12, ,19, ,41.5, ,5.2, ,125.8, ,82.7,Y
220,6/29/2022,180,0.34, ,0, ,672, ,6.6, ,99.3, ,77.2,Y,87.1, ,28, ,6, ,15, ,33.9, ,6.6, ,157.4, ,82.0,Y
220,6/30/2022,181,0.35, ,0, ,732, ,9.4, ,96.5, ,75.7, ,86.9, ,42, ,16, ,22, ,42.9, ,7.0, ,169.2, ,81.2,Y
