198,6/1/2022,152,0.23, ,0, ,728, ,16.1, ,78.0, ,46.4, ,62.8, ,100, ,57, ,83, ,57.4, ,2.9, ,69.8, ,71.3, 
198,6/2/2022,153,0.20, ,0.01, ,657, ,18.3, ,76.1, ,49.4, ,62.3, ,100, ,73, ,95, ,60.9, ,3.0, ,72.7, ,71.9, 
198,6/3/2022,154,0.11, ,0, ,403, ,18.5, ,70.5, ,52.6, ,61.8, ,100, ,88, ,98, ,61.3, ,2.5, ,59.8, ,71.8, 
198,6/4/2022,155,0.14,R,0, ,500, ,17.7, ,72.7, ,49.0, ,61.2, ,100, ,81, ,96, ,60.0, ,2.4, ,57.1, ,71.2, 
198,6/5/2022,156,0.22, ,0, ,696, ,18.4, ,77.3, ,50.3, ,65.0, ,100, ,63, ,87, ,61.1, ,2.8, ,67.6, ,71.7, 
198,6/6/2022,157,0.20, ,0.02, ,646, ,21.2,R,76.3, ,55.5, ,66.2, ,100, ,83, ,--,R,--,I,2.7, ,64.3, ,73.2, 
198,6/7/2022,158,0.21, ,0, ,708, ,19.2,Y,75.9, ,52.2, ,64.0, ,100, ,80, ,94,Y,62.3,Y,2.8, ,67.5, ,73.8, 
198,6/8/2022,159,0.20, ,0, ,666, ,19.3,Y,77.3, ,51.8, ,64.7, ,100, ,70, ,92,Y,62.4,Y,2.7, ,65.0, ,73.8, 
198,6/9/2022,160,0.20, ,0, ,665, ,19.9,Y,78.0, ,52.9, ,64.5, ,100, ,80, ,96,Y,63.3,Y,2.9, ,70.1, ,74.0, 
198,6/10/2022,161,0.22, ,0, ,697, ,21.1,R,81.6, ,57.2, ,67.0, ,100, ,72, ,--,R,--,I,2.8, ,67.6, ,74.7, 
198,6/11/2022,162,0.21, ,0, ,707, ,21.3,R,78.5, ,58.5, ,66.9, ,100, ,72, ,--,R,--,I,3.0, ,70.9, ,75.9, 
198,6/12/2022,163,0.20, ,0, ,686, ,20.4,Y,75.2, ,57.8, ,64.7, ,100, ,87, ,98,Y,64.1,Y,3.1, ,75.1, ,75.9, 
198,6/13/2022,164,0.20, ,0, ,666, ,20.4,Y,77.3, ,53.8, ,66.6, ,100, ,73, ,91,Y,64.0,Y,2.9, ,70.2, ,75.7, 
198,6/14/2022,165,0.23, ,0, ,734, ,18.4, ,77.3, ,50.9, ,65.0, ,100, ,67, ,87, ,61.2, ,3.2, ,77.7, ,75.3, 
198,6/15/2022,166,0.23, ,0, ,733, ,19.7,Y,80.7, ,49.3, ,65.8, ,100, ,66, ,91,Y,63.1,Y,3.2, ,76.0, ,75.1, 
198,6/16/2022,167,0.20, ,0, ,669, ,21.0,R,76.3, ,57.9, ,65.6, ,100, ,85, ,--,R,--,I,3.6, ,86.1, ,75.4, 
198,6/17/2022,168,0.21, ,0.02, ,679, ,18.5, ,76.0, ,51.4, ,64.7, ,100, ,63, ,89, ,61.2, ,3.6, ,86.1, ,74.9, 
198,6/18/2022,169,0.23, ,0, ,742, ,14.8, ,73.9, ,47.7, ,61.9, ,100, ,51, ,79, ,55.1, ,3.1, ,74.8, ,73.9, 
198,6/19/2022,170,0.25, ,0, ,751,R,14.4, ,83.4, ,46.9, ,65.4, ,100, ,34, ,67, ,54.4, ,3.4, ,80.6, ,73.5, 
198,6/20/2022,171,0.27,R,0, ,761,R,13.6, ,89.7,Y,46.7, ,69.1, ,100, ,17, ,56, ,52.7, ,3.0, ,70.9, ,73.6, 
198,6/21/2022,172,0.24, ,0, ,741, ,17.4, ,82.8, ,50.7, ,66.7, ,100, ,48, ,78, ,59.5, ,2.9, ,69.1, ,74.1, 
198,6/22/2022,173,0.14, ,0.07, ,474, ,18.0, ,77.6, ,49.7, ,63.1, ,100, ,59, ,91, ,60.5, ,2.3, ,56.3, ,73.7, 
198,6/23/2022,174,0.22, ,0, ,711, ,19.4,Y,79.8, ,55.6, ,65.9, ,100, ,60, ,89,Y,62.6,Y,3.1, ,74.9, ,74.5, 
198,6/24/2022,175,0.23, ,0, ,749,R,17.7, ,78.5, ,50.9, ,64.6, ,100, ,54, ,85, ,60.1, ,3.0, ,71.5, ,74.3, 
198,6/25/2022,176,0.23, ,0, ,720, ,18.4, ,80.7, ,55.7, ,65.9, ,100, ,50, ,85, ,61.1, ,3.1, ,74.9, ,74.5, 
198,6/26/2022,177,0.23, ,0, ,743, ,18.5, ,79.5, ,53.3, ,65.5, ,100, ,61, ,86, ,61.3, ,3.0, ,71.7, ,74.5, 
198,6/27/2022,178,0.23, ,0, ,729, ,19.5,Y,81.5, ,51.8, ,67.3, ,100, ,63, ,85,Y,62.7,Y,2.8, ,67.3, ,74.8, 
198,6/28/2022,179,0.24, ,0, ,730, ,19.5,Y,83.8, ,56.6, ,69.7, ,100, ,52, ,79,Y,62.8,Y,3.2, ,76.7, ,75.3, 
198,6/29/2022,180,0.23, ,0, ,701, ,19.8,Y,80.6, ,53.9, ,66.8, ,100, ,62, ,88,Y,63.2,Y,3.2, ,76.8, ,75.5, 
198,6/30/2022,181,0.21, ,0, ,652, ,19.8,Y,78.5, ,54.0, ,65.9, ,100, ,70, ,91,Y,63.2,Y,3.5, ,85.0, ,75.3, 
