232,6/1/2022,152,--,N,0, ,716, ,12.2, ,73.0, ,45.1, ,58.6, ,96, ,48, ,72, ,49.8, ,3.4, ,82.0, ,67.6, 
232,6/2/2022,153,--,N,0, ,604, ,12.5, ,75.8, ,46.9, ,58.7, ,96, ,50, ,74, ,50.4, ,3.5, ,83.4, ,67.4, 
232,6/3/2022,154,--,N,0, ,610, ,14.1, ,69.8, ,49.6, ,59.0, ,99, ,60, ,83, ,53.7, ,4.5, ,108.2, ,67.6, 
232,6/4/2022,155,--,N,0.01, ,624, ,13.8, ,69.3, ,51.4, ,58.5, ,100, ,56, ,82, ,53.1, ,4.6, ,111.2, ,68.8, 
232,6/5/2022,156,--,N,0, ,687, ,16.1,Y,76.4, ,50.3, ,63.2, ,99, ,61, ,81,Y,57.4,Y,4.6, ,111.0, ,69.2, 
232,6/6/2022,157,--,N,0.01, ,649, ,15.2, ,71.9, ,52.2, ,60.9, ,100, ,57, ,83, ,55.7, ,5.4, ,130.7, ,70.5, 
232,6/7/2022,158,--,N,0, ,701, ,13.2, ,69.7, ,50.1, ,58.4, ,99, ,56, ,79, ,52.0, ,4.7, ,112.6, ,69.7, 
232,6/8/2022,159,--,N,0, ,708, ,13.5, ,75.7, ,48.0, ,61.1, ,95, ,45, ,74, ,52.5, ,5.4, ,129.6, ,69.4, 
232,6/9/2022,160,--,N,0, ,682, ,13.7, ,79.7, ,52.7, ,63.9, ,99, ,44, ,68, ,53.0, ,3.5, ,85.1, ,70.4, 
232,6/10/2022,161,--,N,0, ,704, ,14.8, ,90.2,R,54.3, ,68.2,Y,87, ,37, ,63,Y,55.0,Y,3.5, ,83.4, ,71.5, 
232,6/11/2022,162,--,N,0, ,656, ,15.8, ,85.2,Y,55.9, ,65.5, ,100, ,40, ,74, ,56.8, ,3.8, ,91.4, ,72.1, 
232,6/12/2022,163,--,N,0.00, ,672, ,16.6,Y,77.3, ,53.6, ,64.1, ,99, ,56, ,81,Y,58.2,Y,4.4, ,105.0, ,71.9, 
232,6/13/2022,164,--,N,0.00, ,714, ,13.3, ,72.2, ,50.1, ,60.9, ,100, ,48, ,73, ,52.2, ,6.3, ,152.4, ,72.2, 
232,6/14/2022,165,--,N,0, ,728, ,12.3, ,79.4, ,49.1, ,61.8, ,97, ,38, ,65, ,50.1, ,5.1, ,123.5, ,70.9, 
232,6/15/2022,166,--,N,0, ,725, ,12.5, ,84.7,Y,48.3, ,61.9, ,96, ,33, ,66, ,50.5, ,4.5, ,108.9, ,70.7, 
232,6/16/2022,167,--,N,0, ,720, ,12.7, ,72.8, ,49.2, ,59.5, ,92, ,52, ,73, ,50.8, ,4.6, ,111.4, ,70.5, 
232,6/17/2022,168,--,N,0, ,516, ,11.9, ,69.2, ,49.1, ,57.5, ,93, ,51, ,74, ,49.2, ,4.7, ,111.9, ,69.8, 
232,6/18/2022,169,--,N,0, ,723, ,11.9, ,70.7, ,45.8, ,58.3, ,95, ,47, ,71, ,49.0, ,5.2, ,125.0, ,69.2, 
232,6/19/2022,170,--,N,0, ,724, ,11.7, ,73.4, ,46.8, ,59.4, ,95, ,43, ,68, ,48.8, ,4.8, ,114.1, ,69.2, 
232,6/20/2022,171,--,N,0, ,718, ,12.7, ,76.3, ,49.6, ,61.7, ,97, ,46, ,67, ,50.8, ,4.0, ,97.0, ,70.0, 
232,6/21/2022,172,--,N,0, ,704, ,14.3, ,87.1,R,51.3, ,65.6, ,90, ,36, ,66, ,54.1, ,3.8, ,91.5, ,70.9, 
232,6/22/2022,173,--,N,0.00, ,690, ,14.4, ,76.2, ,52.4, ,61.4, ,99, ,51, ,78, ,54.4, ,3.4, ,82.8, ,71.6, 
232,6/23/2022,174,--,N,0, ,683, ,14.5, ,79.6, ,52.5, ,61.4, ,99, ,50, ,78, ,54.5, ,3.4, ,82.7, ,71.9, 
232,6/24/2022,175,--,N,0, ,684, ,14.8, ,76.5, ,53.0, ,62.0, ,100, ,51, ,78, ,55.1, ,3.5, ,83.1, ,72.4, 
232,6/25/2022,176,--,N,0, ,679, ,14.9, ,76.5, ,53.5, ,61.7, ,99, ,55, ,80, ,55.3, ,3.5, ,83.8, ,72.8, 
232,6/26/2022,177,--,N,0, ,649, ,15.1, ,72.6, ,54.4, ,60.6, ,100, ,61, ,84, ,55.6, ,3.8, ,90.2, ,72.8, 
232,6/27/2022,178,--,N,0, ,692, ,15.0, ,75.3, ,54.9, ,62.0, ,98, ,55, ,79, ,55.5, ,3.4, ,82.5, ,73.3, 
232,6/28/2022,179,--,N,0, ,675, ,14.9, ,77.5, ,54.4, ,63.4, ,100, ,49, ,75, ,55.2, ,3.0, ,72.3, ,73.7, 
232,6/29/2022,180,--,N,0, ,692, ,14.4, ,76.1, ,52.7, ,62.1, ,94, ,55, ,76, ,54.3, ,3.7, ,88.2, ,73.0, 
232,6/30/2022,181,--,N,0, ,619, ,14.0, ,71.1, ,53.5, ,59.9, ,96, ,55, ,79, ,53.5, ,3.9, ,92.9, ,72.9, 
