6,6/1/2022,152,0.27, ,0.01, ,680, ,10.4, ,91.5, ,53.2, ,72.4, ,75, ,17, ,38, ,45.5, ,3.7, ,87.6, ,65.9, 
6,6/2/2022,153,0.27, ,0, ,601, ,11.3, ,90.8, ,58.7, ,72.7, ,63, ,24, ,41, ,47.8, ,5.8, ,139.5, ,66.5, 
6,6/3/2022,154,0.23, ,0, ,528, ,13.4, ,83.8, ,56.7, ,69.6, ,74, ,40, ,54, ,52.4, ,7.2, ,172.6, ,66.0, 
6,6/4/2022,155,0.16, ,0.09, ,354, ,11.6, ,77.2, ,58.6, ,67.3, ,83, ,27, ,51, ,48.4, ,5.6, ,135.6, ,65.0, 
6,6/5/2022,156,0.18, ,0.13, ,517, ,18.2,Y,79.1, ,60.2, ,68.2, ,96, ,57, ,77,Y,60.8,Y,6.9, ,164.4, ,65.8, 
6,6/6/2022,157,0.25, ,0, ,703, ,14.3, ,87.2, ,55.0, ,71.2, ,93, ,25, ,55, ,54.2, ,4.1, ,97.6, ,67.3, 
6,6/7/2022,158,0.28, ,0, ,665, ,12.3, ,91.7, ,55.2, ,73.6, ,86, ,23, ,43, ,50.0, ,5.0, ,119.0, ,67.2, 
6,6/8/2022,159,0.26, ,0, ,619, ,12.8, ,90.2, ,59.4, ,73.7, ,68, ,31, ,45, ,51.1, ,4.4, ,106.1, ,67.7, 
6,6/9/2022,160,0.30, ,0, ,640, ,12.7, ,96.7, ,59.1, ,79.1, ,78, ,15, ,37, ,50.9, ,5.1, ,122.7, ,68.4, 
6,6/10/2022,161,0.32, ,0, ,688, ,13.7, ,100.4, ,64.4, ,83.7,Y,64, ,17, ,35,Y,52.9,Y,4.9, ,116.4, ,69.7, 
6,6/11/2022,162,0.31, ,0, ,676, ,15.7, ,97.5, ,62.8, ,81.1, ,71, ,24, ,43, ,56.7, ,6.1, ,145.4, ,70.6, 
6,6/12/2022,163,0.28, ,0, ,649, ,15.8, ,83.0, ,61.8, ,72.8, ,79, ,38, ,58, ,56.9, ,8.7, ,208.4, ,69.4, 
6,6/13/2022,164,0.33, ,0, ,722, ,7.0, ,83.4, ,56.3, ,70.3, ,62, ,11, ,28, ,35.5, ,8.5, ,205.1, ,66.8, 
6,6/14/2022,165,0.37, ,0, ,714, ,6.2,Y,89.2, ,62.1, ,75.4, ,33, ,8, ,21,Y,32.4,Y,9.6, ,230.3, ,66.5, 
6,6/15/2022,166,0.35, ,0, ,687, ,7.9, ,93.8, ,60.1, ,75.7, ,52, ,15, ,26, ,38.5, ,7.8, ,188.3, ,65.9, 
6,6/16/2022,167,0.31, ,0, ,713, ,9.4, ,86.8, ,56.9, ,69.7, ,62, ,20, ,38, ,42.9, ,7.8, ,187.6, ,66.2, 
6,6/17/2022,168,0.28, ,0, ,690, ,9.4, ,74.4, ,53.3, ,63.1, ,71, ,32, ,48, ,43.0, ,8.2, ,197.4, ,63.8, 
6,6/18/2022,169,0.25, ,0, ,696, ,10.3, ,77.2, ,48.7, ,63.7, ,87, ,32, ,51, ,45.4, ,4.8, ,114.5, ,64.4, 
6,6/19/2022,170,0.29, ,0, ,701, ,9.8, ,85.6, ,51.8, ,69.9, ,70, ,18, ,39, ,43.9, ,5.6, ,133.9, ,64.3, 
6,6/20/2022,171,0.35, ,0, ,695, ,8.4, ,91.5, ,56.4, ,75.9, ,63, ,11, ,28, ,40.2, ,7.1, ,169.8, ,64.7, 
6,6/21/2022,172,0.38, ,0, ,702, ,8.0, ,100.5, ,68.7,Y,84.8, ,32, ,8, ,20, ,38.7, ,7.4, ,177.1, ,65.8, 
6,6/22/2022,173,0.33, ,0, ,636, ,10.8, ,98.3, ,64.9, ,82.5, ,39, ,18, ,29, ,46.7, ,6.2, ,149.6, ,69.0, 
6,6/23/2022,174,0.34, ,0, ,660, ,11.6, ,99.2, ,66.6,Y,83.4, ,54, ,17, ,30, ,48.4, ,6.6, ,158.2, ,70.1, 
6,6/24/2022,175,0.31, ,0, ,705, ,12.4, ,98.8, ,57.7, ,78.0, ,71, ,11, ,38, ,50.3, ,4.3, ,102.5, ,70.2, 
6,6/25/2022,176,0.30, ,0, ,709, ,12.3, ,97.3, ,56.1, ,75.5, ,81, ,15, ,41, ,49.9, ,4.9, ,117.6, ,69.9, 
6,6/26/2022,177,0.30, ,0, ,714, ,12.6, ,98.5, ,54.6, ,75.8, ,80, ,13, ,41, ,50.6, ,4.3, ,103.9, ,70.2, 
6,6/27/2022,178,0.30, ,0, ,714, ,12.6, ,101.4, ,55.1, ,75.9, ,85, ,9, ,41, ,50.7, ,4.5, ,108.0, ,71.2, 
6,6/28/2022,179,0.32, ,0, ,701, ,12.0, ,97.1, ,58.4, ,76.5, ,72, ,18, ,39, ,49.4, ,6.0, ,143.9, ,71.4, 
6,6/29/2022,180,0.29, ,0, ,709, ,12.9, ,90.0, ,54.4, ,70.4, ,84, ,24, ,51, ,51.2, ,6.2, ,148.9, ,70.0, 
6,6/30/2022,181,0.26, ,0, ,698, ,13.6, ,84.5, ,53.4, ,67.3, ,88, ,36, ,59, ,52.7, ,5.6, ,133.5, ,69.2, 
