165,6/1/2022,152,0.26,R,0, ,742, ,14.1, ,89.8,Y,42.5, ,65.4, ,100, ,35, ,66, ,53.7, ,3.9, ,94.5, ,70.1, 
165,6/2/2022,153,0.23, ,0, ,657, ,16.0, ,--,S,48.6, ,65.5,H,98,H,46,H,75, ,57.2, ,3.8, ,90.7, ,70.9, 
165,6/3/2022,154,0.21, ,0, ,686, ,16.0, ,91.5,Y,47.2, ,61.4, ,100, ,59, ,86, ,57.2, ,4.4, ,105.1, ,70.8, 
165,6/4/2022,155,0.21,R,0, ,652, ,19.1,R,83.2, ,52.3, ,65.2,H,100,H,61,H,--,R,--,I,4.9, ,118.5, ,70.9, 
165,6/5/2022,156,0.24, ,0, ,728, ,18.7,Y,91.1,Y,49.2, ,65.6, ,100, ,64, ,87,Y,61.5,Y,5.2, ,124.6, ,67.2, 
165,6/6/2022,157,0.20, ,0, ,682, ,19.0,R,72.9, ,51.3, ,63.8, ,100, ,77, ,--,R,--,I,4.6, ,109.5, ,70.0, 
165,6/7/2022,158,0.22, ,0, ,778,R,14.6, ,69.3, ,46.4, ,57.4, ,100, ,70, ,91, ,54.7, ,3.9, ,94.7, ,69.0, 
165,6/8/2022,159,0.24, ,0, ,739, ,14.8, ,78.9, ,44.0, ,61.6, ,100, ,48, ,79, ,55.1, ,4.7, ,112.9, ,67.9, 
165,6/9/2022,160,0.23, ,0, ,692, ,15.7, ,81.6, ,53.2, ,67.3, ,100, ,38, ,69, ,56.8, ,3.2, ,77.8, ,68.2, 
165,6/10/2022,161,0.25, ,0, ,772,R,19.4,R,85.0, ,55.9, ,69.4,Y,99, ,58, ,--,R,--,I,3.3, ,79.4, ,70.9, 
165,6/11/2022,162,0.26, ,0, ,753,R,19.8,R,94.7,Y,55.1, ,71.3,Y,100,H,42,H,--,R,--,I,3.7, ,87.7, ,71.9, 
165,6/12/2022,163,0.25, ,0, ,730, ,20.3,R,88.5, ,55.2, ,69.4,Y,100, ,56, ,--,R,--,I,4.7, ,112.2, ,70.9, 
165,6/13/2022,164,0.23, ,0, ,694, ,18.1,Y,91.9,Y,54.3, ,67.0, ,100, ,50, ,80,Y,60.6,Y,5.7, ,137.7, ,70.7, 
165,6/14/2022,165,0.28, ,0, ,762,R,12.8, ,90.0,Y,42.2, ,65.5, ,100, ,20, ,60, ,51.1, ,4.6, ,111.5, ,69.3, 
165,6/15/2022,166,0.27,R,0, ,754,R,14.1, ,--,S,44.2, ,66.7, ,100, ,26, ,63, ,53.6, ,3.6, ,85.5, ,69.5, 
165,6/16/2022,167,0.25,R,0, ,752,R,21.9,R,--,S,46.9, ,69.8,Y,100,H,54,H,--,R,--,I,4.3, ,102.6, ,70.2, 
165,6/17/2022,168,0.18, ,0, ,542, ,23.9,R,--,S,46.9, ,70.3,Y,100,H,59,H,--,R,--,I,4.8, ,114.7, ,69.6, 
165,6/18/2022,169,0.24, ,0, ,755,R,14.5, ,--,S,40.6, ,60.9,H,100,H,47,H,80, ,54.5, ,4.6, ,111.1, ,68.1, 
165,6/19/2022,170,0.27, ,0, ,757,R,14.7, ,--,S,42.2, ,64.6, ,100, ,43, ,71, ,54.9, ,5.1, ,121.8, ,68.4, 
165,6/20/2022,171,0.26, ,0, ,747, ,16.7, ,--,S,42.4, ,68.7, ,100, ,41, ,70, ,58.4, ,3.9, ,92.6, ,69.0, 
165,6/21/2022,172,0.26,H,0, ,730, ,18.7,Y,--,S,56.8, ,76.7,R,100,H,30,H,--,R,--,I,4.3, ,104.4, ,70.3, 
165,6/22/2022,173,0.26,R,0, ,734, ,22.6,R,--,S,51.0, ,74.8,R,100,H,42,H,--,R,--,I,4.3, ,102.3, ,71.2, 
165,6/23/2022,174,0.25,R,0, ,740, ,25.0,R,--,S,59.6,Y,77.7,R,100,H,50,H,--,R,--,I,3.9, ,94.4, ,71.4, 
165,6/24/2022,175,0.26,R,0, ,716, ,23.2,R,--,S,55.3, ,74.6,R,100,H,52,H,--,R,--,I,4.0, ,94.8, ,71.6, 
165,6/25/2022,176,0.25, ,0, ,707, ,21.0,R,--,S,56.3, ,71.4,Y,100,H,52,H,--,R,--,I,4.0, ,96.9, ,71.9, 
165,6/26/2022,177,0.25, ,0, ,722, ,19.7,R,89.6,Y,57.0, ,69.5, ,100, ,53, ,--,R,--,I,4.0, ,96.6, ,72.0, 
165,6/27/2022,178,0.24,H,0, ,730, ,22.6,R,--,S,55.0, ,72.8,Y,100,H,47,H,--,R,--,I,3.8, ,92.0, ,72.0, 
165,6/28/2022,179,0.26,R,0, ,710, ,22.4,R,--,S,55.0, ,74.7,R,100,H,44,H,--,R,--,I,3.7, ,89.3, ,72.0, 
165,6/29/2022,180,0.24,H,0, ,712, ,19.6,R,--,S,53.2, ,70.1,Y,100,H,53,H,--,R,--,I,4.4, ,105.0, ,72.0, 
165,6/30/2022,181,0.23,R,0, ,683, ,19.3,R,--,S,53.7, ,66.7, ,100, ,56, ,--,R,--,I,4.3, ,102.2, ,71.6, 
