241,6/1/2022,152,0.22, ,0, ,747,R,16.1, ,69.2, ,54.0, ,61.8, ,97, ,74, ,86, ,57.4, ,4.8, ,115.5, ,67.9, 
241,6/2/2022,153,0.19, ,0, ,646, ,16.3, ,68.5, ,54.2, ,60.7, ,99, ,78, ,90, ,57.7, ,4.5, ,108.7, ,68.3, 
241,6/3/2022,154,0.16, ,0, ,555, ,15.9, ,68.7, ,57.8, ,61.7, ,94, ,73, ,84, ,57.0, ,4.4, ,104.4, ,68.7, 
241,6/4/2022,155,0.15, ,0, ,502, ,16.2, ,69.1, ,60.3, ,63.1, ,94, ,73, ,82, ,57.5, ,4.8, ,115.5, ,68.9, 
241,6/5/2022,156,0.21, ,0, ,686, ,16.9, ,69.5, ,58.7, ,64.0, ,95, ,70, ,83, ,58.8, ,4.5, ,108.2, ,69.7, 
241,6/6/2022,157,0.22, ,0, ,748,R,17.7, ,70.5, ,56.3, ,63.9, ,96, ,77, ,87, ,60.0, ,5.1, ,121.5, ,69.9, 
241,6/7/2022,158,0.20, ,0, ,669, ,18.4, ,70.0, ,60.8, ,64.1, ,97, ,80, ,90, ,61.1, ,4.5, ,107.4, ,71.0, 
241,6/8/2022,159,0.20, ,0, ,672, ,17.9, ,69.5, ,60.6, ,63.8, ,94, ,79, ,89, ,60.3, ,4.8, ,114.0, ,71.4, 
241,6/9/2022,160,0.19, ,0, ,651, ,18.2, ,69.2, ,60.0, ,63.6, ,96, ,81, ,91, ,60.8, ,4.3, ,103.2, ,71.5, 
241,6/10/2022,161,0.19, ,0, ,649, ,18.4, ,71.2, ,58.5, ,63.6, ,99, ,77, ,91, ,61.1, ,4.3, ,103.4, ,71.6, 
241,6/11/2022,162,0.22, ,0, ,743, ,18.3, ,72.4, ,58.8, ,64.7, ,99, ,75, ,88, ,61.0, ,4.4, ,106.3, ,72.1, 
241,6/12/2022,163,0.22, ,0, ,742, ,17.8, ,71.3, ,59.4, ,64.0, ,99, ,73, ,87, ,60.2, ,5.1, ,121.5, ,72.2, 
241,6/13/2022,164,0.15, ,0, ,529, ,17.6, ,71.0, ,60.9, ,65.1, ,97, ,74, ,83, ,59.9, ,4.5, ,109.1, ,71.9, 
241,6/14/2022,165,0.21, ,0, ,684, ,17.1, ,70.2, ,57.4, ,65.0, ,97, ,74, ,81, ,59.1, ,5.0, ,119.6, ,72.2, 
241,6/15/2022,166,0.20, ,0, ,680, ,17.6, ,69.4, ,56.5, ,63.7, ,98, ,78, ,87, ,59.8, ,4.7, ,112.7, ,71.9, 
241,6/16/2022,167,0.18, ,0, ,601, ,18.0, ,71.0, ,59.8, ,64.1, ,95, ,78, ,88, ,60.5, ,4.3, ,103.9, ,72.3, 
241,6/17/2022,168,0.22, ,0, ,730, ,16.0, ,70.0, ,58.7, ,64.7, ,84, ,70, ,77, ,57.3, ,5.3,Y,127.5,Y,72.4, 
241,6/18/2022,169,0.24, ,0, ,780,R,14.3, ,72.7, ,52.4, ,62.1, ,94, ,52, ,75, ,54.1, ,5.1,Y,121.3,Y,71.6, 
241,6/19/2022,170,0.25, ,0, ,783,R,13.5, ,74.1, ,49.2,Y,62.6, ,95, ,42, ,70, ,52.6, ,5.6,R,133.8,R,70.5, 
241,6/20/2022,171,0.27, ,0.00, ,799,R,15.2, ,77.4, ,52.9, ,66.4, ,96, ,53, ,69, ,55.8, ,5.1,Y,123.0,Y,70.3, 
241,6/21/2022,172,0.25, ,0.01, ,783,R,17.8, ,75.1, ,54.5, ,65.9, ,99, ,53, ,82, ,60.1, ,5.0,Y,120.5,Y,71.1, 
241,6/22/2022,173,0.21, ,0.03, ,633, ,18.8, ,76.7, ,60.2, ,67.7, ,95, ,61, ,81, ,61.7, ,4.5, ,108.4, ,71.9, 
241,6/23/2022,174,0.26, ,0.00, ,760,R,17.3, ,81.0, ,59.4, ,68.6, ,97, ,38, ,73, ,59.5, ,5.0,Y,119.4,Y,72.3, 
241,6/24/2022,175,0.26, ,0, ,792,R,16.9, ,82.4, ,53.5, ,66.9, ,99, ,44, ,75, ,58.7, ,5.0,Y,120.7,Y,72.1, 
241,6/25/2022,176,0.24, ,0.01, ,800,R,17.0, ,74.4, ,53.4, ,63.6, ,99, ,64, ,85, ,58.9, ,4.5, ,107.6, ,72.2, 
241,6/26/2022,177,0.24, ,0.01,H,784,R,17.2, ,74.5, ,51.1, ,63.6, ,100, ,65, ,86, ,59.2, ,4.3, ,102.3, ,71.7, 
241,6/27/2022,178,0.23, ,0.02,H,752,R,18.9, ,74.8, ,59.4, ,66.6, ,100, ,68, ,85, ,61.9, ,4.4, ,104.5, ,72.5, 
241,6/28/2022,179,0.25, ,0.00, ,759,R,18.7, ,80.3, ,58.5, ,68.9, ,97, ,42, ,77, ,61.5, ,4.4, ,105.6, ,72.7, 
241,6/29/2022,180,0.23, ,0, ,739, ,20.3, ,76.3, ,62.0, ,68.8, ,97, ,73, ,84, ,63.9, ,4.8, ,114.2, ,73.6, 
241,6/30/2022,181,0.23, ,0, ,720, ,19.9, ,75.8, ,61.1, ,67.9, ,99, ,70, ,85, ,63.3, ,4.2, ,102.0, ,73.8, 
