257,6/1/2022,152,0.29, ,0, ,812,R,3.3,Y,92.3, ,55.9, ,77.0, ,21, ,5, ,11,Y,17.6,Y,4.7, ,112.4, ,--,S
257,6/2/2022,153,0.32, ,0, ,787,R,4.9,Y,96.4, ,60.3, ,81.1, ,30, ,7, ,14,Y,26.6,Y,5.5, ,131.5, ,--,S
257,6/3/2022,154,0.36, ,0, ,774,R,6.1, ,95.5, ,65.0, ,82.4, ,29, ,8, ,16, ,31.9, ,6.4, ,154.2, ,--,S
257,6/4/2022,155,0.35, ,0, ,738, ,8.2, ,95.2, ,67.7, ,81.8, ,30, ,15, ,22, ,39.4, ,7.2, ,172.3, ,--,S
257,6/5/2022,156,0.37, ,0, ,761,R,8.7, ,96.6, ,68.0, ,83.2, ,34, ,13, ,22, ,40.8, ,7.2, ,173.0, ,--,S
257,6/6/2022,157,0.33, ,0, ,789,R,8.7, ,99.6, ,68.9, ,85.0, ,40, ,10, ,21, ,40.8, ,5.6, ,133.4, ,--,S
257,6/7/2022,158,0.33, ,0, ,786,R,8.4, ,103.1, ,64.1, ,85.7, ,51, ,8, ,20, ,40.0, ,5.2, ,125.5, ,--,S
257,6/8/2022,159,0.35, ,0, ,799,R,6.8, ,102.3, ,65.0, ,86.4, ,36, ,8, ,16, ,34.5, ,5.9, ,141.4, ,--,S
257,6/9/2022,160,0.30, ,0, ,709, ,7.0, ,102.3, ,64.9, ,86.5, ,35, ,6, ,16, ,35.5, ,5.0, ,119.7, ,--,S
257,6/10/2022,161,0.36, ,0, ,788,R,7.9, ,105.5, ,68.5, ,90.6, ,37, ,8, ,16, ,38.5, ,5.9, ,142.6, ,--,S
257,6/11/2022,162,0.41, ,0, ,800,R,7.8, ,105.2, ,78.8, ,92.5, ,28, ,7, ,15, ,38.3, ,8.4, ,202.6, ,--,S
257,6/12/2022,163,0.43, ,0, ,816,R,7.7, ,100.1, ,70.3, ,87.9, ,37, ,6, ,17, ,37.9, ,10.9, ,261.5, ,--,S
257,6/13/2022,164,0.36, ,0, ,806,R,8.6, ,94.8, ,71.2, ,82.1, ,40, ,13, ,23, ,40.5, ,8.6, ,205.3, ,--,S
257,6/14/2022,165,0.30, ,0, ,807,R,4.9, ,94.6, ,58.7, ,79.2, ,42, ,6, ,14, ,26.4, ,5.0, ,119.2, ,--,S
257,6/15/2022,166,0.30, ,0, ,813,R,4.5,Y,101.3, ,59.0, ,83.7, ,36, ,4, ,11,Y,24.4,Y,4.0, ,96.6, ,--,S
257,6/16/2022,167,0.37, ,0.01, ,817,R,4.5,Y,103.6, ,66.3, ,89.0, ,23, ,4, ,10,Y,24.7,Y,6.8, ,163.5, ,--,S
257,6/17/2022,168,0.36, ,0, ,673, ,4.0,Y,89.1, ,63.7, ,77.0, ,26, ,4, ,13,Y,21.7,Y,10.6, ,254.6, ,--,S
257,6/18/2022,169,0.37, ,0, ,834,R,3.9,Y,82.9,Y,59.9, ,70.5, ,29, ,7, ,15,Y,21.4,Y,10.7, ,257.0, ,--,S
257,6/19/2022,170,0.28, ,0, ,820,R,4.2,Y,86.3, ,55.6, ,72.4, ,28, ,7, ,16,Y,23.2,Y,4.8, ,114.8, ,--,S
257,6/20/2022,171,0.29, ,0, ,824,R,3.8,Y,92.3, ,54.1, ,76.6, ,36, ,6, ,12,Y,20.7,Y,4.1, ,98.0, ,--,S
257,6/21/2022,172,0.35, ,0, ,820,R,3.5,Y,100.3, ,56.8, ,82.5, ,24, ,3, ,9,Y,18.5,Y,5.9, ,141.4, ,--,S
257,6/22/2022,173,0.24,R,0.09, ,247, ,13.2, ,85.0,Y,64.0, ,74.3,H,87,H,14,H,46, ,51.9, ,5.5, ,131.4, ,--,S
257,6/23/2022,174,0.27, ,0, ,714, ,13.4, ,95.2, ,58.5, ,78.5, ,92, ,19, ,40, ,52.4, ,4.1, ,99.3, ,--,S
257,6/24/2022,175,0.31, ,0, ,799,R,8.3, ,99.6, ,60.8, ,85.2, ,57, ,8, ,20, ,39.7, ,4.2, ,100.9, ,--,S
257,6/25/2022,176,0.31, ,0, ,804,R,7.4, ,103.3, ,67.3, ,88.2, ,43, ,5, ,16, ,36.9, ,3.8, ,91.8, ,--,S
257,6/26/2022,177,0.32, ,0, ,811,R,6.1, ,104.9, ,69.1, ,89.8, ,32, ,4, ,13, ,32.0, ,4.2, ,100.5, ,--,S
257,6/27/2022,178,0.32, ,0, ,796,R,6.5, ,105.9, ,67.8, ,91.6, ,31, ,8, ,13, ,33.6, ,4.2, ,101.6, ,--,S
257,6/28/2022,179,0.36, ,0, ,779,R,7.7, ,107.5, ,73.0, ,93.5, ,33, ,10, ,14, ,37.7, ,5.4, ,130.5, ,--,S
257,6/29/2022,180,0.42, ,0, ,797,R,6.3, ,103.9, ,78.1, ,92.5, ,22, ,9, ,12, ,32.8, ,9.1, ,218.8, ,--,S
257,6/30/2022,181,0.43, ,0, ,807,R,4.7, ,101.1, ,82.1, ,90.6, ,17, ,4, ,10, ,25.6, ,10.4, ,249.5, ,--,S
