213,6/1/2022,152,0.20, ,0, ,718, ,12.4, ,64.6, ,49.0, ,55.8, ,100, ,64, ,81, ,50.2, ,5.9, ,142.6, ,65.5, 
213,6/2/2022,153,0.16, ,0, ,600, ,12.5, ,61.4, ,49.6, ,54.2, ,100, ,71, ,87, ,50.5, ,7.6, ,181.5, ,64.9, 
213,6/3/2022,154,0.11, ,0.01, ,425, ,14.6, ,63.4, ,50.7, ,55.9, ,100, ,84, ,96, ,54.7, ,6.2, ,148.1, ,64.3, 
213,6/4/2022,155,0.11, ,0, ,355, ,12.7, ,64.4, ,52.1, ,58.2, ,100, ,48, ,76, ,50.8, ,5.0, ,120.3, ,64.5, 
213,6/5/2022,156,0.06, ,0.30, ,262, ,18.1,R,66.1, ,57.3,Y,61.3, ,100, ,90, ,--,R,--,I,4.7, ,112.7, ,64.9, 
213,6/6/2022,157,0.21, ,0, ,722, ,13.9, ,69.8, ,53.0, ,60.1, ,100, ,61, ,79, ,53.4, ,4.7, ,113.1, ,66.2, 
213,6/7/2022,158,0.19, ,0, ,678, ,13.0, ,64.6, ,51.3, ,56.5, ,100, ,65, ,83, ,51.6, ,6.3, ,152.0, ,66.4, 
213,6/8/2022,159,0.20, ,0.01, ,679, ,13.0, ,65.9, ,51.2, ,57.9, ,98, ,65, ,79, ,51.6, ,6.7, ,161.7, ,65.9, 
213,6/9/2022,160,0.22, ,0, ,679, ,13.0, ,78.4, ,52.6, ,65.0, ,100, ,37, ,62, ,51.6, ,4.6, ,110.6, ,66.5, 
213,6/10/2022,161,0.26,R,0, ,726, ,15.4, ,83.6, ,57.7,Y,72.9,Y,76,H,43,H,56,Y,56.1,Y,4.2, ,100.1, ,68.4, 
213,6/11/2022,162,0.23, ,0, ,701, ,16.9,Y,75.3, ,57.7,Y,66.8,H,98,H,60,H,75,Y,58.7,Y,5.0, ,119.9, ,69.4, 
213,6/12/2022,163,0.07, ,0, ,288, ,15.3, ,66.4, ,52.6, ,58.7, ,100, ,61, ,90, ,55.9, ,5.5, ,130.9, ,68.4, 
213,6/13/2022,164,0.23, ,0, ,740, ,10.7, ,74.0, ,51.1, ,61.9, ,97, ,34, ,57, ,46.3, ,4.1, ,98.9, ,67.3, 
213,6/14/2022,165,0.24, ,0, ,730, ,11.7, ,72.1, ,53.4, ,64.0, ,79, ,43, ,57, ,48.6, ,4.1, ,97.7, ,68.1, 
213,6/15/2022,166,0.21, ,0, ,697, ,12.7, ,66.9, ,53.0, ,59.3, ,94, ,61, ,74, ,50.8, ,5.3, ,126.9, ,68.2, 
213,6/16/2022,167,0.22, ,0.01,R,686, ,11.7, ,69.1, ,50.8, ,58.2, ,97, ,49, ,71, ,48.7, ,7.0, ,168.7, ,67.4, 
213,6/17/2022,168,0.19, ,0.01,H,661, ,11.9, ,60.5, ,50.5, ,55.4, ,94, ,71, ,80, ,49.2, ,7.1, ,170.0, ,66.6, 
213,6/18/2022,169,0.22, ,0.03, ,717, ,10.6,Y,68.4, ,48.9, ,57.9, ,93, ,39, ,65,Y,46.1,Y,4.6, ,109.8, ,66.3, 
213,6/19/2022,170,0.22, ,0, ,716, ,12.3, ,71.7, ,51.2, ,61.3, ,93, ,45, ,67, ,50.1, ,4.7, ,113.4, ,66.8, 
213,6/20/2022,171,0.23, ,0.04, ,703, ,12.3, ,79.3, ,50.8, ,66.7,H,100,H,33,H,55, ,50.0, ,4.0, ,97.0, ,67.6, 
213,6/21/2022,172,0.21,R,0.04, ,731, ,9.4,R,--,S,--,S,--,S,62,H,36,H,--,Q,--,Q,3.8, ,91.6, ,69.5, 
213,6/22/2022,173,0.21, ,0.01, ,621, ,12.9, ,82.6,Y,56.5,Y,63.9,H,90,H,49,H,64, ,51.4, ,6.4, ,154.1, ,69.8, 
213,6/23/2022,174,0.22, ,0.02, ,696, ,14.1, ,69.9, ,52.3, ,60.2, ,100, ,61, ,79, ,53.7, ,5.7, ,136.8, ,68.6, 
213,6/24/2022,175,0.19, ,0.02, ,699, ,13.6, ,63.9, ,51.2, ,56.3, ,100, ,75, ,88, ,52.8, ,6.2, ,149.4, ,67.8, 
213,6/25/2022,176,0.19, ,0.00, ,672, ,14.0, ,63.2, ,52.1, ,56.0, ,100, ,73, ,91, ,53.5, ,6.6, ,159.2, ,67.4, 
213,6/26/2022,177,0.17, ,0.01, ,617, ,14.4, ,65.3, ,52.6, ,56.4, ,100, ,74, ,93, ,54.4, ,6.9, ,164.9, ,67.3, 
213,6/27/2022,178,0.19, ,0, ,660, ,14.4, ,66.5, ,52.5, ,57.4, ,100, ,72, ,89, ,54.2, ,6.4, ,154.5, ,67.3, 
213,6/28/2022,179,0.22, ,0.01, ,711, ,13.7, ,73.3, ,51.9, ,60.0, ,100, ,51, ,78, ,53.0, ,6.3, ,150.3, ,67.4, 
213,6/29/2022,180,0.15, ,0.01, ,547, ,13.6, ,60.6, ,52.1, ,54.5, ,100, ,79, ,94, ,52.7, ,8.4, ,200.7, ,66.9, 
213,6/30/2022,181,0.15, ,0, ,577, ,12.9, ,59.4, ,50.6, ,53.8, ,100, ,76, ,91, ,51.3, ,8.8, ,210.5, ,65.7, 
