139,6/1/2022,152,--,N,0.01,H,726, ,8.8, ,92.9, ,50.9, ,76.3, ,82, ,16, ,28, ,41.3, ,3.7, ,88.8, ,66.4, 
139,6/2/2022,153,--,N,0, ,620, ,8.1, ,90.9, ,64.4, ,78.5, ,39, ,19, ,24, ,39.2, ,4.9, ,118.0, ,67.4, 
139,6/3/2022,154,--,N,0, ,558, ,11.5, ,83.2, ,64.4, ,72.9, ,52, ,33, ,41, ,48.1, ,5.4, ,128.7, ,67.8, 
139,6/4/2022,155,--,N,0.00, ,347, ,10.1, ,76.3, ,60.9, ,68.1, ,82, ,23, ,43, ,44.7, ,3.7, ,88.7, ,67.5, 
139,6/5/2022,156,--,N,0.14, ,546, ,18.7,Y,79.4, ,59.6, ,68.3, ,100, ,55, ,79,Y,61.6,Y,4.7, ,113.6, ,67.3, 
139,6/6/2022,157,--,N,0, ,740, ,13.6, ,87.3, ,57.4, ,73.1, ,94, ,26, ,49, ,52.7, ,3.6, ,87.4, ,67.9, 
139,6/7/2022,158,--,N,0, ,693, ,11.4, ,92.6, ,57.3, ,77.8, ,81, ,19, ,35, ,48.0, ,4.4, ,104.8, ,68.7, 
139,6/8/2022,159,--,N,0.02,H,642, ,11.4, ,90.8, ,66.8, ,79.0, ,51, ,21, ,34, ,47.9, ,5.2, ,125.3, ,69.2, 
139,6/9/2022,160,--,N,0.08, ,671, ,12.2, ,97.9, ,59.5, ,81.1, ,99, ,13, ,34, ,49.9, ,3.7, ,88.7, ,69.8, 
139,6/10/2022,161,--,N,0.00, ,718, ,12.2, ,100.3, ,73.0,Y,87.3,Y,40, ,15, ,28,Y,49.7,Y,5.4, ,129.1, ,70.7, 
139,6/11/2022,162,--,N,0, ,672, ,14.0, ,96.4, ,69.2,Y,84.7, ,57, ,23, ,34, ,53.6, ,5.4, ,130.6, ,71.2, 
139,6/12/2022,163,--,N,0.03, ,692, ,15.0, ,79.8, ,63.7, ,73.8, ,90, ,35, ,53, ,55.4, ,6.4, ,154.5, ,71.7, 
139,6/13/2022,164,--,N,0.01, ,754,R,6.6, ,82.4, ,55.5, ,71.1, ,74, ,10, ,25, ,33.9, ,4.8, ,115.2, ,70.1, 
139,6/14/2022,165,--,N,0, ,747, ,5.8,Y,88.9, ,67.5, ,76.7, ,35, ,6, ,18,Y,30.5,Y,4.9, ,116.5, ,69.8, 
139,6/15/2022,166,--,N,0, ,740, ,8.4, ,94.8, ,57.4, ,77.2, ,63, ,14, ,26, ,40.2, ,4.0, ,97.0, ,70.1, 
139,6/16/2022,167,--,N,0, ,760,R,7.3, ,85.3, ,58.7, ,72.5, ,52, ,13, ,27, ,36.6, ,5.2, ,126.0, ,69.9, 
139,6/17/2022,168,--,N,0.00, ,689, ,8.9, ,72.4,Y,54.4, ,62.7, ,62, ,33, ,46, ,41.6, ,5.3, ,126.3, ,69.1, 
139,6/18/2022,169,--,N,0.10,H,618, ,9.8, ,75.9, ,49.8, ,64.8, ,96, ,32, ,47, ,44.1, ,4.2, ,101.6, ,67.2, 
139,6/19/2022,170,--,N,0, ,739, ,9.1, ,85.7, ,52.6, ,72.5, ,72, ,17, ,33, ,42.0, ,4.7, ,112.7, ,67.2, 
139,6/20/2022,171,--,N,0.04, ,725, ,7.9, ,90.9, ,56.0, ,76.9, ,82, ,10, ,25, ,38.3, ,4.7, ,113.9, ,68.0, 
139,6/21/2022,172,--,N,0, ,744, ,6.6,Y,100.5, ,65.9, ,85.0, ,37, ,6, ,16,Y,34.0,Y,4.6, ,110.5, ,69.0, 
139,6/22/2022,173,--,N,0, ,684, ,9.1, ,98.1, ,61.5, ,83.0, ,50, ,12, ,24, ,42.1, ,3.8, ,92.1, ,70.1, 
139,6/23/2022,174,--,N,0, ,689, ,10.4, ,97.2, ,63.1, ,82.8, ,59, ,16, ,27, ,45.7, ,3.9, ,93.6, ,71.0, 
139,6/24/2022,175,--,N,0, ,744, ,11.2, ,99.6, ,56.1, ,80.0, ,86, ,10, ,32, ,47.5, ,3.5, ,83.5, ,71.5, 
139,6/25/2022,176,--,N,0.06, ,748, ,11.9, ,99.0, ,54.7, ,76.7, ,100, ,11, ,38, ,49.0, ,3.0, ,71.2, ,71.5, 
139,6/26/2022,177,--,N,0, ,755,R,10.5, ,100.8, ,52.4, ,78.0, ,87, ,9, ,32, ,45.8, ,3.2, ,75.9, ,71.7, 
139,6/27/2022,178,--,N,0.03, ,755,R,10.5, ,101.0, ,52.3, ,79.5, ,100, ,8, ,31, ,45.8, ,3.6, ,85.6, ,71.6, 
139,6/28/2022,179,--,N,0, ,746, ,6.8,Y,100.7, ,61.6, ,84.4, ,48, ,7, ,17,Y,34.8,Y,5.1, ,121.3, ,71.5, 
139,6/29/2022,180,--,N,0, ,751,R,11.0, ,92.2, ,54.0, ,73.4, ,79, ,18, ,39, ,47.0, ,3.4, ,81.7, ,71.9, 
139,6/30/2022,181,--,N,0.04, ,736, ,13.2, ,88.4, ,51.2, ,70.3, ,100, ,29, ,52, ,52.0, ,3.1, ,74.2, ,71.5, 
