219,6/1/2022,152,0.26, ,0, ,717, ,11.8, ,95.4, ,53.8, ,73.5, ,87, ,16, ,42, ,49.0, ,2.5, ,59.2, ,73.2, 
219,6/2/2022,153,0.24, ,0, ,674, ,14.6, ,90.1, ,55.7, ,71.0, ,95, ,27, ,56, ,54.6, ,3.0, ,71.4, ,73.9, 
219,6/3/2022,154,0.18, ,0, ,545, ,15.7, ,81.6, ,59.3, ,66.5, ,92, ,46, ,71, ,56.7, ,3.1, ,75.2, ,74.2, 
219,6/4/2022,155,0.16, ,0, ,475, ,15.2, ,78.4, ,59.1, ,65.8, ,89, ,48, ,70, ,55.8, ,3.1, ,75.2, ,74.1, 
219,6/5/2022,156,0.24, ,0, ,690, ,15.2, ,87.8, ,56.1, ,70.4, ,96, ,31, ,60, ,55.8, ,2.8, ,67.6, ,74.1, 
219,6/6/2022,157,0.23, ,0.01, ,649, ,17.1, ,88.5, ,60.1, ,72.6, ,96, ,39, ,63, ,59.1, ,3.0, ,71.9, ,74.8, 
219,6/7/2022,158,0.25, ,0, ,698, ,16.5, ,91.1, ,58.0, ,73.5, ,97, ,35, ,58, ,58.0, ,2.6, ,62.6, ,75.4, 
219,6/8/2022,159,0.25, ,0, ,689, ,16.0, ,95.1, ,59.9, ,74.6, ,98, ,22, ,55, ,57.2, ,2.9, ,68.6, ,75.9, 
219,6/9/2022,160,0.26, ,0, ,722, ,16.6, ,99.0, ,61.8, ,76.9, ,94, ,22, ,53, ,58.2, ,3.0, ,71.9, ,76.5, 
219,6/10/2022,161,0.28, ,0.00, ,699, ,16.1, ,99.5, ,61.2, ,79.7,Y,93, ,25, ,46,Y,57.3,Y,2.7, ,64.8, ,77.2, 
219,6/11/2022,162,0.28, ,0, ,704, ,14.6, ,99.3, ,62.0, ,79.2, ,85, ,23, ,43, ,54.6, ,2.8, ,66.6, ,77.7, 
219,6/12/2022,163,0.27, ,0, ,718, ,14.0, ,91.0, ,60.7, ,75.3, ,77, ,26, ,47, ,53.5, ,3.1, ,73.2, ,77.9, 
219,6/13/2022,164,0.23, ,0, ,663, ,16.2, ,84.2, ,62.2, ,71.0, ,88, ,42, ,63, ,57.6, ,3.1, ,75.4, ,77.9, 
219,6/14/2022,165,0.25, ,0, ,711, ,15.1, ,87.9, ,56.2, ,71.8, ,94, ,35, ,57, ,55.6, ,2.7, ,65.1, ,77.6, 
219,6/15/2022,166,0.26, ,0, ,709, ,15.6, ,99.5, ,57.8, ,75.3, ,88, ,20, ,52, ,56.6, ,2.8, ,68.2, ,77.7, 
219,6/16/2022,167,0.25, ,0, ,709, ,17.5, ,92.6, ,61.2, ,73.8, ,95, ,31, ,62, ,59.8, ,3.3, ,78.3, ,78.1, 
219,6/17/2022,168,0.20, ,0, ,575, ,14.3, ,79.8, ,56.2, ,66.9, ,94, ,36, ,64, ,54.2, ,3.2, ,77.8, ,78.2, 
219,6/18/2022,169,0.21, ,0, ,628, ,11.7, ,77.8, ,52.1, ,65.0, ,93, ,34, ,56, ,48.7, ,2.7, ,64.1, ,77.3, 
219,6/19/2022,170,0.27, ,0, ,731, ,9.9, ,85.5, ,53.6, ,70.7, ,85, ,19, ,39, ,44.4, ,3.0, ,71.1, ,76.7, 
219,6/20/2022,171,0.30, ,0.00, ,742, ,6.5,R,98.5, ,56.8, ,79.9, ,56, ,6, ,--,R,--,I,3.3, ,78.1, ,76.8, 
219,6/21/2022,172,0.29, ,0, ,730, ,8.8,Y,91.9, ,59.4, ,76.2, ,66, ,6, ,29,Y,41.2,Y,3.0, ,71.8, ,77.3, 
219,6/22/2022,173,0.23, ,0.01, ,548, ,11.9, ,97.0, ,62.5, ,79.8, ,54, ,18, ,34, ,49.1, ,2.5, ,59.2, ,77.5, 
219,6/23/2022,174,0.29, ,0.00, ,707, ,11.1, ,98.1, ,65.0, ,80.1, ,61, ,12, ,32, ,47.3, ,2.9, ,68.5, ,78.1, 
219,6/24/2022,175,0.29, ,0.00, ,739, ,8.5,Y,99.4, ,59.2, ,78.9, ,69, ,10, ,25,Y,40.3,Y,2.6, ,63.4, ,78.3, 
219,6/25/2022,176,0.29, ,0, ,730, ,10.3, ,99.0, ,58.7, ,78.9, ,65, ,13, ,30, ,45.3, ,2.7, ,64.3, ,78.3, 
219,6/26/2022,177,0.29, ,0, ,731, ,10.4, ,102.8, ,60.9, ,80.9, ,64, ,13, ,29, ,45.7, ,2.6, ,62.0, ,78.7, 
219,6/27/2022,178,0.30, ,0, ,709, ,10.6, ,104.0, ,62.9, ,83.6, ,60, ,5, ,27, ,46.0, ,2.7, ,65.6, ,79.1, 
219,6/28/2022,179,0.30, ,0.00, ,708, ,10.1,Y,102.1, ,65.1, ,83.5, ,51, ,11, ,26,Y,44.7,Y,2.9, ,69.4, ,79.6, 
219,6/29/2022,180,0.28, ,0, ,692, ,12.4, ,97.4, ,63.9, ,80.3, ,67, ,15, ,35, ,50.2, ,2.8, ,68.1, ,79.9, 
219,6/30/2022,181,0.27, ,0, ,688, ,14.1, ,95.9, ,64.3, ,77.3, ,81, ,21, ,44, ,53.7, ,2.8, ,67.6, ,80.1, 
