52,6/1/2022,152,0.27, ,0, ,694, ,9.5, ,85.3, ,53.9, ,70.1, ,79, ,22, ,38, ,43.3, ,4.8, ,114.1, ,66.0, 
52,6/2/2022,153,0.21, ,0, ,607, ,11.5, ,81.2, ,51.9, ,63.9, ,85, ,25, ,57, ,48.2, ,3.2, ,77.5, ,66.7, 
52,6/3/2022,154,0.20, ,0, ,643, ,13.1, ,74.3, ,49.5, ,59.4, ,96, ,51, ,76, ,51.8, ,3.3, ,78.1, ,66.6, 
52,6/4/2022,155,0.20, ,0, ,645, ,13.0, ,69.8, ,52.1, ,58.7, ,97, ,52, ,77, ,51.5, ,3.5, ,85.2, ,67.0, 
52,6/5/2022,156,0.21, ,0, ,668, ,15.3, ,74.4, ,51.7, ,63.1, ,93, ,63, ,78, ,56.0, ,3.6, ,86.4, ,67.0, 
52,6/6/2022,157,0.21, ,0, ,665, ,15.0, ,77.5, ,52.1, ,62.3, ,98, ,59, ,78, ,55.4, ,3.9, ,93.8, ,68.0, 
52,6/7/2022,158,0.22, ,0, ,696, ,12.4, ,78.6, ,49.9, ,60.2, ,95, ,40, ,70, ,50.3, ,3.7, ,87.7, ,67.9, 
52,6/8/2022,159,0.25, ,0, ,666, ,11.5, ,83.7, ,53.0, ,66.5, ,88, ,22, ,52, ,48.2, ,5.0, ,121.2, ,67.6, 
52,6/9/2022,160,0.23, ,0, ,624, ,12.4, ,84.3, ,53.7, ,71.7,H,90,H,30,H,47, ,50.3, ,3.7, ,88.6, ,68.0, 
52,6/10/2022,161,0.29,R,0, ,690, ,13.1, ,96.3,Y,65.6,R,80.0,R,63,H,24,H,--,R,--,I,4.4, ,105.8, ,69.1, 
52,6/11/2022,162,0.26,R,0, ,707, ,14.1, ,90.4,Y,59.6, ,75.4,Y,79,H,27,H,47,Y,53.7,Y,3.7, ,89.9, ,70.1, 
52,6/12/2022,163,0.22, ,0.01, ,677, ,15.9, ,80.5, ,55.2, ,65.0, ,96, ,48, ,75, ,57.0, ,3.3, ,79.7, ,70.2, 
52,6/13/2022,164,0.23, ,0.00, ,710, ,12.4, ,75.3, ,53.5, ,61.0, ,98, ,47, ,68, ,50.3, ,4.5, ,108.9, ,70.1, 
52,6/14/2022,165,0.27, ,0, ,707, ,10.0, ,85.7, ,53.6, ,66.3, ,76, ,18, ,45, ,44.5, ,5.3, ,127.5, ,69.1, 
52,6/15/2022,166,0.27, ,0, ,714, ,9.8, ,91.5,Y,53.1, ,69.9, ,82, ,16, ,39, ,44.1, ,4.7, ,113.8, ,69.0, 
52,6/16/2022,167,0.24, ,0, ,710, ,11.0, ,79.8, ,53.0, ,62.5, ,84, ,20, ,57, ,46.9, ,4.4, ,104.9, ,68.9, 
52,6/17/2022,168,0.16, ,0, ,542, ,11.0, ,66.1, ,48.2, ,56.5, ,88, ,53, ,71, ,47.2, ,3.9, ,93.5, ,68.1, 
52,6/18/2022,169,0.22, ,0, ,710, ,10.8, ,70.3, ,45.8, ,58.4, ,92, ,45, ,65, ,46.7, ,4.0, ,94.9, ,67.0, 
52,6/19/2022,170,0.25, ,0, ,714, ,10.3, ,76.6, ,49.0, ,62.2, ,88, ,30, ,54, ,45.4, ,4.6, ,110.9, ,66.7, 
52,6/20/2022,171,0.27, ,0, ,713, ,10.3, ,87.5, ,54.9, ,69.6, ,72, ,22, ,42, ,45.3, ,4.4, ,106.4, ,67.1, 
52,6/21/2022,172,0.30,R,0, ,701, ,10.2, ,93.8,Y,57.8, ,77.5,Y,72,H,17,H,32,Y,45.2,Y,4.9, ,117.5, ,68.3, 
52,6/22/2022,173,0.23, ,0, ,705, ,12.8, ,80.0, ,49.7, ,63.4, ,94, ,33, ,64, ,51.2, ,3.0, ,71.0, ,68.8, 
52,6/23/2022,174,0.23, ,0, ,686, ,13.4, ,81.2, ,51.1, ,63.6, ,96, ,40, ,67, ,52.3, ,3.1, ,74.3, ,69.1, 
52,6/24/2022,175,0.23, ,0, ,684, ,13.7, ,81.4, ,51.2, ,63.7, ,96, ,41, ,68, ,53.0, ,2.9, ,69.1, ,69.3, 
52,6/25/2022,176,0.23, ,0, ,684, ,13.8, ,80.0, ,52.2, ,62.6, ,96, ,45, ,71, ,53.2, ,3.0, ,72.9, ,69.5, 
52,6/26/2022,177,0.22, ,0, ,683, ,14.0, ,75.7, ,52.5, ,61.8, ,96, ,50, ,74, ,53.5, ,3.5, ,83.4, ,69.6, 
52,6/27/2022,178,0.23, ,0, ,685, ,14.2, ,80.9, ,53.6, ,63.2, ,96, ,43, ,72, ,53.8, ,3.1, ,75.4, ,69.9, 
52,6/28/2022,179,0.24, ,0, ,682, ,13.5, ,87.7, ,52.5, ,67.6, ,96, ,30, ,59, ,52.6, ,2.8, ,67.5, ,70.4, 
52,6/29/2022,180,0.23, ,0, ,680, ,13.7, ,81.3, ,54.0, ,64.3, ,91, ,43, ,67, ,53.0, ,3.4, ,81.1, ,70.8, 
52,6/30/2022,181,0.20, ,0, ,639, ,13.2, ,73.7, ,52.4, ,59.6, ,94, ,51, ,76, ,51.9, ,3.8, ,91.1, ,70.4, 
