83,6/1/2022,152,0.24, ,0, ,692, ,12.0, ,81.2, ,39.7, ,60.6, ,97, ,42, ,67, ,49.5, ,3.8, ,92.1, ,66.5, 
83,6/2/2022,153,0.23, ,0.09, ,687, ,12.5, ,82.9, ,47.4, ,61.6, ,94, ,30, ,67, ,50.5, ,5.2, ,125.4, ,67.7, 
83,6/3/2022,154,0.19, ,0, ,589, ,14.6, ,70.8, ,47.7, ,59.6, ,97, ,70, ,84, ,54.6, ,5.2, ,123.6, ,67.2, 
83,6/4/2022,155,0.10, ,0.20, ,333, ,12.9, ,70.3, ,50.8, ,59.6, ,97, ,55, ,74, ,51.2, ,3.4, ,80.8, ,67.2, 
83,6/5/2022,156,0.13, ,0.09, ,444, ,17.5, ,72.8, ,52.4, ,62.7, ,98, ,78, ,90, ,59.7, ,3.7, ,89.4, ,67.9, 
83,6/6/2022,157,0.23, ,0, ,714, ,14.6, ,79.1, ,45.0, ,62.6, ,98, ,55, ,75, ,54.6, ,3.3, ,79.0, ,69.4, 
83,6/7/2022,158,0.22, ,0, ,678, ,13.7, ,75.2, ,44.0, ,61.1, ,97, ,56, ,75, ,53.0, ,3.7, ,88.5, ,69.3, 
83,6/8/2022,159,0.22, ,0.00, ,656, ,14.7, ,80.8, ,50.5, ,63.8, ,90, ,51, ,73, ,55.0, ,4.1, ,97.6, ,69.9, 
83,6/9/2022,160,0.25, ,0.00, ,643, ,14.7, ,95.7,Y,49.2, ,71.0,Y,95,H,28,H,57,Y,54.8,Y,4.0, ,96.3, ,70.5, 
83,6/10/2022,161,0.28,R,0, ,691, ,18.1, ,96.3,Y,52.9, ,74.8,Y,96, ,33, ,61,Y,60.6,Y,3.7, ,88.5, ,72.1, 
83,6/11/2022,162,0.25, ,0, ,684, ,18.6, ,86.6, ,51.0, ,69.1, ,98, ,56, ,76, ,61.4, ,4.6, ,109.4, ,72.7, 
83,6/12/2022,163,0.21, ,0, ,615, ,15.7, ,77.0, ,48.7, ,64.3, ,97, ,47, ,76, ,56.6, ,5.5, ,132.9, ,72.2, 
83,6/13/2022,164,0.25, ,0, ,729, ,11.1, ,80.0, ,42.1, ,63.0, ,97, ,31, ,56, ,47.3, ,4.2, ,100.4, ,70.4, 
83,6/14/2022,165,0.25, ,0.00, ,711, ,12.7, ,82.3, ,45.4, ,64.0, ,95, ,36, ,63, ,51.0, ,3.7, ,87.8, ,70.6, 
83,6/15/2022,166,0.25,R,0.02, ,716, ,13.1, ,81.8, ,45.4, ,62.9, ,95, ,41, ,67, ,51.7, ,3.6, ,86.2, ,70.9, 
83,6/16/2022,167,0.23,R,0, ,664, ,11.9, ,76.9, ,42.9, ,60.3, ,94, ,44, ,67, ,49.1, ,4.0, ,95.2, ,70.7, 
83,6/17/2022,168,0.22, ,0, ,704, ,11.1, ,67.6, ,43.5, ,56.7, ,94, ,53, ,70, ,47.2, ,5.6, ,135.0, ,69.2, 
83,6/18/2022,169,0.23, ,0, ,716, ,10.7, ,73.3, ,37.7, ,57.6, ,97, ,41, ,66, ,46.2, ,3.5, ,84.8, ,68.6, 
83,6/19/2022,170,0.25, ,0.02, ,711, ,11.8, ,79.9, ,41.3, ,61.5, ,97, ,37, ,63, ,49.0, ,3.7, ,89.2, ,69.0, 
83,6/20/2022,171,0.26, ,0.02, ,701, ,12.5, ,85.9, ,42.3, ,65.2, ,96, ,31, ,59, ,50.5, ,3.5, ,83.6, ,69.9, 
83,6/21/2022,172,0.28,R,0, ,714, ,13.4, ,98.8,Y,46.0, ,73.9,Y,95, ,22, ,47,Y,52.4,Y,2.6, ,61.3, ,71.9, 
83,6/22/2022,173,0.26, ,0.02, ,731, ,14.6, ,82.8, ,50.2, ,67.5, ,93, ,43, ,63, ,54.6, ,4.0, ,95.2, ,72.8, 
83,6/23/2022,174,0.25, ,0, ,703, ,13.7, ,83.3, ,47.8, ,64.1, ,96, ,41, ,67, ,53.0, ,3.5, ,84.7, ,73.0, 
83,6/24/2022,175,0.24, ,0.02, ,715, ,13.3, ,82.7, ,41.2, ,60.6, ,97, ,49, ,74, ,52.2, ,3.4, ,82.7, ,72.0, 
83,6/25/2022,176,0.21, ,0, ,667, ,14.0, ,75.7, ,47.4, ,59.9, ,98, ,52, ,79, ,53.5, ,3.7, ,89.2, ,72.3, 
83,6/26/2022,177,0.20, ,0, ,647, ,14.5, ,74.7, ,50.8, ,60.6, ,97, ,58, ,80, ,54.5, ,3.5, ,83.6, ,73.1, 
83,6/27/2022,178,0.21, ,0.00, ,648, ,14.4, ,77.5, ,50.1, ,60.8, ,97, ,56, ,79, ,54.3, ,4.0, ,96.0, ,73.0, 
83,6/28/2022,179,0.26, ,0, ,704, ,13.7, ,88.4, ,50.1, ,64.8, ,98, ,33, ,65, ,52.9, ,5.3, ,127.0, ,72.7, 
83,6/29/2022,180,0.23, ,0.02, ,683, ,12.6, ,76.7, ,40.1, ,58.2, ,98, ,48, ,76, ,50.6, ,5.8, ,138.6, ,70.8, 
83,6/30/2022,181,0.20, ,0, ,608, ,12.9, ,74.5, ,49.0, ,59.3, ,95, ,49, ,75, ,51.3, ,5.2, ,124.6, ,71.1, 
