225,6/1/2022,152,0.21, ,0, ,622, ,12.7,H,82.5, ,36.4, ,59.7, ,97,H,1,H,73, ,50.9, ,3.6, ,86.7, ,59.3,Y
225,6/2/2022,153,0.25, ,0.00, ,688, ,0.2,R,80.2, ,43.7, ,61.9, ,3, ,1, ,--,R,--,I,4.1, ,98.5, ,61.8, 
225,6/3/2022,154,0.12, ,0.07, ,227, ,10.1,H,76.0, ,49.2, ,59.1, ,90,H,1,H,59, ,44.9, ,5.0, ,120.4, ,62.1, 
225,6/4/2022,155,0.11, ,0.44, ,349, ,11.2, ,67.0, ,47.7, ,54.6, ,96, ,54, ,77, ,47.5, ,4.1, ,99.2, ,61.1,Y
225,6/5/2022,156,0.23, ,0.13, ,657, ,10.6, ,73.6, ,46.3, ,59.2, ,97, ,36, ,62, ,46.2, ,6.2,Y,149.7,Y,61.9, 
225,6/6/2022,157,0.24, ,0, ,732, ,8.8, ,73.5, ,34.9, ,56.4, ,98, ,34, ,57, ,41.3, ,4.0, ,96.1, ,62.3, 
225,6/7/2022,158,0.16, ,0.06, ,461, ,10.0, ,79.1, ,35.6, ,58.4, ,98, ,28, ,60, ,44.6, ,3.8, ,90.6, ,62.3, 
225,6/8/2022,159,0.24, ,0, ,673, ,11.6, ,80.3, ,49.9, ,64.5, ,93, ,29, ,56, ,48.4, ,4.6, ,110.2, ,64.1, 
225,6/9/2022,160,0.25, ,0, ,679, ,11.6, ,84.4, ,39.0, ,65.3, ,92, ,35, ,54, ,48.4, ,3.6, ,86.6, ,64.9, 
225,6/10/2022,161,0.25, ,0, ,642, ,13.6, ,82.8, ,50.9, ,67.9, ,92, ,38, ,58, ,52.7, ,4.4, ,105.6, ,66.1, 
225,6/11/2022,162,0.24, ,0, ,593, ,13.6, ,78.7, ,55.3,Y,68.1, ,81, ,43, ,58, ,52.8, ,5.8, ,138.4, ,66.5, 
225,6/12/2022,163,0.16, ,0.11, ,439, ,11.2, ,65.0, ,39.2, ,56.5, ,91, ,53, ,72, ,47.6, ,6.4,Y,153.1,Y,65.8, 
225,6/13/2022,164,0.22, ,0, ,690, ,6.9, ,64.1, ,34.8, ,51.3, ,96, ,32, ,54, ,35.0, ,5.2, ,125.3, ,63.8, 
225,6/14/2022,165,0.24, ,0, ,751, ,6.3, ,73.0, ,30.4, ,53.2, ,95, ,17, ,46, ,32.9, ,3.8, ,90.3, ,63.4, 
225,6/15/2022,166,0.23, ,0, ,587, ,6.5, ,80.7, ,31.5, ,58.5, ,90, ,21, ,39, ,33.6, ,5.1, ,123.2, ,63.1, 
225,6/16/2022,167,0.19, ,0, ,484, ,7.3, ,70.2, ,42.8, ,58.4, ,75, ,21, ,44, ,36.4, ,5.5, ,131.8, ,63.0, 
225,6/17/2022,168,0.13, ,0.12, ,427, ,9.1, ,62.2,Y,38.2, ,50.0, ,94, ,51, ,74, ,42.2, ,5.3, ,127.8, ,62.4, 
225,6/18/2022,169,0.18, ,0, ,585, ,8.5, ,65.1, ,35.9, ,52.2, ,93, ,39, ,63, ,40.2, ,3.9, ,94.4, ,62.3, 
225,6/19/2022,170,0.26, ,0, ,765, ,7.4, ,73.6, ,30.2,Y,53.9, ,95, ,29, ,52, ,36.7, ,4.8, ,115.2, ,62.2, 
225,6/20/2022,171,0.24, ,0, ,685, ,7.7, ,79.1, ,34.9, ,58.3, ,92, ,18, ,46, ,37.9, ,3.7, ,89.8, ,62.7, 
225,6/21/2022,172,0.28, ,0, ,748, ,8.8, ,89.0, ,35.6, ,64.8, ,91, ,15, ,42, ,41.1, ,3.7, ,89.8, ,63.5, 
225,6/22/2022,173,0.28, ,0, ,741, ,10.4, ,94.6, ,40.7, ,69.7, ,90, ,15, ,42, ,45.5, ,3.5, ,84.3, ,64.8, 
225,6/23/2022,174,0.29, ,0, ,734, ,11.2, ,92.4, ,44.4, ,70.1, ,92, ,21, ,44, ,47.5, ,4.1, ,98.9, ,66.0, 
225,6/24/2022,175,0.28, ,0, ,743, ,10.0, ,92.3, ,40.0, ,68.3, ,86, ,19, ,42, ,44.6, ,3.6, ,87.2, ,66.0, 
225,6/25/2022,176,0.29, ,0, ,743, ,9.8, ,96.1, ,43.8, ,71.4, ,84, ,15, ,37, ,44.0, ,3.4, ,80.5, ,66.6, 
225,6/26/2022,177,0.29, ,0, ,750, ,10.0, ,97.5, ,42.9, ,73.6, ,79, ,14, ,35, ,44.5, ,3.3, ,80.0, ,67.7, 
225,6/27/2022,178,0.30, ,0, ,750, ,9.6, ,92.1, ,44.4, ,70.9, ,83, ,17, ,37, ,43.5, ,4.0, ,96.7, ,68.1, 
225,6/28/2022,179,0.30, ,0, ,762, ,7.4, ,86.5, ,39.5, ,66.2, ,80, ,14, ,34, ,36.9, ,4.7, ,111.7, ,67.5, 
225,6/29/2022,180,0.27, ,0,R,821,R,8.7, ,88.9, ,51.8, ,76.4, ,100, ,17, ,28, ,41.0, ,4.9, ,117.1, ,67.1, 
225,6/30/2022,181,0.28, ,0, ,733, ,9.3, ,88.8, ,43.9, ,68.2, ,84, ,21, ,39, ,42.7, ,4.0, ,95.9, ,66.6, 
