105,6/1/2022,152,0.32, ,0, ,649, ,6.1, ,96.0, ,54.3, ,77.5, ,33, ,11, ,19, ,32.0, ,5.5, ,132.0, ,80.4, 
105,6/2/2022,153,0.33, ,0, ,598, ,7.7, ,97.6, ,60.4, ,79.7, ,34, ,13, ,22, ,37.7, ,7.6, ,182.0, ,82.9, 
105,6/3/2022,154,0.30, ,0, ,557, ,11.3, ,92.5, ,60.3, ,75.9, ,57, ,23, ,37, ,47.8, ,8.6, ,205.5, ,83.9, 
105,6/4/2022,155,0.28, ,0, ,572, ,9.8, ,87.9, ,57.6, ,74.0, ,76, ,18, ,34, ,44.0, ,7.2, ,173.4, ,84.0, 
105,6/5/2022,156,0.28, ,0, ,561, ,13.9, ,92.1, ,61.2, ,76.6, ,61, ,31, ,44, ,53.3, ,7.2, ,172.3, ,85.0, 
105,6/6/2022,157,0.32, ,0, ,647, ,12.9, ,92.1, ,63.7, ,76.8, ,81, ,16, ,41, ,51.3, ,9.6, ,229.9, ,86.1, 
105,6/7/2022,158,0.35, ,0, ,643, ,8.3, ,97.3, ,56.4, ,78.2, ,45, ,13, ,25, ,39.7, ,7.9, ,190.3, ,85.5, 
105,6/8/2022,159,0.32, ,0, ,611, ,10.7, ,96.6, ,53.8, ,78.0, ,40, ,18, ,33, ,46.3, ,7.3, ,175.2, ,85.9, 
105,6/9/2022,160,0.30, ,0, ,561, ,11.3, ,98.7, ,62.9, ,80.5, ,51, ,18, ,32, ,47.9, ,7.3, ,175.9, ,85.8, 
105,6/10/2022,161,0.36, ,0, ,642, ,11.1, ,105.1, ,64.5, ,86.7, ,44, ,13, ,26, ,47.4, ,7.4, ,177.0, ,86.4, 
105,6/11/2022,162,0.38, ,0, ,656, ,10.7, ,105.4, ,64.9, ,86.5, ,48, ,8, ,25, ,46.3, ,8.5, ,203.2, ,88.2,Y
105,6/12/2022,163,0.29, ,0, ,518, ,15.3, ,97.1, ,66.8, ,80.9, ,64, ,30, ,43, ,56.0, ,9.7, ,233.0, ,88.9,Y
105,6/13/2022,164,0.37, ,0, ,671, ,7.4, ,87.4, ,53.2, ,72.5, ,63, ,11, ,27, ,36.9, ,11.1,Y,267.1,Y,85.5, 
105,6/14/2022,165,0.39, ,0, ,888,R,5.3, ,92.1, ,66.5, ,82.0, ,31, ,9, ,14, ,28.3, ,10.3, ,247.8, ,86.0, 
105,6/15/2022,166,0.35, ,0, ,660, ,6.8, ,99.9, ,53.8, ,80.0, ,35, ,10, ,20, ,34.8, ,6.6, ,159.5, ,85.2, 
105,6/16/2022,167,0.34, ,0, ,649, ,8.1, ,93.7, ,59.0, ,76.0, ,45, ,19, ,26, ,38.9, ,8.5, ,204.3, ,85.8, 
105,6/17/2022,168,0.24, ,0, ,514, ,7.9, ,77.7, ,55.1, ,65.2, ,50, ,25, ,37, ,38.5, ,7.3, ,176.2, ,84.1, 
105,6/18/2022,169,0.28, ,0, ,637, ,8.2, ,81.5, ,49.3, ,66.5, ,68, ,21, ,37, ,39.3, ,7.7, ,183.8, ,83.3, 
105,6/19/2022,170,0.31, ,0, ,622, ,7.4, ,88.1, ,49.6, ,71.4, ,52, ,15, ,28, ,36.8, ,8.1, ,193.5, ,83.6, 
105,6/20/2022,171,0.32, ,0, ,620, ,8.2, ,94.3, ,53.7, ,76.2, ,42, ,16, ,26, ,39.3, ,6.8, ,162.5, ,84.7, 
105,6/21/2022,172,0.33, ,0, ,615, ,7.7, ,102.8, ,56.6, ,82.3, ,36, ,10, ,20, ,37.7, ,6.0, ,144.7, ,85.4, 
105,6/22/2022,173,0.31, ,0, ,467, ,9.6, ,100.3, ,64.1, ,84.2, ,34, ,18, ,24, ,43.4, ,7.7, ,184.2, ,85.9, 
105,6/23/2022,174,0.31, ,0, ,574, ,10.7, ,103.2, ,69.7, ,86.7, ,41, ,15, ,25, ,46.4, ,5.4, ,130.4, ,88.5, 
105,6/24/2022,175,0.35, ,0, ,604, ,9.0, ,105.3, ,70.9, ,87.9, ,35, ,11, ,20, ,41.8, ,6.9, ,166.3, ,89.8, 
105,6/25/2022,176,0.34, ,0, ,609, ,7.4, ,105.1, ,67.2, ,87.0, ,38, ,10, ,17, ,36.6, ,6.4, ,153.2, ,91.0, 
105,6/26/2022,177,0.35, ,0, ,616, ,7.9, ,106.5, ,66.3, ,87.3, ,31, ,9, ,18, ,38.6, ,7.0, ,168.0, ,91.9,Y
105,6/27/2022,178,0.36, ,0, ,615, ,8.8, ,107.0, ,67.2, ,87.5, ,47, ,8, ,20, ,41.2, ,7.5, ,180.4, ,91.7,Y
105,6/28/2022,179,0.36, ,0, ,614, ,7.8, ,104.3, ,65.1, ,85.2, ,35, ,10, ,19, ,38.0, ,7.5, ,181.0, ,91.1, 
105,6/29/2022,180,0.34, ,0, ,615, ,5.4,Y,102.8, ,62.4, ,83.3, ,31, ,7, ,14,Y,29.1,Y,6.3, ,151.6, ,91.6, 
105,6/30/2022,181,0.30, ,0, ,632, ,8.6, ,96.8, ,56.5, ,77.1, ,56, ,12, ,27, ,40.7, ,5.9, ,141.2, ,91.4, 
