80,6/1/2022,152,0.31, ,0, ,759,R,8.9, ,95.2, ,51.7, ,76.6, ,72, ,13, ,28, ,41.4, ,4.6, ,109.4, ,65.1, 
80,6/2/2022,153,0.31, ,0, ,672, ,10.0, ,95.3, ,53.5, ,77.8, ,66, ,14, ,31, ,44.4, ,5.7, ,136.9, ,65.5, 
80,6/3/2022,154,0.31, ,0, ,684, ,12.2, ,91.6, ,61.1, ,75.6, ,63, ,25, ,40, ,49.7, ,7.7, ,185.0, ,66.0, 
80,6/4/2022,155,0.28, ,0, ,670, ,11.5, ,87.6, ,60.2, ,73.2, ,77, ,20, ,41, ,48.3, ,6.5, ,155.9, ,66.4, 
80,6/5/2022,156,0.30, ,0, ,678, ,13.8, ,89.2, ,61.0, ,76.0, ,65, ,30, ,45, ,53.1, ,7.0, ,167.6, ,66.5, 
80,6/6/2022,157,0.32, ,0, ,754,R,13.6, ,90.7, ,64.2, ,76.7, ,80, ,13, ,43, ,52.7, ,8.3, ,199.1, ,67.0, 
80,6/7/2022,158,0.32, ,0, ,755,R,11.6, ,94.8, ,55.8, ,77.7, ,73, ,14, ,36, ,48.4, ,6.0, ,143.3, ,67.2, 
80,6/8/2022,159,0.31, ,0, ,702, ,12.4, ,95.5, ,56.5, ,78.0, ,58, ,23, ,38, ,50.3, ,6.4, ,152.6, ,67.4, 
80,6/9/2022,160,0.29, ,0, ,675, ,14.0, ,96.6, ,61.4, ,80.2, ,63, ,24, ,40, ,53.6, ,5.3, ,128.3, ,67.8, 
80,6/10/2022,161,0.33, ,0, ,741, ,15.0, ,102.2, ,63.9, ,85.9, ,71, ,22, ,36, ,55.5, ,5.2, ,123.9, ,68.4, 
80,6/11/2022,162,0.36, ,0, ,760,R,13.8, ,102.7, ,71.1,Y,87.1, ,56, ,11, ,31, ,53.2, ,7.1, ,171.4, ,69.2, 
80,6/12/2022,163,0.33, ,0, ,716, ,16.2, ,96.8, ,67.9, ,81.6, ,69, ,25, ,44, ,57.5, ,8.4, ,201.1, ,71.7, 
80,6/13/2022,164,0.33, ,0, ,777,R,9.9, ,83.8, ,59.3, ,71.6, ,66, ,20, ,38, ,44.3, ,9.4,Y,225.8,Y,72.5, 
80,6/14/2022,165,0.29, ,0, ,769,R,8.6, ,88.4, ,50.4, ,72.2, ,74, ,18, ,32, ,40.6, ,4.7, ,113.1, ,71.2, 
80,6/15/2022,166,0.31, ,0, ,769,R,9.1, ,96.6, ,51.8, ,78.2, ,71, ,14, ,27, ,42.0, ,4.8, ,115.6, ,70.7, 
80,6/16/2022,167,0.33, ,0, ,761,R,9.0, ,95.6, ,62.9, ,77.8, ,43, ,17, ,28, ,41.7, ,6.7, ,161.2, ,71.0, 
80,6/17/2022,168,0.22, ,0, ,562, ,8.6, ,77.0, ,55.6, ,64.7, ,60, ,24, ,41, ,40.7, ,7.5, ,180.4, ,70.9, 
80,6/18/2022,169,0.28, ,0, ,766,R,9.2, ,79.4, ,52.5, ,66.5, ,76, ,20, ,41, ,42.4, ,7.5, ,179.2, ,70.1, 
80,6/19/2022,170,0.29, ,0, ,771,R,9.1, ,85.7, ,51.4, ,70.7, ,69, ,19, ,35, ,42.0, ,6.0, ,142.8, ,70.0, 
80,6/20/2022,171,0.30, ,0, ,764,R,10.6, ,92.8, ,51.2, ,75.9, ,77, ,18, ,35, ,46.0, ,4.7, ,113.9, ,70.2, 
80,6/21/2022,172,0.33, ,0, ,762,R,10.8, ,101.7, ,55.4, ,81.2, ,83, ,12, ,30, ,46.7, ,4.7, ,111.7, ,70.5, 
80,6/22/2022,173,0.27, ,0, ,467, ,12.4, ,98.9, ,63.6, ,84.0, ,52, ,19, ,31, ,50.2, ,6.9, ,164.5, ,70.8, 
80,6/23/2022,174,0.33, ,0, ,1001,R,14.3, ,100.2, ,75.4,Y,92.1,Y,61, ,22, ,28,Y,54.1,Y,6.3, ,152.0, ,71.7, 
80,6/24/2022,175,0.33, ,0, ,749, ,13.4, ,102.3, ,64.9, ,85.9, ,66, ,15, ,32, ,52.4, ,5.3, ,126.9, ,72.4, 
80,6/25/2022,176,0.34, ,0, ,757,R,11.9, ,104.1, ,64.2, ,86.6, ,60, ,11, ,27, ,49.1, ,5.4, ,129.8, ,72.8, 
80,6/26/2022,177,0.34, ,0, ,763,R,11.0, ,104.4, ,64.0, ,86.1, ,53, ,11, ,26, ,47.0, ,5.3, ,126.9, ,73.1, 
80,6/27/2022,178,0.35, ,0, ,760,R,11.3, ,104.5, ,63.5, ,87.0, ,58, ,13, ,26, ,47.8, ,5.7, ,135.9, ,73.5, 
80,6/28/2022,179,0.34, ,0, ,759,R,9.7, ,100.1, ,65.5, ,85.5, ,45, ,15, ,23, ,43.6, ,5.5, ,132.7, ,73.6, 
80,6/29/2022,180,0.33, ,0, ,756,R,10.8, ,100.3, ,63.4, ,83.3, ,47, ,14, ,28, ,46.5, ,5.0, ,121.1, ,75.1, 
80,6/30/2022,181,0.31, ,0, ,786,R,11.3, ,95.9, ,59.3, ,79.6, ,67, ,13, ,33, ,47.8, ,4.9, ,117.8, ,75.7, 
