117,6/1/2022,152,0.27, ,0, ,784,R,5.4, ,89.7, ,51.6, ,73.3, ,36, ,8, ,19, ,28.9, ,3.4, ,81.4, ,60.9, 
117,6/2/2022,153,0.32, ,0, ,767,R,7.0, ,89.4, ,56.8, ,75.2, ,44, ,12, ,23, ,35.3, ,6.3, ,151.0, ,62.1, 
117,6/3/2022,154,0.29, ,0, ,680, ,9.2, ,86.6, ,57.9, ,73.3, ,49, ,21, ,33, ,42.5, ,7.4, ,176.7, ,62.7, 
117,6/4/2022,155,0.29, ,0, ,728, ,11.1, ,84.0, ,58.8, ,71.5, ,64, ,28, ,42, ,47.4, ,8.3, ,198.3, ,63.3, 
117,6/5/2022,156,0.31, ,0, ,745, ,10.8, ,91.7, ,57.3, ,74.8, ,72, ,15, ,36, ,46.5, ,6.9, ,164.8, ,63.6, 
117,6/6/2022,157,0.29, ,0, ,762,R,12.1, ,94.2, ,58.4, ,76.8, ,75, ,14, ,39, ,49.6, ,5.0, ,119.5, ,64.3, 
117,6/7/2022,158,0.29, ,0, ,768,R,11.8, ,97.4, ,59.3, ,78.6, ,75, ,13, ,35, ,49.0, ,4.5, ,106.9, ,65.0, 
117,6/8/2022,159,0.32, ,0, ,763,R,8.9, ,96.6, ,59.2, ,80.0, ,71, ,9, ,25, ,41.4, ,5.1, ,122.2, ,65.0, 
117,6/9/2022,160,0.33, ,0, ,738, ,9.2, ,97.9, ,59.3, ,81.4, ,50, ,14, ,25, ,42.4, ,5.5, ,132.8, ,65.2, 
117,6/10/2022,161,0.32, ,0, ,764,R,10.1, ,99.9, ,63.1, ,84.1, ,55, ,13, ,25, ,44.9, ,5.3, ,127.4, ,65.8, 
117,6/11/2022,162,0.35, ,0, ,764,R,11.3, ,100.1, ,67.4, ,83.7, ,54, ,14, ,29, ,47.8, ,7.1, ,171.1, ,66.4, 
117,6/12/2022,163,0.37, ,0, ,713, ,9.7, ,92.3, ,68.0, ,80.2, ,42, ,18, ,28, ,43.7, ,11.5, ,276.7, ,66.4, 
117,6/13/2022,164,0.32, ,0, ,774,R,10.6, ,85.1, ,64.4, ,73.5, ,62, ,18, ,38, ,46.0, ,8.4, ,201.7, ,65.8, 
117,6/14/2022,165,0.28, ,0, ,772,R,5.3, ,91.5, ,57.6, ,75.2, ,31, ,9, ,18, ,28.5, ,3.6, ,86.7, ,65.0, 
117,6/15/2022,166,0.29, ,0, ,771,R,6.7, ,97.3, ,57.0, ,79.8, ,44, ,10, ,19, ,34.4, ,3.6, ,87.1, ,64.6, 
117,6/16/2022,167,0.35, ,0, ,776,R,8.4, ,96.4, ,62.7, ,80.7, ,46, ,11, ,24, ,40.1, ,7.4, ,177.4, ,65.6, 
117,6/17/2022,168,0.36, ,0, ,755, ,8.4, ,83.3, ,60.1, ,72.8, ,51, ,16, ,30, ,40.0, ,11.6, ,278.7, ,65.4, 
117,6/18/2022,169,0.31, ,0, ,790,R,7.2, ,75.7, ,54.6, ,65.7, ,71, ,8, ,33, ,35.9, ,9.2, ,219.8, ,64.3, 
117,6/19/2022,170,0.27, ,0, ,799,R,5.2, ,84.2, ,54.1, ,68.6, ,46, ,7, ,22, ,27.8, ,4.6, ,110.9, ,63.8, 
117,6/20/2022,171,0.28, ,0, ,795,R,4.4, ,91.2, ,49.6, ,73.9, ,34, ,6, ,15, ,24.0, ,3.5, ,84.1, ,62.9,Y
117,6/21/2022,172,0.33, ,0, ,776,R,5.7, ,93.6, ,56.3, ,79.3, ,39, ,9, ,17, ,30.4, ,5.8, ,139.0, ,63.4,Y
117,6/22/2022,173,0.17, ,0.02, ,414, ,12.4, ,87.3, ,63.8, ,74.8, ,89, ,21, ,42, ,50.2, ,4.2, ,101.0, ,64.6, 
117,6/23/2022,174,0.30, ,0, ,761, ,13.9,Y,93.0, ,60.0, ,76.5, ,100, ,19, ,45,Y,53.4,Y,5.4, ,130.5, ,65.1, 
117,6/24/2022,175,0.34, ,0, ,785,R,7.6, ,95.3, ,62.3, ,80.8, ,50, ,9, ,21, ,37.4, ,6.3, ,151.9, ,65.3, 
117,6/25/2022,176,0.35, ,0, ,813,R,4.5, ,97.7, ,63.4, ,82.8, ,24, ,4, ,12, ,24.4, ,6.6, ,159.0, ,65.4, 
117,6/26/2022,177,0.34, ,0, ,789,R,5.6, ,100.6, ,63.9, ,84.9, ,26, ,7, ,14, ,30.0, ,5.6, ,133.3, ,65.8, 
117,6/27/2022,178,0.33, ,0, ,737, ,8.4, ,101.4, ,66.9, ,85.9, ,32, ,12, ,20, ,40.0, ,4.5, ,108.9, ,66.6, 
117,6/28/2022,179,0.36, ,0, ,755, ,8.3, ,100.8, ,69.4, ,85.6, ,32, ,12, ,20, ,39.6, ,6.8, ,164.3, ,67.4, 
117,6/29/2022,180,0.37, ,0, ,755, ,8.1, ,96.5, ,69.5, ,84.8, ,30, ,10, ,20, ,39.1, ,8.5, ,204.4, ,68.0, 
117,6/30/2022,181,0.38, ,0, ,760, ,7.5, ,94.7, ,73.4,Y,83.5, ,41, ,10, ,19, ,37.0, ,9.3, ,222.3, ,68.5, 
