194,6/1/2022,152,0.24, ,0, ,711, ,12.4, ,90.9, ,47.2, ,71.5, ,86, ,28, ,47, ,50.2, ,1.8,Y,43.4,Y,65.8, 
194,6/2/2022,153,0.22, ,0, ,609, ,12.9, ,88.6, ,57.2, ,72.2, ,69, ,32, ,48, ,51.3, ,2.3,Y,54.2,Y,66.7, 
194,6/3/2022,154,0.18, ,0, ,551, ,15.9, ,81.6, ,57.7, ,68.6, ,80, ,49, ,67, ,57.1, ,2.2,Y,53.2,Y,66.6, 
194,6/4/2022,155,0.12,R,0, ,384, ,14.0, ,75.5, ,58.8, ,66.4, ,88, ,47, ,63, ,53.6, ,1.2,Y,29.9,Y,66.5, 
194,6/5/2022,156,0.17,R,0, ,526, ,18.2, ,83.1, ,61.0, ,71.2, ,89, ,56, ,70, ,60.7, ,1.3,Y,30.8,Y,66.5, 
194,6/6/2022,157,0.23,R,0, ,724, ,15.4, ,83.0, ,59.6, ,69.7, ,92, ,40, ,62, ,56.1, ,2.9, ,68.5, ,67.5, 
194,6/7/2022,158,0.23, ,0, ,705, ,14.9, ,87.9, ,55.1, ,70.5, ,84, ,38, ,58, ,55.2, ,2.0,Y,47.4,Y,67.5, 
194,6/8/2022,159,0.23,R,0, ,640, ,15.4, ,87.6, ,53.1, ,70.4, ,76, ,47, ,61, ,56.2, ,2.5,Y,61.0,Y,67.5, 
194,6/9/2022,160,0.24, ,0, ,682, ,17.2, ,91.0, ,56.2, ,73.8, ,90, ,38, ,60, ,59.2, ,2.1,Y,51.3,Y,67.9, 
194,6/10/2022,161,0.28, ,0, ,941,R,20.5,Y,95.6, ,68.1,Y,85.6,Y,78, ,34, ,49,Y,64.2,Y,5.5, ,130.8, ,69.1, 
194,6/11/2022,162,0.29, ,0, ,727, ,19.2, ,94.4, ,62.9, ,78.4, ,83, ,34, ,58, ,62.4, ,5.4, ,130.7, ,70.1, 
194,6/12/2022,163,0.20, ,0, ,520, ,18.7, ,83.7, ,55.7, ,71.9, ,89, ,58, ,70, ,61.7, ,6.5, ,156.4, ,70.5, 
194,6/13/2022,164,0.30, ,0, ,757,R,11.1, ,79.9, ,52.2, ,67.0, ,92, ,24, ,49, ,47.3, ,8.2, ,196.4, ,69.1, 
194,6/14/2022,165,0.29, ,0, ,751,R,11.1, ,84.5, ,50.6, ,68.7, ,80, ,22, ,46, ,47.3, ,6.3, ,151.8, ,67.7, 
194,6/15/2022,166,0.28, ,0, ,736, ,13.1, ,91.4, ,52.9, ,72.6, ,84, ,29, ,48, ,51.8, ,4.3, ,103.1, ,67.7, 
194,6/16/2022,167,0.28, ,0, ,729, ,11.5, ,84.4, ,51.8, ,67.6, ,79, ,29, ,50, ,48.2, ,6.5, ,157.0, ,68.0, 
194,6/17/2022,168,0.22, ,0, ,613, ,11.2, ,73.8, ,52.5, ,61.2, ,82, ,44, ,61, ,47.4, ,6.5, ,156.2, ,66.8, 
194,6/18/2022,169,0.24, ,0, ,735, ,11.3, ,76.3, ,47.8, ,62.0, ,94, ,37, ,60, ,47.8, ,5.0, ,120.4, ,65.9, 
194,6/19/2022,170,0.27, ,0, ,737, ,12.2, ,81.8, ,47.1, ,66.8, ,91, ,33, ,55, ,49.9, ,5.9, ,140.6, ,65.8, 
194,6/20/2022,171,0.27, ,0, ,723, ,13.7, ,88.1, ,54.3, ,71.4, ,81, ,30, ,52, ,52.9, ,4.3, ,103.0, ,66.5, 
194,6/21/2022,172,0.29, ,0, ,733, ,14.7, ,95.4, ,54.1, ,77.0, ,80, ,28, ,46, ,54.9, ,4.1, ,98.7, ,67.5, 
194,6/22/2022,173,0.12, ,0, ,318, ,18.4, ,89.3, ,61.1, ,75.0, ,85, ,44, ,62, ,61.1, ,3.0,Y,71.4,Y,68.6, 
194,6/23/2022,174,0.28, ,0, ,672, ,17.5, ,98.9, ,64.3, ,81.0, ,71, ,27, ,49, ,59.8, ,3.8, ,90.6, ,69.4, 
194,6/24/2022,175,0.28, ,0, ,721, ,16.0, ,99.8, ,63.2, ,80.7, ,64, ,28, ,45, ,57.3, ,3.5, ,84.1, ,70.7, 
194,6/25/2022,176,0.29, ,0, ,723, ,14.9, ,94.3, ,60.4, ,77.7, ,78, ,31, ,46, ,55.3, ,4.6, ,110.9, ,71.0, 
194,6/26/2022,177,0.29, ,0, ,733, ,15.1, ,94.2, ,56.6, ,76.9, ,81, ,31, ,48, ,55.7, ,4.5, ,106.8, ,70.8, 
194,6/27/2022,178,0.30, ,0, ,734, ,14.6, ,95.5, ,59.6, ,77.1, ,65, ,28, ,46, ,54.7, ,5.0, ,119.9, ,70.8, 
194,6/28/2022,179,0.31, ,0, ,729, ,11.9, ,94.5, ,58.7, ,76.7, ,65, ,20, ,38, ,49.2, ,5.7, ,136.9, ,70.6, 
194,6/29/2022,180,0.29, ,0, ,729, ,13.5, ,90.0, ,57.8, ,74.6, ,68, ,30, ,46, ,52.6, ,5.6, ,133.7, ,70.3, 
194,6/30/2022,181,0.26, ,0, ,744, ,14.7, ,86.2, ,52.4, ,69.1, ,90, ,39, ,60, ,54.8, ,5.1, ,121.8, ,70.2, 
