87,6/1/2022,152,0.30, ,0, ,741,R,9.5, ,100.9, ,60.4, ,83.6, ,55, ,11, ,24, ,43.2, ,3.3, ,79.5, ,71.5, 
87,6/2/2022,153,0.32, ,0, ,724, ,12.1, ,101.2, ,62.5, ,84.1, ,64, ,16, ,30, ,49.5, ,5.2, ,125.0, ,72.1, 
87,6/3/2022,154,0.32, ,0, ,680, ,12.6, ,99.3, ,62.8, ,83.7, ,62, ,17, ,32, ,50.7, ,6.9, ,166.1, ,72.6, 
87,6/4/2022,155,0.38, ,0, ,721, ,11.4, ,101.8, ,68.1, ,85.2, ,65, ,13, ,28, ,48.1, ,8.6, ,205.8, ,72.8, 
87,6/5/2022,156,0.32, ,0, ,708, ,13.6, ,101.3, ,65.3, ,85.4, ,56, ,21, ,33, ,52.7, ,5.2, ,125.4, ,72.9, 
87,6/6/2022,157,0.30, ,0, ,718, ,14.5, ,102.7, ,67.1, ,87.5, ,63, ,20, ,33, ,54.5, ,4.0, ,96.2, ,73.8, 
87,6/7/2022,158,0.30, ,0, ,708, ,18.2, ,102.3, ,67.9, ,85.8, ,69, ,20, ,43, ,60.9, ,5.3, ,127.4, ,74.6, 
87,6/8/2022,159,0.31, ,0, ,703, ,18.9, ,102.2, ,69.4, ,85.7, ,72, ,26, ,45, ,61.9, ,5.8, ,138.8, ,75.0, 
87,6/9/2022,160,0.30, ,0, ,661, ,18.4, ,103.7, ,70.9, ,86.5, ,73, ,23, ,43, ,61.1, ,5.4, ,130.0, ,75.4, 
87,6/10/2022,161,0.31, ,0, ,682, ,19.4, ,106.9, ,74.2, ,89.7, ,61, ,25, ,41, ,62.6, ,4.9, ,118.7, ,75.8, 
87,6/11/2022,162,0.32, ,0, ,671, ,20.2, ,109.4, ,74.2, ,92.3, ,67, ,23, ,39, ,63.7, ,5.3, ,128.2, ,76.7, 
87,6/12/2022,163,0.40, ,0, ,700, ,15.1, ,110.3, ,73.9, ,92.3, ,65, ,14, ,29, ,55.6, ,8.7, ,209.9, ,76.8, 
87,6/13/2022,164,0.46, ,0, ,728, ,10.2, ,99.9, ,69.9, ,87.6, ,46, ,10, ,23, ,45.1, ,12.9,Y,310.2,Y,75.7, 
87,6/14/2022,165,0.30, ,0, ,719, ,11.3, ,101.1, ,65.5, ,84.7, ,53, ,13, ,28, ,47.8, ,4.0, ,96.4, ,74.8, 
87,6/15/2022,166,0.30, ,0, ,714, ,15.0, ,104.3, ,67.4, ,86.0, ,67, ,13, ,35, ,55.5, ,4.1, ,97.6, ,75.1, 
87,6/16/2022,167,0.33, ,0, ,721, ,12.4, ,105.6, ,68.3, ,87.5, ,51, ,13, ,28, ,50.2, ,4.9, ,118.7, ,75.2, 
87,6/17/2022,168,0.38, ,0, ,711, ,10.1, ,104.9, ,64.0, ,86.2, ,49, ,11, ,24, ,44.7, ,8.1, ,194.4, ,75.0, 
87,6/18/2022,169,0.40, ,0, ,691, ,5.3,Y,98.3, ,64.3, ,83.0, ,25, ,9, ,14,Y,28.7,Y,9.2, ,221.0, ,73.8, 
87,6/19/2022,170,0.31, ,0, ,751,R,6.2, ,95.6, ,58.7, ,79.7, ,36, ,9, ,18, ,32.5, ,4.7, ,112.7, ,72.8, 
87,6/20/2022,171,0.29, ,0, ,735, ,9.3, ,101.2, ,63.5, ,84.3, ,48, ,9, ,23, ,42.6, ,3.5, ,83.6, ,73.1, 
87,6/21/2022,172,0.32, ,0, ,684, ,14.5, ,103.3, ,65.3, ,85.9, ,57, ,17, ,34, ,54.5, ,5.6, ,133.8, ,76.9, 
87,6/22/2022,173,0.26, ,0, ,567, ,19.8, ,104.8, ,78.1, ,90.6, ,67, ,23, ,40, ,63.2, ,5.0, ,120.2, ,80.2, 
87,6/23/2022,174,0.31, ,0, ,678, ,17.8, ,106.9, ,77.0, ,91.5, ,64, ,22, ,35, ,60.3, ,4.6, ,110.6, ,82.3, 
87,6/24/2022,175,0.32, ,0, ,675, ,17.0, ,104.3, ,74.0, ,91.1, ,47, ,21, ,34, ,58.9, ,4.8, ,116.3, ,80.9, 
87,6/25/2022,176,0.31, ,0, ,690, ,18.9, ,106.5, ,72.8, ,91.7, ,73, ,18, ,37, ,61.9, ,4.7, ,112.9, ,79.4, 
87,6/26/2022,177,0.33, ,0, ,676, ,25.2, ,102.1, ,76.8, ,90.2, ,77, ,35, ,52, ,70.2, ,8.7, ,208.2, ,79.8, 
87,6/27/2022,178,0.29, ,0, ,668, ,23.6, ,103.2, ,76.8, ,91.2, ,70, ,29, ,47, ,68.2, ,4.7, ,112.2, ,80.2, 
87,6/28/2022,179,0.31, ,0, ,676, ,20.2, ,107.1, ,79.5, ,93.8, ,61, ,23, ,37, ,63.8, ,4.4, ,106.5, ,80.7, 
87,6/29/2022,180,0.37, ,0, ,671, ,13.1, ,109.7, ,78.7, ,94.4, ,43, ,15, ,24, ,51.8, ,6.8, ,163.7, ,80.1, 
87,6/30/2022,181,0.33, ,0, ,675, ,17.2, ,106.6, ,80.9, ,93.7, ,51, ,19, ,32, ,59.2, ,5.5, ,131.4, ,79.7, 
