158,6/1/2022,152,0.24, ,0, ,685, ,11.6, ,85.1, ,43.8, ,63.6, ,89, ,31, ,58, ,48.4, ,2.5, ,60.2, ,65.2, 
158,6/2/2022,153,0.22, ,0, ,673, ,12.3, ,80.4, ,49.7, ,62.7, ,89, ,36, ,63, ,50.1, ,2.4, ,56.8, ,66.2, 
158,6/3/2022,154,0.18, ,0, ,582, ,14.1, ,71.7, ,49.6, ,60.3, ,95, ,66, ,79, ,53.8, ,2.8, ,66.7, ,66.5, 
158,6/4/2022,155,0.10, ,0, ,329, ,12.3, ,70.8, ,51.8, ,60.5, ,97, ,48, ,68, ,50.0, ,2.4, ,57.0, ,65.9, 
158,6/5/2022,156,0.10, ,0.40, ,371, ,17.9,Y,73.0, ,55.4, ,63.6, ,99, ,73, ,89,Y,60.4,Y,2.2, ,53.0, ,66.5, 
158,6/6/2022,157,0.23, ,0, ,707, ,14.2, ,79.4, ,47.9, ,63.5, ,99, ,47, ,71, ,54.0, ,2.6, ,63.6, ,67.2, 
158,6/7/2022,158,0.22, ,0, ,662, ,13.5, ,79.4, ,47.6, ,62.3, ,98, ,48, ,71, ,52.6, ,2.5, ,60.3, ,67.3, 
158,6/8/2022,159,0.21, ,0, ,641, ,14.5, ,81.1, ,51.3, ,64.7, ,95, ,47, ,70, ,54.5, ,2.3, ,54.0, ,67.7, 
158,6/9/2022,160,0.24, ,0, ,632, ,13.6, ,92.9, ,50.8, ,72.2, ,96, ,30, ,50, ,52.7, ,2.8, ,67.9, ,68.2, 
158,6/10/2022,161,0.27, ,0, ,688, ,17.3,Y,96.2, ,56.9, ,78.0,Y,87, ,30, ,53,Y,59.4,Y,3.0, ,73.0, ,69.7, 
158,6/11/2022,162,0.24, ,0, ,680, ,18.4,R,86.7, ,57.7, ,71.1, ,95, ,46, ,--,R,--,I,2.8, ,67.1, ,70.6, 
158,6/12/2022,163,0.17, ,0, ,522, ,15.5, ,74.6, ,56.6, ,64.5, ,96, ,48, ,75, ,56.4, ,3.7, ,89.4, ,68.9, 
158,6/13/2022,164,0.24, ,0, ,722, ,10.9, ,77.5, ,46.3, ,63.5, ,92, ,34, ,54, ,46.7, ,3.1, ,73.9, ,67.7, 
158,6/14/2022,165,0.25, ,0, ,709, ,11.9, ,83.1, ,46.9, ,65.6, ,90, ,33, ,55, ,49.1, ,2.9, ,68.9, ,67.7, 
158,6/15/2022,166,0.24, ,0, ,711, ,12.6, ,84.0, ,49.8, ,64.4, ,88, ,37, ,61, ,50.8, ,2.5, ,60.8, ,68.1, 
158,6/16/2022,167,0.22, ,0, ,676, ,11.3, ,76.2, ,47.3, ,61.2, ,89, ,33, ,61, ,47.8, ,3.4, ,80.5, ,66.2, 
158,6/17/2022,168,0.19, ,0, ,627, ,10.8, ,65.8, ,47.5, ,56.9, ,92, ,53, ,68, ,46.5, ,4.3,R,103.6,R,65.6, 
158,6/18/2022,169,0.22, ,0, ,715, ,10.5, ,72.1, ,42.7, ,58.3, ,96, ,39, ,63, ,45.8, ,2.9, ,70.5, ,65.0, 
158,6/19/2022,170,0.24, ,0, ,708, ,11.5, ,79.2, ,44.6, ,63.2, ,92, ,33, ,58, ,48.2, ,2.8, ,66.6, ,64.2, 
158,6/20/2022,171,0.26, ,0, ,693, ,11.8, ,85.6, ,48.0, ,67.8, ,90, ,29, ,51, ,48.8, ,3.3, ,78.8, ,64.7, 
158,6/21/2022,172,0.28, ,0, ,717, ,11.7, ,100.4,Y,52.7, ,77.5,Y,84, ,15, ,36,Y,48.8,Y,3.1, ,75.2, ,66.0, 
158,6/22/2022,173,0.26, ,0, ,715, ,14.1, ,87.6, ,56.1, ,72.8, ,83, ,35, ,51, ,53.7, ,3.2, ,76.6, ,67.5, 
158,6/23/2022,174,0.25, ,0, ,700, ,13.8, ,87.5, ,53.1, ,68.7, ,94, ,31, ,57, ,53.1, ,2.6, ,62.9, ,69.3, 
158,6/24/2022,175,0.24, ,0, ,713, ,13.9, ,88.5, ,48.0, ,65.2, ,94, ,40, ,65, ,53.3, ,2.5, ,59.4, ,69.3, 
158,6/25/2022,176,0.23, ,0, ,697, ,13.6, ,80.3, ,45.8, ,61.4, ,97, ,45, ,73, ,52.8, ,2.5, ,60.6, ,69.0, 
158,6/26/2022,177,0.22, ,0, ,674, ,14.5, ,83.9, ,52.4, ,63.0, ,99, ,43, ,74, ,54.5, ,2.5, ,58.8, ,69.4, 
158,6/27/2022,178,0.21, ,0, ,679, ,14.7, ,84.3, ,51.5, ,63.0, ,99, ,47, ,75, ,54.8, ,2.3, ,54.1, ,69.8, 
158,6/28/2022,179,0.24, ,0, ,716, ,13.1, ,86.6, ,47.0, ,64.7, ,97, ,35, ,63, ,51.8, ,2.3, ,55.2, ,69.8, 
158,6/29/2022,180,0.22, ,0, ,717, ,13.3, ,77.6, ,46.5, ,60.0, ,97, ,51, ,75, ,52.2, ,2.5, ,60.1, ,69.4, 
158,6/30/2022,181,0.20, ,0, ,653, ,13.4, ,75.7, ,50.5, ,59.8, ,95, ,52, ,76, ,52.3, ,2.8, ,67.2, ,69.4, 
