247,6/1/2022,152,0.29, ,0, ,727, ,14.9, ,86.1, ,59.0, ,73.3, ,91, ,29, ,53, ,55.3, ,7.6, ,183.2, ,67.4, 
247,6/2/2022,153,0.29, ,0, ,639, ,14.5, ,83.0, ,64.4,Y,73.5, ,72, ,36, ,51, ,54.5, ,10.1, ,241.4, ,67.7, 
247,6/3/2022,154,0.23, ,0, ,567, ,17.2,Y,78.2, ,64.4,Y,70.1, ,77, ,54, ,68,Y,59.3,Y,11.2, ,267.6, ,67.6, 
247,6/4/2022,155,0.16, ,0, ,373, ,14.3, ,76.8, ,61.2, ,67.5, ,83, ,44, ,62, ,54.1, ,8.9, ,213.7, ,67.2, 
247,6/5/2022,156,0.13, ,0.05, ,428, ,22.2,R,83.8, ,60.5, ,69.5, ,100, ,68, ,--,R,--,I,6.6, ,158.9, ,67.7, 
247,6/6/2022,157,0.27, ,0, ,740, ,17.3,Y,81.4, ,60.4, ,70.4, ,97, ,47, ,68,Y,59.4,Y,9.5, ,226.9, ,68.5, 
247,6/7/2022,158,0.29, ,0, ,700, ,15.5, ,82.5, ,63.0, ,72.5, ,82, ,37, ,57, ,56.4, ,10.6, ,255.1, ,68.6, 
247,6/8/2022,159,0.29, ,0.01, ,649, ,15.5, ,83.0, ,66.2,Y,73.8, ,70, ,40, ,54, ,56.3, ,10.3, ,247.5, ,68.6, 
247,6/9/2022,160,0.32, ,0, ,684, ,15.8, ,89.4, ,64.1, ,76.7, ,70, ,36, ,50, ,56.8, ,9.5, ,228.8, ,69.1, 
247,6/10/2022,161,0.33, ,0, ,721, ,18.5,Y,94.3, ,70.8,R,82.1,Y,66, ,35, ,49,Y,61.3,Y,9.7, ,232.2, ,70.3, 
247,6/11/2022,162,0.32, ,0, ,711, ,21.0,R,90.6, ,--,S,80.2, ,88, ,42, ,--,R,--,I,11.0, ,263.2, ,71.1, 
247,6/12/2022,163,0.22, ,0, ,569, ,21.6,R,82.9, ,62.5, ,73.7, ,92, ,65, ,--,R,--,I,9.5, ,227.1, ,71.1, 
247,6/13/2022,164,0.27, ,0, ,742, ,14.8, ,82.8, ,59.6, ,70.0, ,88, ,32, ,59, ,55.0, ,9.6, ,229.9, ,70.5, 
247,6/14/2022,165,0.30, ,0, ,735, ,14.1, ,90.5, ,63.5, ,75.8, ,75, ,27, ,46, ,53.7, ,7.9, ,188.9, ,70.8, 
247,6/15/2022,166,0.33, ,0, ,733, ,16.3, ,95.8, ,66.1,Y,78.2, ,70, ,36, ,50, ,57.8, ,9.7, ,232.0, ,71.1, 
247,6/16/2022,167,0.32, ,0, ,741, ,13.7, ,84.2, ,57.1, ,70.4, ,68, ,40, ,54, ,52.9, ,12.2, ,293.0, ,70.3, 
247,6/17/2022,168,0.27, ,0, ,722, ,11.1, ,70.1, ,55.3, ,61.6, ,84, ,43, ,59, ,47.2, ,11.0, ,263.4, ,69.4, 
247,6/18/2022,169,0.27, ,0, ,733, ,12.1, ,74.7, ,55.4, ,64.4, ,85, ,41, ,58, ,49.5, ,9.3, ,223.3, ,69.1, 
247,6/19/2022,170,0.28, ,0, ,726, ,14.3, ,83.0, ,58.4, ,70.3, ,82, ,32, ,56, ,54.0, ,8.9, ,214.1, ,69.5, 
247,6/20/2022,171,0.31, ,0, ,723, ,15.0, ,91.7, ,62.7, ,77.3, ,76, ,25, ,47, ,55.5, ,8.1, ,195.2, ,70.4, 
247,6/21/2022,172,0.32,R,0, ,730, ,15.8, ,102.4, ,65.0, ,84.9,Y,65, ,23, ,39,Y,56.9,Y,5.1, ,122.7, ,71.5, 
247,6/22/2022,173,0.23,R,0, ,484, ,17.6,Y,99.4, ,70.8,Y,83.6,H,84,H,28,H,45,Y,59.9,Y,5.4, ,130.4, ,72.4, 
247,6/23/2022,174,0.31, ,0, ,681, ,19.1,R,97.5, ,65.6, ,80.0, ,87, ,35, ,--,R,--,I,7.7, ,183.8, ,72.5, 
247,6/24/2022,175,0.31, ,0, ,735, ,19.0,Y,97.4, ,65.8, ,78.2, ,81, ,35, ,58,Y,62.1,Y,8.7, ,208.7, ,72.5, 
247,6/25/2022,176,0.30, ,0, ,743, ,19.2,Y,91.5, ,61.7, ,75.1, ,98, ,31, ,65,Y,62.4,Y,10.4, ,249.2, ,72.2, 
247,6/26/2022,177,0.29, ,0, ,749,R,21.3,R,92.7, ,61.9, ,73.8, ,100, ,39, ,--,R,--,I,11.7, ,279.8, ,71.8, 
247,6/27/2022,178,0.30, ,0, ,750,R,21.0,R,100.3, ,62.0, ,75.8, ,100, ,42, ,--,R,--,I,10.8, ,258.7, ,71.6, 
247,6/28/2022,179,0.34, ,0, ,737, ,18.5,Y,100.2, ,67.4,Y,79.0, ,76, ,36, ,55,Y,61.3,Y,11.2, ,269.5, ,71.5, 
247,6/29/2022,180,0.29, ,0, ,749,R,18.5,Y,85.6, ,59.3, ,71.7, ,100, ,41, ,70,Y,61.3,Y,10.9, ,260.6, ,71.2, 
247,6/30/2022,181,0.26, ,0, ,734, ,16.4, ,79.1, ,53.7, ,67.0, ,100, ,48, ,72, ,57.9, ,7.6, ,182.2, ,70.9, 
