174,6/1/2022,152,0.21, ,0, ,627, ,15.1, ,73.5, ,55.0, ,64.2, ,88, ,58, ,74, ,55.5, ,4.0, ,95.9, ,72.6, 
174,6/2/2022,153,0.18, ,0, ,572, ,15.0, ,71.2, ,54.4, ,63.1, ,89, ,63, ,76, ,55.4, ,4.1, ,97.2, ,73.3, 
174,6/3/2022,154,0.14, ,0, ,434, ,14.7, ,71.8, ,59.9, ,64.4, ,80, ,60, ,71, ,54.8, ,3.5, ,83.4, ,73.9, 
174,6/4/2022,155,0.11, ,0, ,335, ,15.0, ,72.2, ,58.9, ,64.7, ,84, ,60, ,72, ,55.4, ,3.3, ,79.1, ,74.1, 
174,6/5/2022,156,0.17, ,0, ,503, ,15.5, ,73.4, ,59.0, ,65.8, ,84, ,58, ,72, ,56.4, ,4.1, ,98.1, ,74.1, 
174,6/6/2022,157,0.18, ,0, ,528, ,16.7, ,74.7, ,61.1, ,67.2, ,85, ,61, ,73, ,58.4, ,3.4, ,82.5, ,74.4, 
174,6/7/2022,158,0.18, ,0, ,557, ,16.9, ,73.8, ,62.7, ,66.6, ,84, ,64, ,76, ,58.8, ,4.0, ,95.5, ,74.8, 
174,6/8/2022,159,0.16,R,0, ,508, ,16.8, ,73.9, ,62.0, ,65.9, ,85, ,64, ,77, ,58.6, ,3.7, ,89.9, ,75.3, 
174,6/9/2022,160,0.19, ,0, ,578, ,16.9, ,73.2, ,60.8, ,65.8, ,88, ,68, ,78, ,58.7, ,3.6, ,85.8, ,74.8, 
174,6/10/2022,161,0.17, ,0, ,547, ,17.2, ,74.6, ,59.5, ,65.7, ,90, ,65, ,80, ,59.3, ,3.5, ,84.6, ,74.2, 
174,6/11/2022,162,0.21,R,0, ,609, ,16.9, ,78.5, ,60.9, ,68.8, ,86, ,52, ,70, ,58.7, ,3.4, ,80.6, ,74.7, 
174,6/12/2022,163,0.20, ,0, ,629, ,16.3, ,72.7, ,60.8, ,65.7, ,87, ,63, ,76, ,57.8, ,4.0, ,95.5, ,75.3, 
174,6/13/2022,164,0.14, ,0.02, ,412, ,17.0, ,76.0, ,62.5, ,67.4, ,88, ,58, ,74, ,58.9, ,3.5, ,84.2, ,75.0, 
174,6/14/2022,165,0.18,R,0, ,518, ,16.7, ,74.3, ,61.3, ,67.2, ,86, ,61, ,73, ,58.4, ,3.6, ,85.4, ,74.7, 
174,6/15/2022,166,0.18, ,0, ,539, ,17.0, ,73.2, ,59.4, ,66.6, ,89, ,66, ,76, ,58.9, ,3.5, ,83.9, ,74.3, 
174,6/16/2022,167,0.15, ,0, ,458, ,17.1, ,73.5, ,64.2, ,67.2, ,81, ,66, ,75, ,59.0, ,3.5, ,84.7, ,74.5, 
174,6/17/2022,168,0.19, ,0, ,548, ,14.8, ,74.0, ,57.8, ,66.5, ,83, ,56, ,67, ,55.1, ,4.1, ,99.5, ,74.5, 
174,6/18/2022,169,0.21, ,0, ,603, ,13.2, ,75.8, ,54.7, ,64.7, ,85, ,45, ,63, ,51.9, ,3.1, ,75.6, ,73.7, 
174,6/19/2022,170,0.23, ,0, ,658, ,14.2, ,80.0, ,55.1, ,66.1, ,88, ,36, ,65, ,53.9, ,3.3, ,79.4, ,73.5, 
174,6/20/2022,171,0.24,R,0, ,665, ,14.2, ,94.6,Y,54.1, ,72.4,H,88,H,22,H,52, ,54.0, ,2.9, ,69.3, ,74.1, 
174,6/21/2022,172,0.22, ,0, ,651, ,16.6, ,78.3, ,59.5, ,67.6, ,90, ,46, ,72, ,58.2, ,3.7, ,88.6, ,75.3, 
174,6/22/2022,173,0.18, ,0.03, ,499, ,16.3, ,88.7, ,61.7, ,71.5, ,84, ,36, ,62, ,57.8, ,2.7, ,63.6, ,75.6, 
174,6/23/2022,174,0.23, ,0, ,634, ,16.0, ,89.7,Y,60.2, ,71.7, ,90, ,28, ,60, ,57.3, ,2.7, ,65.3, ,76.2, 
174,6/24/2022,175,0.23, ,0, ,656, ,15.9, ,88.4, ,56.9, ,69.7, ,89, ,36, ,64, ,57.0, ,3.0, ,71.1, ,76.5, 
174,6/25/2022,176,0.22, ,0, ,648, ,15.7, ,86.6, ,55.4, ,67.5, ,90, ,40, ,68, ,56.7, ,2.7, ,65.1, ,76.3, 
174,6/26/2022,177,0.21, ,0, ,621, ,16.3, ,85.3, ,57.0, ,67.9, ,90, ,44, ,70, ,57.7, ,3.4, ,82.8, ,76.3, 
174,6/27/2022,178,0.22, ,0, ,632, ,16.5, ,89.1, ,57.5, ,70.3, ,89, ,36, ,65, ,58.0, ,3.4, ,80.5, ,77.3, 
174,6/28/2022,179,0.22, ,0, ,631, ,17.0, ,78.4, ,59.5, ,68.8, ,90, ,55, ,70, ,58.9, ,3.4, ,81.3, ,77.8, 
174,6/29/2022,180,0.22, ,0, ,612, ,17.9, ,78.5, ,62.4, ,70.1, ,88, ,53, ,71, ,60.3, ,3.8, ,91.8, ,77.9, 
174,6/30/2022,181,0.22, ,0, ,616, ,17.3, ,81.7, ,61.9, ,70.1, ,90, ,40, ,69, ,59.5, ,3.2, ,76.1, ,77.9, 
