205,6/1/2022,152,0.32, ,0, ,747,R,6.3, ,93.8, ,58.1, ,78.9, ,27, ,13, ,19, ,32.9, ,5.4, ,128.9, ,83.0,Y
205,6/2/2022,153,0.33, ,0, ,724, ,8.3, ,96.0, ,65.6, ,81.7, ,30, ,17, ,22, ,39.6, ,6.2, ,147.6, ,84.9,Y
205,6/3/2022,154,0.30, ,0, ,693, ,11.1, ,90.9, ,63.6, ,77.5, ,51, ,23, ,35, ,47.4, ,5.8, ,139.6, ,85.7,Y
205,6/4/2022,155,0.28, ,0, ,692, ,10.4, ,87.3, ,58.8, ,74.3, ,65, ,20, ,36, ,45.7, ,5.7, ,135.6, ,85.7,Y
205,6/5/2022,156,0.31, ,0, ,744, ,12.4, ,89.3, ,60.8, ,76.4, ,52, ,30, ,40, ,50.3, ,6.0, ,145.1, ,85.8,Y
205,6/6/2022,157,0.32, ,0, ,759,R,13.0, ,90.6, ,64.2, ,78.2, ,65, ,23, ,39, ,51.4, ,6.6, ,159.0, ,86.8,Y
205,6/7/2022,158,0.35, ,0, ,766,R,8.7, ,95.5, ,56.6, ,80.1, ,35, ,16, ,25, ,41.0, ,6.6, ,158.5, ,86.6,Y
205,6/8/2022,159,0.32, ,0, ,744, ,11.5, ,95.5, ,58.7, ,80.6, ,49, ,19, ,32, ,48.2, ,6.0, ,144.9, ,87.2,Y
205,6/9/2022,160,0.31, ,0, ,668, ,12.4, ,96.8, ,66.5, ,82.5, ,50, ,24, ,33, ,50.2, ,6.5, ,155.0, ,88.0,Y
205,6/10/2022,161,0.38, ,0, ,761,R,11.1, ,103.0, ,69.7, ,88.5, ,38, ,17, ,24, ,47.2, ,6.9, ,164.8, ,88.3,Y
205,6/11/2022,162,0.37, ,0, ,768,R,9.7, ,103.3, ,65.9, ,87.7, ,40, ,10, ,22, ,43.8, ,6.1, ,146.7, ,89.5,R
205,6/12/2022,163,0.31, ,0, ,665, ,14.1, ,96.1, ,66.6, ,81.7, ,56, ,26, ,38, ,53.8, ,6.4, ,153.6, ,89.8,R
205,6/13/2022,164,0.37, ,0, ,789,R,7.9, ,85.5, ,59.5, ,73.9, ,58, ,15, ,28, ,38.3, ,9.2, ,221.1, ,88.8,R
205,6/14/2022,165,0.38, ,0, ,984,R,5.1, ,89.7, ,67.4, ,82.4, ,30, ,9, ,13, ,27.5, ,10.8,R,258.8,R,86.5,Y
205,6/15/2022,166,0.37, ,0, ,786,R,6.1, ,97.4, ,60.5, ,81.4, ,25, ,11, ,17, ,32.0, ,6.8, ,162.1, ,86.3,Y
205,6/16/2022,167,0.33, ,0, ,775,R,7.9, ,94.7, ,60.3, ,79.3, ,36, ,18, ,23, ,38.3, ,5.4, ,130.6, ,87.5,Y
205,6/17/2022,168,0.24, ,0, ,619, ,7.7, ,76.0,Y,54.8, ,64.7, ,57, ,25, ,37, ,37.8, ,5.2, ,125.8, ,86.8,Y
205,6/18/2022,169,0.28, ,0, ,756,R,8.0, ,80.0, ,50.6, ,66.3, ,58, ,26, ,36, ,38.7, ,5.8, ,138.9, ,85.2, 
205,6/19/2022,170,0.35, ,0, ,785,R,7.2, ,85.5, ,54.7, ,71.8, ,41, ,18, ,27, ,36.2, ,7.9, ,190.1, ,84.8, 
205,6/20/2022,171,0.35, ,0, ,778,R,8.1, ,92.6, ,55.4, ,77.6, ,43, ,17, ,25, ,39.1, ,6.8, ,162.8, ,85.0, 
205,6/21/2022,172,0.33, ,0, ,769,R,7.3, ,100.8, ,63.8, ,84.7, ,28, ,10, ,18, ,36.5, ,4.7, ,113.8, ,86.7,Y
205,6/22/2022,173,0.36, ,0, ,687, ,10.3, ,97.2, ,65.2, ,84.8, ,32, ,19, ,25, ,45.4, ,7.0, ,169.1, ,88.3,Y
205,6/23/2022,174,0.33, ,0, ,707, ,11.2, ,100.2, ,70.8, ,87.0, ,38, ,18, ,26, ,47.5, ,5.0, ,119.0, ,89.4,Y
205,6/24/2022,175,0.35, ,0, ,748, ,11.0, ,103.4, ,73.3, ,89.5, ,37, ,15, ,23, ,47.2, ,5.4, ,128.7, ,91.0,Y
205,6/25/2022,176,0.37, ,0, ,756,R,7.9, ,105.7, ,73.1, ,90.5, ,27, ,13, ,16, ,38.4, ,5.8, ,140.0, ,92.1,Y
205,6/26/2022,177,0.36, ,0, ,768,R,7.7, ,105.6, ,68.6, ,89.9, ,22, ,10, ,16, ,37.8, ,5.6, ,134.7, ,92.6,Y
205,6/27/2022,178,0.38, ,0, ,764,R,8.1, ,106.3, ,70.2, ,90.9, ,28, ,10, ,16, ,39.2, ,6.2, ,147.7, ,93.2,Y
205,6/28/2022,179,0.37, ,0, ,760,R,7.9, ,103.7, ,70.7, ,88.9, ,29, ,10, ,17, ,38.3, ,6.2, ,148.3, ,93.6,Y
205,6/29/2022,180,0.34, ,0, ,743, ,7.6, ,103.3, ,69.9, ,87.6, ,30, ,11, ,17, ,37.4, ,5.1, ,122.4, ,93.6,Y
205,6/30/2022,181,0.33, ,0, ,794,R,6.6, ,97.7, ,58.1, ,81.4, ,24, ,11, ,18, ,33.8, ,4.8, ,115.8, ,93.0,Y
