153,6/1/2022,152,0.25, ,0, ,756,R,16.3, ,83.0, ,50.5, ,65.9, ,92, ,52, ,75, ,57.7, ,4.3, ,103.5, ,76.0, 
153,6/2/2022,153,0.25, ,0, ,727, ,19.9, ,90.7, ,54.4, ,70.0, ,97, ,56, ,79, ,63.3, ,4.7, ,111.8, ,75.9, 
153,6/3/2022,154,0.24,R,0, ,700, ,21.7,Y,84.7, ,57.3, ,72.3,Y,98,H,53,H,80,Y,65.8,Y,5.2, ,123.6, ,77.7,Y
153,6/4/2022,155,0.24, ,0, ,697, ,18.8, ,81.1, ,62.1, ,68.9, ,93, ,61, ,78, ,61.7, ,5.3, ,126.9, ,77.4,Y
153,6/5/2022,156,0.26, ,0, ,711, ,17.8, ,86.6, ,61.9, ,71.0, ,90, ,47, ,69, ,60.2, ,5.4, ,129.1, ,79.4,Y
153,6/6/2022,157,0.27, ,0, ,738, ,19.5, ,86.8, ,61.3, ,72.9,Y,91, ,49, ,71,Y,62.8,Y,5.7, ,137.2, ,80.2,R
153,6/7/2022,158,0.27,R,0, ,726, ,20.5, ,90.5, ,61.7, ,73.8,Y,92, ,48, ,72,Y,64.3,Y,6.0, ,144.8, ,81.1,R
153,6/8/2022,159,0.27, ,0, ,724, ,21.5,Y,91.9, ,61.1, ,74.2,Y,97, ,45, ,75,Y,65.6,Y,5.5, ,131.0, ,80.5,R
153,6/9/2022,160,0.26,R,0, ,716, ,23.9,Y,99.8,Y,62.1, ,75.9,Y,98, ,52, ,78,Y,68.7,Y,5.0, ,120.3, ,--,S
153,6/10/2022,161,0.28,R,0, ,730, ,22.5,Y,104.1,R,61.9, ,76.8,Y,100, ,43, ,72,Y,66.9,Y,4.8, ,116.0, ,78.0,Y
153,6/11/2022,162,0.28,R,0, ,733, ,22.0,Y,104.9,R,60.4, ,77.4,R,95,H,44,H,--,R,--,I,4.9, ,116.7, ,79.4,Y
153,6/12/2022,163,0.28, ,0, ,755,R,21.7,Y,103.8,R,58.4, ,73.3, ,97, ,53, ,77,Y,65.8,Y,5.7, ,137.9, ,80.8,R
153,6/13/2022,164,0.27, ,0, ,758,R,20.4, ,87.4, ,62.4, ,71.0, ,91, ,56, ,79, ,64.0, ,5.9, ,142.0, ,81.2,R
153,6/14/2022,165,0.27, ,0, ,751,R,18.2, ,83.6, ,61.4, ,71.3, ,88, ,48, ,69, ,60.8, ,5.1, ,123.3, ,80.7,Y
153,6/15/2022,166,0.26, ,0, ,707, ,21.4,Y,92.4, ,58.5, ,72.9, ,95, ,57, ,78,Y,65.5,Y,4.8, ,114.3, ,79.6,Y
153,6/16/2022,167,0.28, ,0, ,745, ,22.8,Y,105.2,R,59.3, ,74.9,Y,97, ,54, ,77,Y,67.3,Y,5.4, ,130.3, ,79.7,Y
153,6/17/2022,168,0.27, ,0, ,756,R,19.4, ,87.9, ,61.1, ,71.6, ,89, ,54, ,73, ,62.7, ,5.7, ,137.3, ,81.3,Y
153,6/18/2022,169,0.27, ,0, ,766,R,16.2, ,81.3, ,57.8, ,69.3, ,89, ,42, ,66, ,57.5, ,5.4, ,130.0, ,80.5,Y
153,6/19/2022,170,0.28, ,0, ,776,R,15.1, ,94.8, ,50.5, ,69.6, ,92, ,39, ,61, ,55.7, ,4.6, ,111.4, ,79.1, 
153,6/20/2022,171,0.30,R,0, ,772,R,18.8, ,--,S,53.0, ,76.2,Y,93, ,33, ,61,Y,61.8,Y,4.3, ,103.6, ,80.8,Y
153,6/21/2022,172,0.26, ,0.00, ,690, ,19.4, ,88.1, ,58.6, ,74.3, ,96, ,41, ,67, ,62.7, ,4.9, ,117.3, ,81.3,Y
153,6/22/2022,173,0.24, ,0, ,603, ,22.1,Y,94.2, ,61.5, ,78.0,Y,100, ,40, ,67,Y,66.4,Y,4.0, ,97.0, ,79.1, 
153,6/23/2022,174,0.30,R,0, ,736, ,20.6, ,--,S,65.2, ,80.6,Y,94, ,30, ,58,Y,64.3,Y,4.5, ,108.2, ,78.8, 
153,6/24/2022,175,0.30,R,0, ,754,R,20.5, ,--,S,60.4, ,80.0,Y,100, ,34, ,59,Y,64.2,Y,4.1, ,99.1, ,79.0, 
153,6/25/2022,176,0.31, ,0, ,780,R,19.3, ,--,S,56.1, ,78.2,Y,100,H,28,H,58,Y,62.4,Y,4.2, ,101.8, ,80.2, 
153,6/26/2022,177,0.31,R,0, ,777,R,19.9, ,--,S,56.5, ,78.5,Y,99, ,28, ,60,Y,63.3,Y,4.6, ,111.6, ,79.3, 
153,6/27/2022,178,0.30,R,0, ,727, ,21.7, ,103.7,Y,63.1, ,81.9,R,100,H,25,H,--,R,--,I,4.4, ,105.0, ,80.6, 
153,6/28/2022,179,0.31,R,0, ,729, ,21.3, ,103.9,Y,67.3,Y,83.6,R,96, ,26, ,--,R,--,I,4.5, ,108.8, ,82.5,Y
153,6/29/2022,180,0.30,R,0.01,H,731, ,25.6,R,--,S,65.0, ,83.1,R,100,H,26,H,--,R,--,I,4.8, ,114.5, ,84.1,R
153,6/30/2022,181,0.30,R,0, ,723, ,24.1,Y,104.2,R,65.7, ,81.6,Y,98, ,34, ,65,Y,68.9,Y,5.2, ,124.6, ,84.5,R
