136,6/1/2022,152,0.30, ,0, ,719, ,10.3, ,102.5, ,65.0, ,83.3, ,50, ,7, ,27, ,45.4, ,5.2, ,125.8, ,77.5, 
136,6/2/2022,153,0.35, ,0, ,678, ,9.5, ,102.2, ,65.7, ,87.2, ,38, ,11, ,22, ,43.3, ,6.1, ,147.1, ,77.5, 
136,6/3/2022,154,0.30, ,0.04,H,660, ,11.4, ,99.1, ,68.1, ,85.0, ,42, ,14, ,28, ,48.0, ,5.7, ,136.8, ,78.2, 
136,6/4/2022,155,0.32, ,0, ,697, ,12.3, ,100.1, ,66.3, ,85.7, ,52, ,15, ,29, ,50.0, ,6.1, ,146.4, ,78.0, 
136,6/5/2022,156,0.30, ,0, ,668, ,15.1, ,102.1, ,69.7, ,86.3, ,61, ,18, ,35, ,55.6, ,5.9, ,141.0, ,78.6, 
136,6/6/2022,157,0.31, ,0, ,685, ,15.2, ,103.0, ,70.5, ,88.7, ,59, ,15, ,33, ,55.8, ,5.2, ,123.9, ,80.3, 
136,6/7/2022,158,0.31, ,0, ,684, ,16.5, ,102.7, ,74.0, ,89.9, ,61, ,16, ,34, ,58.1, ,4.9, ,117.8, ,81.7, 
136,6/8/2022,159,0.32, ,0, ,684, ,17.8, ,104.1, ,76.9,Y,91.2, ,54, ,18, ,36, ,60.2, ,5.1, ,122.4, ,82.5, 
136,6/9/2022,160,0.33, ,0, ,679, ,17.7, ,104.2, ,74.8, ,92.1, ,61, ,20, ,34, ,60.0, ,5.2, ,125.4, ,83.0, 
136,6/10/2022,161,0.31, ,0, ,633, ,17.1, ,108.0, ,77.8,Y,94.6, ,52, ,17, ,31, ,59.1, ,4.7, ,113.7, ,83.6, 
136,6/11/2022,162,0.34, ,0, ,669, ,16.4, ,110.5, ,76.5, ,96.4,Y,46, ,17, ,28,Y,57.9,Y,5.3, ,126.2, ,84.5, 
136,6/12/2022,163,0.39, ,0, ,707, ,10.9, ,114.6,Y,79.0,Y,95.9, ,31, ,8, ,19, ,46.8, ,7.1, ,169.7, ,85.3,Y
136,6/13/2022,164,0.36, ,0, ,712, ,12.2, ,107.2, ,74.6, ,89.9, ,55, ,8, ,25, ,49.7, ,7.2, ,173.8, ,85.4,Y
136,6/14/2022,165,0.31, ,0, ,699, ,12.3, ,105.7, ,67.8, ,88.2, ,66, ,9, ,27, ,50.1, ,5.0, ,120.3, ,85.1, 
136,6/15/2022,166,0.33, ,0, ,698, ,13.7, ,109.0, ,71.3, ,90.2, ,52, ,10, ,28, ,52.9, ,5.3, ,127.4, ,85.5, 
136,6/16/2022,167,0.36, ,0, ,691, ,12.6, ,111.0, ,71.4, ,92.4, ,47, ,11, ,24, ,50.8, ,6.2, ,147.7, ,85.9,Y
136,6/17/2022,168,0.37, ,0, ,704, ,10.6, ,114.7,Y,69.1, ,89.0, ,51, ,8, ,23, ,46.1, ,7.2,Y,172.0,Y,86.3,Y
136,6/18/2022,169,0.34, ,0, ,719, ,6.6, ,101.1, ,62.2, ,81.8, ,45, ,6, ,18, ,33.8, ,6.6, ,158.8, ,85.5, 
136,6/19/2022,170,0.29, ,0, ,723, ,8.0, ,97.0, ,60.2, ,81.0, ,51, ,8, ,22, ,38.7, ,4.6, ,110.2, ,84.6, 
136,6/20/2022,171,0.33, ,0, ,724, ,7.7, ,103.9, ,65.4, ,86.5, ,48, ,5, ,18, ,37.8, ,5.5, ,131.9, ,84.8, 
136,6/21/2022,172,0.35, ,0.16,H,715, ,12.1, ,105.8, ,68.5, ,88.1, ,58, ,7, ,27, ,49.6, ,6.1, ,146.5, ,84.5, 
136,6/22/2022,173,0.29, ,0.19,H,556, ,17.4, ,106.5, ,75.8, ,89.5, ,59, ,19, ,37, ,59.5, ,6.5, ,155.4, ,82.2, 
136,6/23/2022,174,0.36, ,0, ,668, ,16.5, ,109.6, ,77.0, ,95.7, ,56, ,12, ,29, ,58.1, ,6.9,Y,165.2,Y,81.8, 
136,6/24/2022,175,0.37, ,0, ,695, ,13.3, ,113.8, ,78.8, ,96.5, ,34, ,16, ,23, ,52.2, ,6.0, ,143.1, ,82.3, 
136,6/25/2022,176,0.32, ,0.15,H,739, ,11.5, ,107.5, ,58.6,Y,87.7, ,85, ,8, ,26, ,48.2, ,5.4, ,130.4, ,81.9, 
136,6/26/2022,177,0.37, ,0, ,686, ,18.9, ,106.1, ,78.8, ,93.9, ,48, ,19, ,35, ,61.8, ,8.4,R,201.7,R,81.4, 
136,6/27/2022,178,0.31, ,0.36, ,679, ,23.7, ,103.9, ,74.8, ,91.2, ,95, ,26, ,47, ,68.4, ,5.7, ,135.9, ,83.2, 
136,6/28/2022,179,0.38, ,0.15, ,692, ,15.5, ,115.0,Y,82.2, ,98.7, ,32, ,18, ,25, ,56.3, ,6.7,Y,160.0,Y,84.2, 
136,6/29/2022,180,0.36,R,0, ,689, ,11.9, ,114.5,Y,80.5, ,99.3,Y,29, ,10, ,19,Y,49.1,Y,5.4, ,129.3, ,83.8, 
136,6/30/2022,181,0.34, ,0.03, ,683, ,15.7, ,108.1, ,79.8, ,95.4, ,40, ,19, ,28, ,56.7, ,5.3, ,127.8, ,84.4, 
