218,6/1/2022,152,0.32, ,0, ,714, ,9.0, ,102.7, ,61.0, ,84.7, ,62, ,8, ,22, ,41.8, ,5.7, ,137.0, ,74.7, 
218,6/2/2022,153,0.34, ,0, ,651, ,10.9, ,99.0, ,63.0, ,84.3, ,59, ,13, ,27, ,46.8, ,7.0, ,167.1, ,75.2, 
218,6/3/2022,154,0.32, ,0, ,660, ,11.3, ,98.9, ,66.7, ,84.9, ,49, ,16, ,27, ,47.7, ,6.9, ,164.7, ,75.4, 
218,6/4/2022,155,0.34, ,0, ,692, ,12.1, ,99.0, ,66.5, ,83.9, ,54, ,17, ,30, ,49.6, ,8.3, ,199.6, ,75.9, 
218,6/5/2022,156,0.35, ,0, ,664, ,13.4, ,100.2, ,70.9, ,86.3, ,52, ,19, ,31, ,52.3, ,9.2, ,220.8, ,76.1, 
218,6/6/2022,157,0.35, ,0, ,680, ,14.2, ,101.9, ,75.1, ,88.8, ,45, ,17, ,30, ,53.8, ,8.1, ,193.4, ,76.4, 
218,6/7/2022,158,0.32, ,0, ,679, ,15.6, ,99.8, ,73.4, ,87.2, ,61, ,19, ,35, ,56.6, ,5.6, ,134.7, ,77.1, 
218,6/8/2022,159,0.32, ,0, ,681, ,16.8, ,100.3, ,71.2, ,87.1, ,65, ,21, ,38, ,58.6, ,5.8, ,140.0, ,77.5, 
218,6/9/2022,160,0.32, ,0, ,687, ,17.4, ,101.9, ,71.2, ,87.3, ,69, ,20, ,39, ,59.6, ,5.4, ,129.1, ,78.0, 
218,6/10/2022,161,0.30, ,0, ,640, ,17.1, ,105.9, ,72.9, ,89.8, ,66, ,17, ,36, ,59.1, ,5.0, ,119.1, ,78.5, 
218,6/11/2022,162,0.36, ,0, ,682, ,15.4, ,111.3, ,74.0, ,93.5, ,58, ,15, ,29, ,56.2, ,6.9, ,166.4, ,79.2, 
218,6/12/2022,163,0.42, ,0, ,715, ,11.0, ,110.6, ,76.8,Y,93.9, ,40, ,10, ,20, ,47.0, ,8.9, ,213.4, ,79.2, 
218,6/13/2022,164,0.38, ,0, ,725, ,11.9, ,102.3, ,71.4, ,87.8, ,49, ,10, ,26, ,49.1, ,9.2, ,221.4, ,79.1, 
218,6/14/2022,165,0.34, ,0, ,713, ,11.7, ,103.4, ,73.1, ,87.4, ,50, ,11, ,26, ,48.6, ,7.4, ,178.8, ,78.9, 
218,6/15/2022,166,0.34, ,0, ,717, ,13.3, ,103.3, ,69.2, ,86.5, ,56, ,9, ,31, ,52.2, ,6.0, ,144.2, ,79.3, 
218,6/16/2022,167,0.37, ,0, ,711, ,12.4, ,103.2, ,67.0, ,88.3, ,61, ,11, ,27, ,50.2, ,7.4, ,177.8, ,78.9, 
218,6/17/2022,168,0.37, ,0, ,725, ,10.5, ,101.9, ,66.8, ,85.6, ,61, ,12, ,25, ,45.9, ,7.8, ,187.6, ,78.6, 
218,6/18/2022,169,0.36, ,0, ,739, ,6.3,Y,96.3, ,59.0, ,80.9, ,55, ,6, ,18,Y,32.8,Y,8.5, ,203.8, ,77.7, 
218,6/19/2022,170,0.33, ,0, ,736, ,7.6, ,96.8, ,67.0, ,82.6, ,38, ,8, ,20, ,37.6, ,7.4, ,177.2, ,76.7, 
218,6/20/2022,171,0.34, ,0, ,741, ,8.3, ,100.7, ,61.6, ,83.7, ,53, ,6, ,21, ,39.8, ,6.3, ,151.3, ,77.0, 
218,6/21/2022,172,0.37, ,0, ,699, ,11.7, ,103.6, ,60.2, ,85.5, ,55, ,8, ,28, ,48.6, ,7.4, ,176.7, ,76.9, 
218,6/22/2022,173,0.30, ,0.01, ,550, ,15.9, ,102.2, ,73.4, ,88.5, ,50, ,22, ,35, ,57.0, ,6.9, ,166.0, ,77.7, 
218,6/23/2022,174,0.37, ,0, ,687, ,15.3, ,106.5, ,75.1, ,93.3, ,62, ,15, ,29, ,55.9, ,7.9, ,190.2, ,78.7, 
218,6/24/2022,175,0.38, ,0, ,703, ,11.4, ,103.9, ,76.0, ,93.4, ,33, ,16, ,21, ,48.0, ,7.1, ,170.8, ,79.1, 
218,6/25/2022,176,0.36, ,0, ,725, ,11.2, ,104.7, ,73.0, ,91.0, ,37, ,11, ,23, ,47.5, ,6.4, ,152.5, ,79.3, 
218,6/26/2022,177,0.37, ,0, ,685, ,19.5, ,103.0, ,73.4, ,90.5, ,54, ,24, ,40, ,62.8, ,9.1, ,218.6, ,79.7, 
218,6/27/2022,178,0.32, ,0, ,659, ,21.7, ,101.7, ,79.5, ,91.0, ,66, ,24, ,44, ,65.9, ,6.4, ,154.3, ,80.7, 
218,6/28/2022,179,0.38, ,0, ,681, ,16.0, ,106.8, ,76.3, ,94.2, ,52, ,16, ,29, ,57.2, ,7.6, ,183.2, ,81.2, 
218,6/29/2022,180,0.39, ,0, ,686, ,10.9, ,109.0, ,78.0, ,96.6, ,42, ,12, ,19, ,46.9, ,7.4, ,177.1, ,81.3, 
218,6/30/2022,181,0.37, ,0, ,681, ,14.2, ,105.8, ,76.9, ,94.2, ,45, ,16, ,26, ,54.0, ,7.0, ,167.6, ,81.5, 
