150,6/1/2022,152,0.21, ,0, ,676, ,15.2, ,73.5, ,54.7, ,63.2, ,95, ,59, ,77, ,55.9, ,3.4, ,80.8, ,75.4, 
150,6/2/2022,153,0.20, ,0, ,647, ,15.2, ,74.7, ,53.8, ,62.7, ,95, ,58, ,78, ,55.8, ,3.5, ,84.9, ,75.8, 
150,6/3/2022,154,0.20, ,0, ,615, ,14.8, ,74.6, ,57.2, ,62.8, ,92, ,56, ,76, ,55.1, ,3.9, ,93.4, ,76.6, 
150,6/4/2022,155,0.15, ,0, ,472, ,15.5, ,70.2, ,59.2, ,63.1, ,85, ,65, ,78, ,56.3, ,4.0, ,97.1, ,75.4, 
150,6/5/2022,156,0.21, ,0, ,639, ,15.9, ,75.0, ,60.7, ,65.9, ,90, ,59, ,73, ,57.1, ,4.0, ,95.6, ,76.2, 
150,6/6/2022,157,0.22, ,0, ,679, ,17.4, ,76.3, ,61.8, ,67.1, ,91, ,62, ,77, ,59.6, ,4.3, ,102.5, ,77.8,Y
150,6/7/2022,158,0.20, ,0, ,625, ,17.2, ,76.5, ,58.8, ,65.6, ,97, ,62, ,80, ,59.2, ,3.7, ,87.7, ,78.5,Y
150,6/8/2022,159,0.21, ,0, ,652, ,17.0, ,77.0, ,58.9, ,65.8, ,91, ,59, ,79, ,58.9, ,3.9, ,93.0, ,78.2,Y
150,6/9/2022,160,0.21, ,0, ,646, ,17.7, ,80.1, ,60.6, ,67.1, ,93, ,56, ,78, ,60.0, ,3.7, ,87.8, ,79.1,Y
150,6/10/2022,161,0.22, ,0, ,665, ,17.8, ,79.5, ,58.0, ,67.3, ,100, ,57, ,78, ,60.2, ,3.8, ,90.3, ,78.6,Y
150,6/11/2022,162,0.22, ,0, ,665, ,17.6, ,78.4, ,59.8, ,67.6, ,99, ,51, ,77, ,59.9, ,3.9, ,93.6, ,79.7,Y
150,6/12/2022,163,0.22, ,0, ,678, ,17.3, ,79.8, ,59.5, ,66.8, ,99, ,54, ,77, ,59.3, ,3.6, ,86.8, ,79.7,Y
150,6/13/2022,164,0.13, ,0, ,427, ,16.9, ,74.0, ,60.9, ,65.0, ,87, ,66, ,80, ,58.7, ,3.9, ,94.2, ,79.3,Y
150,6/14/2022,165,0.22, ,0, ,665, ,15.5, ,75.8, ,58.4, ,66.0, ,93, ,56, ,71, ,56.4, ,3.8, ,90.1, ,79.3,Y
150,6/15/2022,166,0.20, ,0, ,625, ,16.5, ,74.5, ,57.3, ,64.9, ,95, ,61, ,78, ,58.1, ,3.6, ,86.4, ,78.1,Y
150,6/16/2022,167,0.21, ,0, ,654, ,16.5, ,76.3, ,56.7, ,65.4, ,96, ,59, ,77, ,58.1, ,3.6, ,86.1, ,78.5,Y
150,6/17/2022,168,0.22, ,0, ,690, ,15.2, ,74.1, ,57.4, ,65.1, ,90, ,55, ,72, ,55.7, ,4.2, ,100.1, ,78.7,Y
150,6/18/2022,169,0.22, ,0, ,706, ,13.7, ,73.1, ,54.1, ,63.3, ,87, ,45, ,69, ,52.9, ,3.7, ,88.7, ,77.4, 
150,6/19/2022,170,0.24, ,0, ,712, ,14.1, ,76.0, ,52.1,Y,64.5, ,95, ,45, ,68, ,53.7, ,3.8, ,92.3, ,77.1, 
150,6/20/2022,171,0.26, ,0, ,701, ,14.2, ,82.6, ,54.1, ,69.3, ,95, ,33, ,58, ,54.0, ,3.6, ,87.4, ,77.3, 
150,6/21/2022,172,0.23, ,0, ,665, ,17.4, ,82.2, ,57.6, ,69.2, ,100, ,44, ,71, ,59.5, ,3.9, ,93.1, ,78.0, 
150,6/22/2022,173,0.21, ,0, ,580, ,18.3, ,80.7, ,61.9, ,70.7, ,92, ,53, ,71, ,60.9, ,4.5, ,107.8, ,79.4,Y
150,6/23/2022,174,0.25, ,0, ,678, ,17.3, ,83.2, ,63.6, ,72.2, ,90, ,36, ,64, ,59.4, ,4.9, ,116.7, ,80.7,Y
150,6/24/2022,175,0.25, ,0, ,692, ,17.5, ,81.1, ,60.5, ,70.7, ,96, ,43, ,68, ,59.7, ,4.3, ,103.1, ,81.2,Y
150,6/25/2022,176,0.24, ,0, ,697, ,17.7, ,79.9, ,60.4, ,68.9, ,100, ,51, ,73, ,60.0, ,4.3, ,104.3, ,81.8,R
150,6/26/2022,177,0.24, ,0, ,699, ,17.7, ,80.2, ,59.5, ,68.7, ,100, ,50, ,74, ,60.0, ,3.7, ,89.8, ,81.5,Y
150,6/27/2022,178,0.24, ,0.00, ,660, ,18.6, ,85.8, ,61.1, ,71.4, ,100, ,39, ,71, ,61.4, ,3.9, ,92.8, ,82.1,R
150,6/28/2022,179,0.25, ,0, ,676, ,18.7, ,87.8, ,61.8, ,74.5,Y,96, ,34, ,64,Y,61.6,Y,3.5, ,83.1, ,82.2,R
150,6/29/2022,180,0.24, ,0, ,662, ,18.6, ,87.2, ,64.4, ,73.3, ,98, ,34, ,66, ,61.5, ,3.4, ,81.9, ,82.5,R
150,6/30/2022,181,0.23, ,0.00, ,673, ,19.2, ,81.2, ,64.1, ,71.2, ,95, ,52, ,74, ,62.3, ,3.9, ,93.2, ,83.0,R
