70,6/1/2022,152,0.27, ,0, ,729, ,9.9, ,91.5, ,48.7, ,72.5, ,77, ,19, ,36, ,44.3, ,3.3, ,79.9, ,67.2, 
70,6/2/2022,153,0.26, ,0, ,602, ,10.8, ,91.0, ,61.4, ,73.5, ,62, ,25, ,38, ,46.6, ,5.9, ,141.4, ,67.7, 
70,6/3/2022,154,0.22, ,0, ,556, ,14.5, ,83.1, ,57.6, ,69.2, ,77, ,45, ,60, ,54.5, ,6.0, ,143.0, ,67.7, 
70,6/4/2022,155,0.15, ,0, ,384, ,12.3, ,77.1, ,59.3, ,67.6, ,72, ,38, ,53, ,50.0, ,4.2, ,101.1, ,67.4, 
70,6/5/2022,156,0.18, ,0.02, ,531, ,17.6, ,82.8, ,60.0, ,70.6, ,91, ,51, ,69, ,59.8, ,4.2, ,100.7, ,68.1, 
70,6/6/2022,157,0.27, ,0, ,737, ,13.1, ,84.8, ,59.7, ,71.0, ,86, ,31, ,50, ,51.7, ,5.6, ,135.5, ,68.8, 
70,6/7/2022,158,0.28, ,0.01,H,714, ,12.4, ,90.1, ,51.5, ,71.7, ,92, ,25, ,47, ,50.2, ,5.2, ,124.4, ,68.3, 
70,6/8/2022,159,0.28, ,0, ,666, ,13.0, ,89.1, ,56.4, ,72.9, ,64, ,34, ,47, ,51.6, ,5.6, ,135.0, ,69.5, 
70,6/9/2022,160,0.28, ,0, ,687, ,14.0, ,94.1, ,57.3, ,76.8, ,78, ,27, ,44, ,53.5, ,4.9, ,116.7, ,71.5, 
70,6/10/2022,161,0.31, ,0, ,730, ,15.9, ,98.6, ,61.5, ,82.2,Y,74, ,25, ,42,Y,57.0,Y,5.1, ,122.7, ,73.5, 
70,6/11/2022,162,0.30, ,0, ,719, ,16.3, ,95.8, ,62.1, ,80.2, ,73, ,25, ,47, ,57.8, ,5.4, ,128.9, ,74.6, 
70,6/12/2022,163,0.25, ,0, ,598, ,16.6, ,85.7, ,58.3, ,73.0, ,78, ,46, ,60, ,58.3, ,8.1, ,193.8, ,74.0, 
70,6/13/2022,164,0.30, ,0, ,756,R,10.0, ,81.7, ,55.9, ,69.1, ,77, ,19, ,41, ,44.5, ,7.4, ,177.8, ,71.0, 
70,6/14/2022,165,0.30, ,0, ,749,R,9.6, ,86.8, ,58.5, ,72.8, ,62, ,15, ,35, ,43.5, ,5.9, ,141.6, ,71.2, 
70,6/15/2022,166,0.30, ,0, ,738, ,11.0, ,93.9, ,54.6, ,74.2, ,86, ,14, ,38, ,47.2, ,5.6, ,135.3, ,72.3, 
70,6/16/2022,167,0.29, ,0, ,711, ,9.8, ,85.1, ,51.7, ,67.8, ,69, ,20, ,42, ,44.0, ,7.6, ,182.0, ,72.2, 
70,6/17/2022,168,0.24, ,0, ,628, ,10.1, ,74.0, ,55.0, ,62.3, ,74, ,33, ,52, ,44.7, ,7.9, ,189.0, ,70.8, 
70,6/18/2022,169,0.25, ,0, ,716, ,10.5, ,77.4, ,48.0, ,63.2, ,85, ,30, ,53, ,45.9, ,5.5, ,132.0, ,70.5, 
70,6/19/2022,170,0.27, ,0, ,738, ,10.9, ,83.8, ,46.6, ,68.1, ,93, ,28, ,46, ,46.8, ,4.8, ,116.3, ,70.7, 
70,6/20/2022,171,0.28, ,0, ,720, ,11.3, ,90.6, ,54.6, ,74.1, ,79, ,22, ,39, ,47.9, ,4.5, ,108.6, ,71.7, 
70,6/21/2022,172,0.29, ,0, ,734, ,12.8, ,99.2, ,54.6, ,78.3, ,78, ,20, ,39, ,51.0, ,3.5, ,84.1, ,72.8, 
70,6/22/2022,173,0.14, ,0, ,342, ,16.0, ,91.4, ,59.7, ,77.5, ,71, ,32, ,50, ,57.2, ,3.2, ,76.5, ,72.8, 
70,6/23/2022,174,0.29, ,0, ,683, ,15.2, ,98.0, ,63.9, ,81.1, ,71, ,25, ,42, ,55.8, ,3.8, ,91.5, ,74.0, 
70,6/24/2022,175,0.29, ,0, ,724, ,13.9, ,99.8, ,59.6, ,80.2, ,71, ,22, ,39, ,53.3, ,3.7, ,89.5, ,74.6, 
70,6/25/2022,176,0.29, ,0, ,735, ,12.6, ,97.6, ,54.8, ,78.1, ,79, ,22, ,38, ,50.7, ,4.1, ,99.5, ,74.4, 
70,6/26/2022,177,0.29, ,0, ,744, ,13.7, ,98.7, ,55.1, ,77.4, ,89, ,21, ,43, ,53.0, ,4.1, ,99.3, ,74.2, 
70,6/27/2022,178,0.29, ,0, ,740, ,13.2, ,98.4, ,53.5, ,77.8, ,88, ,21, ,41, ,52.0, ,4.2, ,101.7, ,74.6, 
70,6/28/2022,179,0.32, ,0, ,719, ,9.7, ,97.9, ,52.8, ,78.2, ,78, ,13, ,30, ,43.8, ,5.1, ,122.6, ,74.4, 
70,6/29/2022,180,0.30, ,0, ,727, ,12.0, ,93.9, ,58.3, ,75.0, ,74, ,21, ,40, ,49.3, ,5.6, ,134.8, ,74.8, 
70,6/30/2022,181,0.27, ,0, ,732, ,12.5, ,88.0, ,54.5, ,69.4, ,85, ,29, ,51, ,50.5, ,6.4, ,153.3, ,74.8, 
