246,6/1/2022,152,0.26, ,0, ,712, ,5.8, ,77.3, ,33.3, ,57.6, ,61, ,24, ,36, ,30.8, ,6.4, ,153.4, ,53.3, 
246,6/2/2022,153,0.28, ,0, ,628, ,6.6, ,77.5, ,41.2, ,62.0, ,60, ,23, ,35, ,34.1, ,7.8, ,186.1, ,54.1, 
246,6/3/2022,154,0.25, ,0, ,509, ,7.2, ,71.9, ,42.2, ,60.0, ,72, ,26, ,40, ,36.0, ,10.9,R,260.4,R,54.3, 
246,6/4/2022,155,0.19, ,0, ,417, ,8.2, ,64.2, ,53.7, ,57.5, ,65, ,38, ,51, ,39.3, ,14.1,R,339.0,R,53.9, 
246,6/5/2022,156,0.27, ,0, ,678, ,9.9, ,70.6, ,52.5, ,60.7, ,70, ,43, ,55, ,44.2, ,11.9,R,285.8,R,58.8, 
246,6/6/2022,157,0.27, ,0, ,735, ,6.9, ,76.9, ,38.8, ,58.8, ,75, ,18, ,40, ,34.9, ,6.0, ,143.8, ,54.1, 
246,6/7/2022,158,0.27, ,0, ,683, ,6.1, ,81.2, ,32.0, ,61.1, ,70, ,20, ,33, ,32.0, ,5.8, ,139.6, ,56.0, 
246,6/8/2022,159,0.26, ,0, ,554, ,7.6, ,80.3, ,44.9, ,65.4, ,62, ,23, ,36, ,37.5, ,7.4, ,178.7, ,56.4, 
246,6/9/2022,160,0.28, ,0, ,693, ,10.3, ,85.2, ,46.0, ,67.5, ,76, ,31, ,45, ,45.2, ,6.4, ,153.2, ,56.7, 
246,6/10/2022,161,0.32, ,0, ,720, ,9.3, ,87.6, ,48.2, ,70.9, ,75, ,21, ,36, ,42.7, ,7.5, ,179.9, ,58.2, 
246,6/11/2022,162,0.33, ,0, ,736, ,7.4, ,82.8, ,46.1, ,70.3, ,46, ,16, ,29, ,36.9, ,9.1,Y,218.2,Y,57.5, 
246,6/12/2022,163,0.32, ,0.06, ,644, ,9.8, ,71.0, ,51.4, ,62.4, ,69, ,39, ,51, ,43.9, ,18.1,R,434.9,R,57.5, 
246,6/13/2022,164,0.28, ,0, ,752, ,5.1, ,66.8, ,32.9, ,55.5, ,63, ,20, ,34, ,27.7, ,8.6,Y,207.0,Y,56.4, 
246,6/14/2022,165,0.25, ,0, ,741, ,5.1, ,74.3, ,27.4,Y,53.3, ,74, ,18, ,37, ,27.8, ,5.1, ,122.5, ,54.8,Y
246,6/15/2022,166,0.29, ,0, ,744, ,5.8, ,82.9, ,34.0, ,62.7, ,66, ,20, ,30, ,30.9, ,6.6, ,158.3, ,55.8,Y
246,6/16/2022,167,0.45, ,0, ,732, ,5.8, ,77.1, ,60.5,Y,69.1, ,33, ,19, ,24, ,30.5, ,19.6,R,469.8,R,56.3,Y
246,6/17/2022,168,0.33, ,0, ,748, ,4.5, ,62.0,Y,42.0, ,55.0, ,46, ,18, ,30, ,24.4, ,15.9,R,382.6,R,55.6,Y
246,6/18/2022,169,0.21, ,0, ,603, ,5.0, ,60.6,Y,30.1,Y,47.4,Y,66, ,30, ,45,Y,27.0,Y,9.0,Y,215.7,Y,53.3,Y
246,6/19/2022,170,0.23, ,0, ,710, ,5.8, ,67.7, ,28.2,Y,49.5,Y,84, ,26, ,48,Y,30.7,Y,5.1, ,123.3, ,52.3,R
246,6/20/2022,171,0.23, ,0, ,599, ,5.7, ,70.4, ,32.2, ,54.8, ,79, ,21, ,39, ,30.2, ,6.1, ,147.5, ,53.3,R
246,6/21/2022,172,0.27, ,0, ,736, ,5.3, ,78.1, ,34.6, ,58.7, ,68, ,14, ,31, ,28.3, ,5.6, ,133.7, ,53.6,Y
246,6/22/2022,173,0.23, ,0, ,540, ,6.2, ,81.7, ,41.6, ,65.9, ,49, ,13, ,29, ,32.5, ,5.4, ,129.7, ,54.6,Y
246,6/23/2022,174,0.25, ,0, ,550, ,8.7, ,79.3, ,52.0, ,65.6, ,66, ,25, ,40, ,40.9, ,7.8, ,187.6, ,56.1,Y
246,6/24/2022,175,0.28, ,0, ,670, ,7.7, ,83.2, ,43.0, ,66.6, ,72, ,21, ,34, ,37.6, ,6.4, ,153.6, ,56.6,Y
246,6/25/2022,176,0.20, ,0, ,476, ,8.3, ,81.8, ,45.9, ,65.2, ,65, ,25, ,39, ,39.7, ,6.2, ,148.7, ,56.6,Y
246,6/26/2022,177,0.26, ,0, ,575, ,8.0, ,86.9, ,48.1, ,70.5, ,64, ,18, ,31, ,38.7, ,6.5, ,156.5, ,56.9,Y
246,6/27/2022,178,0.35, ,0, ,730, ,6.3, ,86.2, ,46.4, ,71.8, ,52, ,14, ,24, ,32.8, ,8.8,Y,210.9,Y,57.5,Y
246,6/28/2022,179,0.34, ,0, ,733, ,6.3, ,83.7, ,48.9, ,69.2, ,54, ,14, ,26, ,32.6, ,8.8,Y,211.6,Y,57.3,Y
246,6/29/2022,180,0.36, ,0, ,732, ,7.0, ,80.9, ,49.4, ,68.1, ,55, ,19, ,30, ,35.4, ,11.0,R,263.3,R,57.1,Y
246,6/30/2022,181,0.34, ,0, ,742, ,6.1, ,81.0, ,46.0, ,67.1, ,59, ,18, ,27, ,31.9, ,9.4,R,226.6,R,56.3,Y
