216,6/1/2022,152,0.27, ,0, ,742, ,13.3, ,91.1, ,53.9, ,71.1, ,82, ,24, ,51, ,52.1, ,4.3, ,102.6, ,74.6, 
216,6/2/2022,153,0.25, ,0, ,700, ,15.6, ,85.1, ,53.6, ,68.4, ,90, ,39, ,66, ,56.5, ,4.4, ,105.1, ,75.8, 
216,6/3/2022,154,0.20, ,0, ,584, ,16.0, ,77.0, ,59.2, ,66.1, ,89, ,53, ,73, ,57.2, ,4.7, ,113.4, ,76.4, 
216,6/4/2022,155,0.18, ,0, ,548, ,15.6, ,75.6, ,57.5, ,64.9, ,89, ,55, ,74, ,56.5, ,4.4, ,105.2, ,76.2, 
216,6/5/2022,156,0.23, ,0, ,685, ,15.9, ,81.9, ,57.2, ,67.7, ,94, ,44, ,69, ,57.1, ,4.2, ,100.9, ,76.1, 
216,6/6/2022,157,0.25, ,0, ,701, ,17.2, ,82.2, ,58.4, ,70.2, ,91, ,49, ,68, ,59.2, ,4.4, ,106.5, ,76.9, 
216,6/7/2022,158,0.25, ,0, ,711, ,17.1, ,84.9, ,56.7, ,70.8, ,89, ,46, ,67, ,59.1, ,4.2, ,101.1, ,77.6, 
216,6/8/2022,159,0.25, ,0, ,725, ,17.6, ,87.6, ,57.0, ,71.2, ,95, ,42, ,67, ,59.8, ,3.5, ,85.1, ,78.3, 
216,6/9/2022,160,0.25, ,0, ,708, ,17.4, ,90.3, ,57.0, ,72.8, ,96, ,35, ,63, ,59.6, ,3.3, ,79.5, ,79.1, 
216,6/10/2022,161,0.28, ,0, ,718, ,16.2, ,96.6, ,59.9, ,76.1, ,87, ,28, ,53, ,57.6, ,4.2, ,99.9, ,79.8, 
216,6/11/2022,162,0.29, ,0, ,723, ,14.4, ,91.9, ,61.1, ,75.8, ,87, ,31, ,47, ,54.3, ,4.2, ,101.4, ,80.5,Y
216,6/12/2022,163,0.27, ,0, ,735, ,16.0, ,84.1, ,58.3, ,71.6, ,86, ,38, ,61, ,57.3, ,4.9, ,118.2, ,80.7,Y
216,6/13/2022,164,0.24, ,0, ,691, ,17.0, ,79.6, ,60.9, ,69.1, ,87, ,51, ,70, ,58.9, ,5.1, ,123.5, ,80.7,Y
216,6/14/2022,165,0.24, ,0, ,710, ,16.1, ,85.1, ,55.3, ,69.8, ,90, ,43, ,65, ,57.5, ,3.9, ,93.1, ,80.4, 
216,6/15/2022,166,0.26, ,0, ,720, ,16.6, ,92.4, ,55.9, ,71.9, ,89, ,31, ,62, ,58.3, ,3.7, ,89.3, ,80.5, 
216,6/16/2022,167,0.25, ,0, ,714, ,18.0, ,87.5, ,57.2, ,70.5, ,95, ,43, ,71, ,60.6, ,4.3, ,103.5, ,80.9, 
216,6/17/2022,168,0.17, ,0, ,511, ,15.8, ,76.4, ,55.9, ,65.1, ,96, ,52, ,75, ,56.9, ,4.3, ,102.9, ,80.8, 
216,6/18/2022,169,0.24, ,0, ,698, ,11.9, ,76.0, ,52.1, ,64.3, ,84, ,40, ,58, ,49.1, ,3.6, ,85.7, ,79.1, 
216,6/19/2022,170,0.28, ,0, ,757,R,10.7, ,81.6, ,50.8, ,67.7, ,75, ,21, ,46, ,46.3, ,4.5, ,107.6, ,78.5, 
216,6/20/2022,171,0.30, ,0, ,764,R,6.8,Y,97.3, ,55.8, ,77.9, ,61, ,8, ,21,Y,34.6,Y,3.9, ,92.7, ,78.6, 
216,6/21/2022,172,0.30, ,0, ,747, ,10.8, ,88.5, ,59.9, ,74.7, ,52, ,25, ,37, ,46.5, ,4.9, ,118.2, ,79.9, 
216,6/22/2022,173,0.21, ,0, ,482, ,13.8, ,94.0, ,63.0, ,78.1, ,69, ,26, ,42, ,53.1, ,3.0, ,72.7, ,80.7, 
216,6/23/2022,174,0.30, ,0, ,723, ,12.7, ,94.0, ,64.0, ,79.4, ,75, ,15, ,37, ,51.0, ,4.1, ,97.3, ,81.7, 
216,6/24/2022,175,0.31, ,0, ,757,R,10.2, ,96.9, ,61.3, ,78.5, ,80, ,13, ,31, ,45.1, ,4.1, ,99.2, ,82.2, 
216,6/25/2022,176,0.30, ,0, ,762,R,10.5, ,94.9, ,58.1, ,76.8, ,79, ,11, ,33, ,45.9, ,3.7, ,89.0, ,82.3, 
216,6/26/2022,177,0.30, ,0, ,757,R,12.0, ,96.5, ,60.4, ,78.1, ,63, ,19, ,36, ,49.3, ,3.7, ,89.8, ,82.6, 
216,6/27/2022,178,0.31, ,0, ,724, ,11.6, ,99.4,Y,61.0, ,82.0,Y,60, ,11, ,31,Y,48.4,Y,3.9, ,92.5, ,83.2,Y
216,6/28/2022,179,0.31, ,0, ,722, ,11.6, ,96.1, ,64.7, ,80.6,Y,62, ,18, ,32,Y,48.4,Y,4.8, ,115.2, ,83.9,Y
216,6/29/2022,180,0.29, ,0, ,716, ,14.3, ,93.1, ,61.8, ,78.0, ,76, ,25, ,44, ,54.1, ,4.3, ,103.5, ,84.1,Y
216,6/30/2022,181,0.27, ,0, ,712, ,16.5, ,91.0, ,61.4, ,75.4, ,86, ,29, ,55, ,58.1, ,3.8, ,90.8, ,84.1,Y
