178,6/1/2022,152,0.26, ,0, ,741, ,10.0, ,85.1, ,45.5, ,66.2, ,84, ,17, ,46, ,44.6, ,4.5, ,107.0, ,65.4, 
178,6/2/2022,153,0.23, ,0, ,696, ,11.9, ,71.8, ,53.0, ,60.6, ,88, ,47, ,66, ,49.2, ,6.9, ,166.7, ,65.5, 
178,6/3/2022,154,0.13, ,0, ,433, ,13.9, ,66.5, ,53.1, ,58.7, ,93, ,71, ,82, ,53.3, ,5.8, ,139.6, ,64.7, 
178,6/4/2022,155,0.11, ,0.00, ,359, ,12.0, ,68.8, ,54.5, ,61.6, ,88, ,41, ,64, ,49.3, ,4.3, ,102.4, ,64.5, 
178,6/5/2022,156,0.15, ,0.10, ,478, ,17.2,Y,74.5, ,59.2,Y,64.5, ,92, ,69, ,83,Y,59.3,Y,4.8, ,115.9, ,65.9, 
178,6/6/2022,157,0.24, ,0, ,745, ,13.4, ,73.9, ,53.0, ,62.9, ,91, ,47, ,69, ,52.4, ,5.1, ,123.0, ,67.2, 
178,6/7/2022,158,0.23, ,0, ,715, ,12.7, ,76.8, ,50.6, ,62.3, ,88, ,46, ,66, ,50.8, ,5.6, ,135.3, ,67.2, 
178,6/8/2022,159,0.24, ,0, ,704, ,12.8, ,73.8, ,54.4, ,62.4, ,91, ,52, ,67, ,51.1, ,6.7, ,161.0, ,66.7, 
178,6/9/2022,160,0.26, ,0, ,694, ,12.3, ,88.1, ,52.2, ,69.9, ,91, ,25, ,49, ,49.9, ,4.4, ,105.8, ,67.5, 
178,6/10/2022,161,0.29, ,0, ,735, ,14.5, ,92.6, ,54.4, ,74.9,Y,91, ,27, ,49,Y,54.5,Y,3.8, ,92.2, ,69.3, 
178,6/11/2022,162,0.26, ,0, ,724, ,16.1,Y,85.1, ,54.8, ,70.9, ,93, ,37, ,62,Y,57.4,Y,4.5, ,107.0, ,70.2, 
178,6/12/2022,163,0.19,R,0, ,621, ,15.6, ,70.7, ,54.6, ,63.4, ,94, ,62, ,78, ,56.5, ,5.4, ,128.9, ,69.9, 
178,6/13/2022,164,0.25, ,0, ,769,R,10.5, ,75.1, ,47.7, ,62.6, ,93, ,33, ,54, ,45.9, ,3.6, ,87.2, ,68.6, 
178,6/14/2022,165,0.27, ,0, ,757,R,10.2, ,82.3, ,47.6, ,65.9, ,93, ,22, ,47, ,45.0, ,3.5, ,84.8, ,68.2, 
178,6/15/2022,166,0.26, ,0, ,757,R,11.9, ,82.3, ,48.7, ,64.0, ,91, ,33, ,59, ,49.2, ,4.7, ,112.7, ,68.4, 
178,6/16/2022,167,0.24, ,0.15,R,763,R,11.4, ,69.5, ,51.1, ,59.3, ,89, ,47, ,66, ,47.9, ,5.7, ,136.3, ,67.6, 
178,6/17/2022,168,0.15, ,0.08, ,489, ,10.8, ,62.3, ,50.1, ,56.1, ,82, ,56, ,70, ,46.6, ,5.1, ,123.2, ,66.1, 
178,6/18/2022,169,0.23, ,0.07, ,749, ,10.5, ,67.7, ,45.9, ,58.2, ,93, ,41, ,63, ,45.8, ,4.2, ,100.6, ,66.1, 
178,6/19/2022,170,0.25, ,0.12, ,736, ,10.8, ,77.2, ,45.7, ,63.1, ,93, ,27, ,55, ,46.5, ,4.3, ,103.0, ,66.9, 
178,6/20/2022,171,0.27, ,0.08, ,739, ,10.6, ,86.9, ,47.9, ,68.2, ,92, ,19, ,45, ,46.1, ,3.6, ,86.0, ,67.9, 
178,6/21/2022,172,0.31, ,0.10, ,761,R,9.2,Y,98.1, ,50.2, ,76.2,Y,82, ,9, ,30,Y,42.4,Y,3.6, ,85.7, ,69.0, 
178,6/22/2022,173,0.24, ,0.11, ,549, ,10.8, ,94.5, ,55.5, ,73.9, ,74, ,18, ,38, ,46.6, ,4.0, ,96.0, ,69.6, 
178,6/23/2022,174,0.28, ,0.11, ,727, ,11.3, ,89.4, ,58.8, ,73.0, ,75, ,19, ,41, ,47.8, ,3.9, ,93.4, ,70.4, 
178,6/24/2022,175,0.29, ,0.11, ,755,R,11.2, ,88.7, ,53.5, ,71.3, ,75, ,23, ,43, ,47.6, ,4.5, ,107.5, ,70.3, 
178,6/25/2022,176,0.29, ,0.10, ,777,R,10.9, ,87.9, ,54.1, ,69.3, ,86, ,13, ,45, ,46.8, ,4.7, ,112.7, ,70.1, 
178,6/26/2022,177,0.28, ,0.09, ,781,R,11.9, ,88.4, ,51.8, ,67.1, ,92, ,15, ,53, ,49.2, ,5.3, ,126.7, ,69.7, 
178,6/27/2022,178,0.27, ,0.15,H,764,R,13.1, ,89.9, ,54.1, ,68.4, ,92, ,21, ,55, ,51.7, ,5.8, ,139.7, ,69.7, 
178,6/28/2022,179,0.27, ,0.09, ,760,R,12.7, ,82.1, ,54.0, ,65.4, ,86, ,34, ,60, ,51.0, ,6.4, ,154.5, ,69.7, 
178,6/29/2022,180,0.22, ,0.10, ,736, ,12.8, ,71.1, ,53.5, ,58.6, ,90, ,51, ,76, ,51.0, ,7.2, ,173.7, ,69.0, 
178,6/30/2022,181,0.19, ,0.11, ,660, ,12.2, ,62.5, ,52.2, ,55.8, ,91, ,66, ,80, ,49.9, ,10.0,R,239.8,R,67.6, 
