181,6/1/2022,152,0.26, ,0, ,706, ,11.8, ,99.4, ,60.4, ,82.5, ,76, ,12, ,31, ,48.9, ,2.2, ,53.1, ,80.7, 
181,6/2/2022,153,0.26, ,0, ,680, ,13.7, ,100.4, ,60.7, ,82.4, ,72, ,20, ,36, ,53.0, ,2.3, ,54.4, ,80.8, 
181,6/3/2022,154,0.26, ,0, ,653, ,13.4, ,98.9, ,59.0, ,82.4, ,73, ,23, ,35, ,52.3, ,3.2, ,75.8, ,80.9, 
181,6/4/2022,155,0.29, ,0, ,685, ,12.4, ,98.8, ,63.6, ,84.7, ,59, ,21, ,30, ,50.2, ,3.8, ,90.6, ,80.8, 
181,6/5/2022,156,0.26, ,0, ,677, ,16.1, ,99.4, ,65.2, ,84.8, ,62, ,27, ,39, ,57.4, ,2.7, ,64.5, ,81.1, 
181,6/6/2022,157,0.26, ,0, ,687, ,18.0, ,101.3, ,67.0, ,85.6, ,67, ,28, ,43, ,60.5, ,1.9, ,46.8, ,81.5, 
181,6/7/2022,158,0.25, ,0, ,701, ,19.5, ,101.8, ,65.9, ,83.7, ,81, ,25, ,49, ,62.7, ,2.1, ,50.0, ,82.3, 
181,6/8/2022,159,0.25, ,0, ,698, ,21.7, ,100.0, ,68.8, ,83.7, ,76, ,35, ,55, ,65.8, ,1.7, ,40.7, ,83.0, 
181,6/9/2022,160,0.25,R,0, ,690, ,21.2, ,101.1, ,70.0, ,84.6, ,74, ,34, ,52, ,65.1, ,1.8, ,42.1, ,83.5, 
181,6/10/2022,161,0.25, ,0, ,685, ,23.4, ,104.1, ,69.6, ,86.4, ,69, ,39, ,55, ,68.1, ,1.7, ,40.7, ,85.3, 
181,6/11/2022,162,0.28, ,0, ,679, ,22.4, ,104.3, ,71.0, ,90.2, ,82, ,25, ,46, ,66.7, ,2.6, ,63.1, ,86.7, 
181,6/12/2022,163,0.32, ,0, ,703, ,15.0, ,105.8, ,76.6,Y,91.7, ,50, ,15, ,30, ,55.5, ,4.2, ,100.2, ,86.1, 
181,6/13/2022,164,0.33, ,0, ,737, ,11.2, ,98.8, ,78.8,Y,88.1, ,49, ,10, ,25, ,47.4, ,5.5, ,131.5, ,84.7, 
181,6/14/2022,165,0.26, ,0, ,719, ,15.4, ,101.3, ,66.0, ,83.2, ,76, ,20, ,40, ,56.2, ,2.2, ,52.2, ,83.4, 
181,6/15/2022,166,0.26, ,0, ,714, ,17.3, ,101.6, ,64.3, ,83.5, ,77, ,23, ,44, ,59.4, ,2.0, ,47.0, ,83.4, 
181,6/16/2022,167,0.27, ,0, ,715, ,14.9, ,102.3, ,66.2, ,84.6, ,71, ,20, ,37, ,55.3, ,2.3, ,54.8, ,83.5, 
181,6/17/2022,168,0.31, ,0, ,716, ,8.8, ,101.2, ,66.7, ,85.7, ,35, ,11, ,21, ,41.3, ,3.8, ,90.5, ,83.2, 
181,6/18/2022,169,0.29, ,0, ,729, ,6.1,Y,96.5, ,66.1, ,81.6, ,35, ,10, ,17,Y,32.0,Y,3.8, ,91.3, ,82.4, 
181,6/19/2022,170,0.26, ,0, ,748,R,9.0, ,95.1, ,56.3, ,78.3, ,49, ,15, ,27, ,41.7, ,2.0, ,48.1, ,81.2, 
181,6/20/2022,171,0.25, ,0, ,705, ,12.4, ,102.1, ,62.6, ,82.7, ,65, ,12, ,32, ,50.2, ,1.9, ,45.8, ,81.2, 
181,6/21/2022,172,0.27, ,0, ,681, ,14.1, ,105.7, ,60.9, ,85.3, ,76, ,12, ,34, ,53.7, ,2.3, ,56.1, ,81.7, 
181,6/22/2022,173,0.28, ,0, ,651, ,19.2, ,106.8, ,75.2, ,91.4, ,68, ,19, ,38, ,62.3, ,3.4, ,82.3, ,83.1, 
181,6/23/2022,174,0.31, ,0, ,679, ,16.7, ,108.9, ,78.1, ,94.9, ,63, ,18, ,30, ,58.4, ,3.9, ,94.6, ,84.5, 
181,6/24/2022,175,0.30, ,0, ,687, ,14.3, ,107.3, ,74.0, ,94.5, ,46, ,16, ,26, ,54.2, ,3.1, ,74.6, ,85.4, 
181,6/25/2022,176,0.29, ,0, ,700, ,13.0, ,109.1, ,72.2, ,94.0, ,54, ,12, ,24, ,51.5, ,2.5, ,60.5, ,86.1, 
181,6/26/2022,177,0.27, ,0, ,678, ,23.5, ,106.7, ,76.0, ,91.2, ,74, ,28, ,47, ,68.1, ,2.7, ,64.7, ,87.1, 
181,6/27/2022,178,0.27, ,0, ,667, ,23.1, ,104.6, ,77.1, ,91.3, ,71, ,27, ,46, ,67.6, ,2.5, ,59.3, ,87.9, 
181,6/28/2022,179,0.29, ,0, ,673, ,18.8, ,110.3, ,76.4, ,95.1, ,71, ,18, ,33, ,61.8, ,2.5, ,60.8, ,88.7, 
181,6/29/2022,180,0.30,R,0.02, ,886,R,16.5, ,107.5, ,79.1, ,97.4,Y,53, ,16, ,27,Y,58.1,Y,3.0, ,73.1, ,--,S
181,6/30/2022,181,0.29, ,0, ,677, ,18.6, ,104.8, ,79.0, ,91.9, ,53, ,16, ,36, ,61.4, ,3.1, ,74.3, ,88.4, 
