71,6/1/2022,152,0.27, ,0, ,712, ,10.5, ,90.8, ,47.6, ,70.3, ,82, ,20, ,42, ,45.9, ,3.9, ,92.8, ,61.8, 
71,6/2/2022,153,0.27, ,0, ,589, ,11.2, ,87.7, ,54.8, ,71.1, ,77, ,23, ,43, ,47.6, ,6.6, ,157.4, ,62.8, 
71,6/3/2022,154,0.23, ,0, ,538, ,14.6, ,81.4, ,55.7, ,68.3, ,78, ,49, ,62, ,54.8, ,8.4, ,202.2, ,62.9, 
71,6/4/2022,155,0.16, ,0, ,394, ,13.1, ,76.5, ,58.4, ,67.4, ,75, ,43, ,57, ,51.8, ,5.4, ,129.8, ,65.0, 
71,6/5/2022,156,0.20, ,0, ,573, ,17.7, ,82.1, ,60.4, ,70.7, ,87, ,56, ,69, ,60.1, ,4.9, ,116.7, ,64.4, 
71,6/6/2022,157,0.28, ,0, ,718, ,13.8, ,83.9, ,55.2, ,69.4, ,88, ,35, ,56, ,53.1, ,8.2, ,197.4, ,65.7, 
71,6/7/2022,158,0.28, ,0, ,704, ,12.6, ,88.8, ,50.5, ,69.4, ,86, ,25, ,52, ,50.8, ,6.0, ,144.7, ,68.3, 
71,6/8/2022,159,0.27, ,0, ,647, ,14.0, ,86.0, ,52.6, ,70.2, ,78, ,31, ,56, ,53.6, ,6.3, ,151.7, ,67.2, 
71,6/9/2022,160,0.29, ,0, ,675, ,15.0, ,93.4, ,54.4, ,74.9, ,88, ,28, ,51, ,55.5, ,5.8, ,138.8, ,67.0, 
71,6/10/2022,161,0.32, ,0, ,711, ,16.5, ,97.9, ,57.7, ,80.3,Y,86, ,28, ,47,Y,58.0,Y,6.2, ,148.6, ,67.9, 
71,6/11/2022,162,0.34, ,0, ,706, ,15.8, ,96.9, ,57.6, ,79.6, ,83, ,25, ,46, ,56.8, ,7.6, ,182.2, ,68.4, 
71,6/12/2022,163,0.22, ,0, ,485, ,17.0, ,85.9, ,53.5, ,72.9, ,83, ,50, ,61, ,58.8, ,8.9, ,213.6, ,68.3, 
71,6/13/2022,164,0.35, ,0, ,746, ,9.5, ,81.8, ,53.9, ,69.5, ,76, ,19, ,39, ,43.3, ,10.7,Y,256.8,Y,66.6, 
71,6/14/2022,165,0.35, ,0, ,740, ,9.6, ,86.3, ,58.6, ,72.7, ,68, ,19, ,35, ,43.4, ,9.8,Y,235.1,Y,61.9, 
71,6/15/2022,166,0.33, ,0, ,733, ,10.7, ,93.0, ,52.2, ,73.4, ,83, ,20, ,38, ,46.3, ,7.6, ,181.5, ,64.7, 
71,6/16/2022,167,0.32, ,0, ,722, ,9.9, ,82.4, ,52.9, ,67.3, ,70, ,26, ,43, ,44.3, ,10.1,Y,242.1,Y,63.2, 
71,6/17/2022,168,0.25, ,0, ,653, ,10.4, ,73.3, ,51.7, ,61.8, ,79, ,41, ,55, ,45.6, ,9.7,Y,233.4,Y,61.6, 
71,6/18/2022,169,0.26, ,0, ,723, ,10.2, ,76.5, ,43.9, ,61.3, ,93, ,33, ,55, ,45.0, ,6.1, ,145.6, ,61.1, 
71,6/19/2022,170,0.29, ,0, ,731, ,10.7, ,83.2, ,44.4, ,66.5, ,88, ,29, ,48, ,46.4, ,6.8, ,163.7, ,61.4, 
71,6/20/2022,171,0.30, ,0, ,726, ,11.7, ,89.2, ,50.9, ,71.3, ,83, ,23, ,45, ,48.6, ,6.0, ,144.4, ,62.2, 
71,6/21/2022,172,0.30, ,0, ,728, ,13.9, ,96.8, ,55.2, ,77.0, ,76, ,25, ,44, ,53.4, ,5.6, ,134.6, ,65.9, 
71,6/22/2022,173,0.15, ,0, ,343, ,16.6, ,90.8, ,59.5, ,75.8, ,77, ,34, ,54, ,58.2, ,4.5, ,106.9, ,74.4, 
71,6/23/2022,174,0.28, ,0, ,665, ,16.8, ,96.9, ,63.9, ,79.0, ,76, ,31, ,50, ,58.6, ,5.0, ,119.2, ,73.0, 
71,6/24/2022,175,0.28, ,0, ,716, ,15.6, ,98.3, ,56.6, ,77.7, ,85, ,27, ,48, ,56.5, ,3.7, ,88.3, ,72.1, 
71,6/25/2022,176,0.30, ,0, ,726, ,14.2, ,95.9, ,54.3, ,75.3, ,93, ,26, ,48, ,54.0, ,4.9, ,117.9, ,71.1, 
71,6/26/2022,177,0.29, ,0, ,733, ,15.2, ,96.7, ,53.7, ,74.6, ,92, ,26, ,52, ,55.8, ,5.0, ,120.7, ,70.2, 
71,6/27/2022,178,0.30, ,0, ,729, ,14.3, ,97.3, ,53.3, ,75.2, ,92, ,23, ,48, ,54.1, ,4.8, ,114.9, ,69.7, 
71,6/28/2022,179,0.33, ,0, ,719, ,11.0, ,96.1, ,51.3, ,75.6, ,82, ,19, ,37, ,47.1, ,6.1, ,147.5, ,69.1, 
71,6/29/2022,180,0.31, ,0, ,725, ,12.2, ,91.8, ,53.0, ,72.1, ,84, ,21, ,45, ,49.7, ,6.9, ,164.9, ,68.1, 
71,6/30/2022,181,0.27, ,0, ,726, ,13.9, ,84.3, ,47.2, ,67.0, ,96, ,38, ,61, ,53.3, ,5.3, ,128.0, ,67.5, 
