222,6/1/2022,152,0.27, ,0, ,706, ,12.0, ,88.2, ,49.6, ,70.9, ,83, ,26, ,46, ,49.4, ,3.7, ,89.7, ,65.5, 
222,6/2/2022,153,0.30, ,0, ,723, ,12.7, ,87.4, ,57.7, ,75.1, ,77, ,29, ,43, ,50.8, ,6.0, ,143.1, ,66.3, 
222,6/3/2022,154,0.25, ,0, ,535, ,12.9, ,81.3, ,60.8, ,72.6, ,61, ,35, ,47, ,51.3, ,7.9, ,189.1, ,66.3, 
222,6/4/2022,155,0.15, ,0.05, ,328, ,13.0, ,73.9, ,56.2, ,64.8, ,92, ,36, ,62, ,51.5, ,8.0, ,192.0, ,65.6, 
222,6/5/2022,156,0.12, ,0.01, ,357, ,17.5, ,77.2, ,57.5, ,65.9, ,97, ,59, ,80, ,59.7, ,10.4,Y,250.8,Y,64.6,Y
222,6/6/2022,157,0.26, ,0, ,750,R,13.4, ,84.9, ,52.2, ,69.3, ,97, ,25, ,55, ,52.3, ,3.9, ,92.5, ,65.5, 
222,6/7/2022,158,0.26, ,0, ,655, ,13.9, ,88.3, ,54.1, ,72.6, ,82, ,30, ,51, ,53.3, ,4.5, ,108.7, ,66.3, 
222,6/8/2022,159,0.25, ,0, ,660, ,15.5, ,87.6, ,59.3, ,74.3, ,85, ,35, ,54, ,56.4, ,3.4, ,82.6, ,67.4, 
222,6/9/2022,160,0.33,H,0,H,910,R,13.3,H,95.0, ,76.0,Y,87.5,H,60,H,25,H,30, ,52.2, ,9.4,H,226.8,H,68.0,H
222,6/10/2022,161,0.31, ,0, ,717, ,15.5, ,97.4, ,65.3, ,82.4, ,64, ,31, ,41, ,56.4, ,5.9, ,140.5, ,69.0, 
222,6/11/2022,162,0.29, ,0, ,693, ,16.0, ,91.7, ,62.3, ,80.4, ,80, ,33, ,45, ,57.2, ,5.5, ,131.5, ,70.1, 
222,6/12/2022,163,0.23, ,0, ,464, ,15.1, ,82.1, ,59.8, ,72.7, ,75, ,32, ,55, ,55.7, ,11.2,Y,267.9,Y,70.0, 
222,6/13/2022,164,0.36, ,0, ,778,R,7.9, ,77.5, ,52.3, ,66.8, ,58, ,21, ,35, ,38.5, ,12.3,Y,294.7,Y,66.6, 
222,6/14/2022,165,0.38, ,0, ,778,R,7.2, ,86.0, ,55.0, ,71.4, ,48, ,14, ,28, ,36.2, ,11.3,Y,271.0,Y,65.3, 
222,6/15/2022,166,0.36, ,0, ,748, ,9.2, ,90.5, ,56.8, ,76.0, ,45, ,19, ,30, ,42.4, ,8.2, ,197.4, ,67.0, 
222,6/16/2022,167,0.28, ,0, ,633, ,10.3, ,81.6, ,59.5, ,72.3, ,62, ,27, ,38, ,45.4, ,6.6, ,159.2, ,68.1, 
222,6/17/2022,168,0.22, ,0.01, ,613, ,11.0, ,72.2, ,54.8, ,61.2, ,81, ,42, ,59, ,47.0, ,8.8, ,212.0, ,66.9, 
222,6/18/2022,169,0.24, ,0.00, ,745, ,11.2, ,76.7, ,49.9, ,64.1, ,94, ,25, ,55, ,47.4, ,3.8, ,90.1, ,66.8, 
222,6/19/2022,170,0.30, ,0, ,763,R,10.5, ,84.9, ,51.9, ,69.3, ,78, ,25, ,43, ,45.8, ,6.8, ,163.6, ,67.6, 
222,6/20/2022,171,0.31, ,0, ,653, ,9.8, ,88.5, ,59.6, ,74.9, ,57, ,22, ,33, ,44.1, ,8.4, ,200.5, ,67.6, 
222,6/21/2022,172,0.37, ,0, ,764,R,10.6, ,97.5, ,66.3, ,81.7, ,52, ,18, ,29, ,46.0, ,8.3, ,199.5, ,68.5, 
222,6/22/2022,173,0.38, ,0, ,754,R,12.6, ,96.3, ,66.3, ,82.0, ,64, ,25, ,34, ,50.8, ,9.0, ,215.3, ,69.8, 
222,6/23/2022,174,0.31, ,0, ,738, ,15.6, ,93.0, ,60.3, ,79.1, ,79, ,31, ,46, ,56.5, ,4.9, ,118.2, ,71.1, 
222,6/24/2022,175,0.32, ,0, ,756,R,14.5, ,95.8, ,62.0, ,79.5, ,80, ,20, ,42, ,54.4, ,4.9, ,116.9, ,71.8, 
222,6/25/2022,176,0.32, ,0, ,769,R,14.3, ,99.9, ,57.7, ,80.0, ,77, ,19, ,41, ,54.2, ,4.6, ,111.1, ,72.0, 
222,6/26/2022,177,0.31, ,0, ,769,R,15.1, ,95.8, ,57.5, ,78.6, ,87, ,21, ,45, ,55.5, ,4.4, ,105.0, ,72.3, 
222,6/27/2022,178,0.32, ,0, ,772,R,14.4, ,95.6, ,56.6, ,78.6, ,93, ,23, ,43, ,54.2, ,4.9, ,118.6, ,72.4, 
222,6/28/2022,179,0.32, ,0, ,762,R,13.2, ,94.4, ,57.6, ,78.4, ,81, ,22, ,40, ,51.8, ,5.3, ,127.7, ,72.6, 
222,6/29/2022,180,0.31, ,0, ,772,R,12.3, ,90.9, ,55.6, ,76.4, ,77, ,22, ,40, ,50.1, ,4.9, ,117.5, ,73.5, 
222,6/30/2022,181,0.29, ,0, ,755,R,14.1, ,87.0, ,55.1, ,72.3, ,83, ,29, ,52, ,53.8, ,5.8, ,140.1, ,72.4, 
