233,6/1/2022,152,--,N,0, ,782,R,3.9, ,92.8, ,58.0, ,78.3, ,24, ,6, ,12, ,21.4, ,3.1, ,75.3, ,62.2, 
233,6/2/2022,153,--,N,0, ,765,R,5.5, ,97.7, ,59.7, ,82.5, ,24, ,8, ,14, ,29.4, ,5.0, ,120.4, ,62.3, 
233,6/3/2022,154,--,N,0, ,732, ,5.6, ,97.0, ,58.7, ,80.3, ,34, ,9, ,16, ,30.0, ,5.7, ,135.9, ,62.7, 
233,6/4/2022,155,--,N,0, ,752, ,7.9, ,95.5, ,59.9, ,80.6, ,39, ,7, ,22, ,38.5, ,5.4, ,129.9, ,63.1, 
233,6/5/2022,156,--,N,0, ,742, ,9.8, ,99.8, ,63.3, ,83.9, ,48, ,13, ,25, ,44.1, ,4.6, ,110.5, ,63.6, 
233,6/6/2022,157,--,N,0, ,758,R,9.9, ,101.2, ,63.5, ,85.7, ,48, ,10, ,24, ,44.3, ,4.7, ,112.8, ,64.1, 
233,6/7/2022,158,--,N,0, ,754, ,10.1, ,101.4, ,67.0, ,86.3, ,45, ,13, ,24, ,44.8, ,4.5, ,107.8, ,64.6, 
233,6/8/2022,159,--,N,0, ,752, ,8.9, ,102.7, ,67.4, ,88.2, ,38, ,11, ,20, ,41.6, ,5.0, ,121.0, ,65.1, 
233,6/9/2022,160,--,N,0, ,741, ,10.0, ,104.6, ,69.9, ,89.0, ,40, ,11, ,21, ,44.6, ,4.8, ,115.2, ,65.8, 
233,6/10/2022,161,--,N,0, ,707, ,9.3, ,106.1, ,71.2, ,92.0, ,39, ,9, ,18, ,42.6, ,5.2, ,125.5, ,66.4, 
233,6/11/2022,162,--,N,0, ,756, ,7.9, ,107.4, ,71.6, ,91.4, ,28, ,10, ,16, ,38.3, ,6.2, ,147.9, ,66.8, 
233,6/12/2022,163,--,N,0, ,793,R,4.9, ,104.1, ,68.0, ,88.9, ,28, ,4, ,10, ,26.4, ,8.9,Y,214.7,Y,67.1, 
233,6/13/2022,164,--,N,0, ,788,R,7.8, ,98.6, ,66.8, ,82.6, ,47, ,2, ,21, ,38.3, ,6.1, ,147.3, ,67.1, 
233,6/14/2022,165,--,N,0, ,776,R,4.4, ,96.1, ,65.0, ,81.5, ,34, ,6, ,12, ,24.0, ,3.9, ,92.6, ,67.0, 
233,6/15/2022,166,--,N,0, ,778,R,4.3, ,101.1, ,60.2, ,85.1, ,27, ,5, ,10, ,23.4, ,3.6, ,86.1, ,66.7, 
233,6/16/2022,167,--,N,0, ,767,R,6.8, ,104.6, ,65.1, ,88.4, ,29, ,5, ,15, ,34.5, ,6.3, ,150.1, ,66.6, 
233,6/17/2022,168,--,N,0, ,788,R,4.5, ,96.0, ,73.5, ,84.8, ,18, ,4, ,11, ,24.6, ,7.8, ,186.6, ,67.0, 
233,6/18/2022,169,--,N,0, ,791,R,3.0, ,88.3, ,60.5, ,75.8, ,35, ,2, ,10, ,15.1, ,7.0, ,167.1, ,66.9, 
233,6/19/2022,170,--,N,0, ,794,R,3.8, ,89.0, ,55.2, ,73.7, ,37, ,5, ,14, ,20.8, ,4.6, ,110.2, ,66.5, 
233,6/20/2022,171,--,N,0, ,797,R,2.7, ,94.0, ,54.3, ,78.0, ,21, ,4, ,8, ,13.0, ,4.0, ,96.9, ,66.0, 
233,6/21/2022,172,--,N,0, ,763,R,4.6, ,100.7, ,60.0, ,84.6, ,23, ,5, ,11, ,25.3, ,5.6, ,134.3, ,65.7,Y
233,6/22/2022,173,--,N,0, ,445, ,12.1,Y,95.7, ,72.8, ,83.7, ,48, ,20, ,31,Y,49.6,Y,5.3, ,127.3, ,66.3,Y
233,6/23/2022,174,--,N,0, ,733, ,11.5,Y,101.6, ,65.7, ,84.8, ,59, ,15, ,28,Y,48.3,Y,5.5, ,131.8, ,66.5,Y
233,6/24/2022,175,--,N,0, ,772,R,7.1, ,102.5, ,66.4, ,86.4, ,38, ,8, ,17, ,35.9, ,4.7, ,112.4, ,66.9, 
233,6/25/2022,176,--,N,0, ,784,R,4.1, ,104.3, ,66.1, ,87.7, ,22, ,4, ,9, ,22.6, ,5.1, ,123.6, ,67.1, 
233,6/26/2022,177,--,N,0, ,751, ,8.3, ,104.2, ,69.4, ,89.5, ,36, ,10, ,18, ,39.7, ,6.5, ,156.2, ,67.4, 
233,6/27/2022,178,--,N,0, ,735, ,14.8,Y,103.9, ,78.0, ,91.3, ,52, ,17, ,29,Y,55.0,Y,5.8, ,140.0, ,68.1, 
233,6/28/2022,179,--,N,0, ,712, ,8.9, ,106.1, ,76.0, ,92.9, ,24, ,12, ,17, ,41.5, ,5.0, ,118.8, ,68.8, 
233,6/29/2022,180,--,N,0, ,747, ,7.8, ,105.7, ,71.8, ,91.0, ,31, ,10, ,16, ,38.3, ,5.8, ,139.4, ,69.2, 
233,6/30/2022,181,--,N,0, ,751, ,9.1, ,102.9, ,72.1, ,89.4, ,33, ,12, ,19, ,42.2, ,6.1, ,145.8, ,69.5, 
