147,6/1/2022,152,0.23, ,0, ,745,R,15.5, ,73.0, ,54.1, ,62.3, ,98, ,63, ,80, ,56.3, ,3.9, ,93.7, ,70.9, 
147,6/2/2022,153,0.22, ,0, ,715, ,15.3, ,73.9, ,53.2, ,61.5, ,98, ,62, ,82, ,56.1, ,3.8, ,90.9, ,71.1, 
147,6/3/2022,154,0.21, ,0.00, ,700, ,15.1, ,73.9, ,56.8, ,62.6, ,94, ,60, ,78, ,55.6, ,3.9, ,92.6, ,71.5, 
147,6/4/2022,155,0.22, ,0, ,725, ,15.6, ,72.2, ,56.6, ,63.6, ,99, ,64, ,78, ,56.4, ,4.3, ,102.3, ,71.4, 
147,6/5/2022,156,0.22, ,0, ,716, ,16.1, ,74.9, ,58.9, ,65.2, ,91, ,61, ,76, ,57.4, ,4.0, ,95.6, ,71.9, 
147,6/6/2022,157,0.24, ,0.01, ,752,R,17.4, ,76.4, ,60.6, ,66.6, ,92, ,63, ,78, ,59.6, ,4.0, ,95.4, ,72.4, 
147,6/7/2022,158,0.22, ,0, ,718, ,17.1, ,76.9, ,57.4, ,65.6, ,94, ,63, ,79, ,59.1, ,3.7, ,89.4, ,73.3, 
147,6/8/2022,159,0.22, ,0.01, ,718, ,17.0, ,77.8, ,56.5, ,64.9, ,95, ,60, ,81, ,58.9, ,3.8, ,90.2, ,73.2, 
147,6/9/2022,160,0.22, ,0, ,706, ,17.7, ,80.6, ,57.6, ,66.3, ,99, ,57, ,80, ,60.0, ,3.4, ,81.7, ,73.9, 
147,6/10/2022,161,0.24, ,0, ,753,R,17.8, ,79.6, ,57.0, ,67.9, ,94, ,58, ,76, ,60.1, ,3.3, ,79.7, ,74.2, 
147,6/11/2022,162,0.24, ,0, ,749,R,18.1, ,79.3, ,58.8, ,68.2, ,95, ,59, ,77, ,60.7, ,3.3, ,79.8, ,74.6, 
147,6/12/2022,163,0.24, ,0, ,753,R,17.6, ,78.0, ,60.2, ,66.7, ,97, ,58, ,79, ,59.8, ,3.6, ,86.7, ,74.8, 
147,6/13/2022,164,0.23, ,0, ,748,R,16.6, ,73.8, ,60.1, ,64.6, ,89, ,68, ,80, ,58.2, ,4.3, ,104.3, ,74.7, 
147,6/14/2022,165,0.24, ,0, ,730, ,16.0, ,74.7, ,56.9, ,66.0, ,92, ,61, ,74, ,57.3, ,3.9, ,93.2, ,75.1, 
147,6/15/2022,166,0.23, ,0, ,732, ,16.6, ,74.4, ,58.0, ,65.1, ,93, ,64, ,78, ,58.2, ,3.8, ,90.3, ,74.1, 
147,6/16/2022,167,0.24, ,0, ,757,R,16.8, ,76.4, ,56.8, ,65.8, ,94, ,61, ,78, ,58.6, ,3.8, ,90.8, ,74.1, 
147,6/17/2022,168,0.24, ,0, ,770,R,15.8, ,74.4, ,59.2, ,65.6, ,86, ,60, ,73, ,56.8, ,4.0, ,95.3, ,74.3, 
147,6/18/2022,169,0.24, ,0, ,781,R,14.3, ,72.8, ,54.2, ,63.6, ,88, ,53, ,71, ,54.0, ,4.0, ,94.8, ,73.3, 
147,6/19/2022,170,0.26, ,0, ,800,R,13.4, ,78.1, ,51.5, ,66.2, ,92, ,40, ,61, ,52.4, ,4.6, ,111.5, ,73.1, 
147,6/20/2022,171,0.27, ,0, ,787,R,15.1, ,83.6, ,54.2, ,69.6, ,90, ,42, ,61, ,55.5, ,4.0, ,95.0, ,72.9, 
147,6/21/2022,172,0.24, ,0.00, ,716, ,16.3, ,80.2, ,56.4, ,68.6, ,92, ,47, ,68, ,57.8, ,3.7, ,88.6, ,73.4, 
147,6/22/2022,173,0.20, ,0.00,H,577, ,18.8, ,83.9, ,60.5, ,71.7, ,98, ,51, ,71, ,61.7, ,3.5, ,84.7, ,73.8, 
147,6/23/2022,174,0.27, ,0, ,754,R,18.8, ,87.0, ,61.7, ,73.5, ,95, ,47, ,67, ,61.8, ,3.7, ,89.3, ,74.5, 
147,6/24/2022,175,0.27, ,0, ,769,R,17.3, ,85.6, ,60.5, ,72.5, ,94, ,40, ,64, ,59.4, ,3.8, ,91.2, ,74.9, 
147,6/25/2022,176,0.27, ,0.02, ,790,R,17.8, ,86.0, ,57.9, ,71.1, ,95, ,43, ,68, ,60.1, ,3.6, ,86.0, ,75.0, 
147,6/26/2022,177,0.26, ,0.02, ,779,R,17.3, ,84.3, ,56.2, ,68.6, ,99, ,45, ,73, ,59.4, ,3.8, ,90.6, ,74.5, 
147,6/27/2022,178,0.26, ,0, ,742, ,18.2, ,87.4, ,58.6, ,72.4, ,93, ,43, ,67, ,60.8, ,3.4, ,80.9, ,74.8, 
147,6/28/2022,179,0.26, ,0.00, ,749,R,18.5, ,87.6, ,61.6, ,74.5, ,92, ,38, ,63, ,61.3, ,3.7, ,89.2, ,75.3, 
147,6/29/2022,180,0.25, ,0.01, ,737, ,19.1, ,87.2, ,62.9, ,72.4, ,99, ,43, ,70, ,62.2, ,3.4, ,82.8, ,75.8, 
147,6/30/2022,181,0.24, ,0.01, ,723, ,19.4, ,80.9, ,63.1, ,70.4, ,98, ,53, ,76, ,62.6, ,3.6, ,87.1, ,76.0, 
