236,6/1/2022,152,0.24, ,0, ,659, ,7.9, ,79.6, ,31.0, ,55.7, ,92, ,26, ,52, ,38.6, ,4.1, ,99.3, ,57.2, 
236,6/2/2022,153,0.15, ,0.02, ,425, ,9.0, ,76.7, ,35.0, ,56.2, ,87, ,34, ,58, ,41.7, ,3.5, ,83.1, ,58.5, 
236,6/3/2022,154,0.16, ,0.14, ,460, ,8.9, ,66.9, ,30.9, ,51.5, ,95, ,36, ,69, ,41.5, ,4.5, ,107.8, ,58.0, 
236,6/4/2022,155,0.12, ,0.10, ,384, ,9.8, ,64.1, ,45.2, ,51.0, ,95, ,61, ,77, ,43.9, ,6.7, ,161.0, ,58.1, 
236,6/5/2022,156,0.25, ,0.15, ,706, ,9.5, ,66.5, ,40.4, ,54.8, ,95, ,45, ,65, ,43.1, ,8.1, ,194.0, ,58.8, 
236,6/6/2022,157,0.23, ,0, ,731, ,8.0, ,68.5, ,30.1, ,50.2, ,99, ,34, ,65, ,38.9, ,4.4, ,105.3, ,59.2, 
236,6/7/2022,158,0.21, ,0, ,602, ,8.6, ,81.7, ,29.7, ,56.5, ,97, ,25, ,55, ,40.6, ,3.8, ,90.1, ,59.4, 
236,6/8/2022,159,0.24, ,0.01, ,663, ,10.9, ,76.8, ,44.0, ,60.7, ,93, ,34, ,60, ,46.9, ,4.6, ,109.6, ,61.3, 
236,6/9/2022,160,0.25, ,0, ,687, ,10.1, ,80.8, ,34.0, ,61.2, ,90, ,33, ,55, ,44.9, ,3.7, ,88.2, ,61.8, 
236,6/10/2022,161,0.29, ,0, ,754, ,11.9, ,79.1, ,44.4, ,65.0, ,93, ,34, ,56, ,49.1, ,6.8, ,164.3, ,63.6, 
236,6/11/2022,162,0.27, ,0, ,683, ,11.5, ,76.7, ,51.1,Y,65.6, ,79, ,37, ,53, ,48.3, ,7.1, ,170.5, ,64.9, 
236,6/12/2022,163,0.13, ,0.14, ,433, ,10.2, ,62.5, ,33.5, ,49.5, ,96, ,72, ,85, ,45.1, ,7.6, ,183.0, ,63.3, 
236,6/13/2022,164,0.21, ,0, ,729, ,6.5, ,56.9, ,31.0, ,43.6, ,92, ,44, ,67, ,33.4, ,8.1, ,193.9, ,59.1, 
236,6/14/2022,165,0.24, ,1.02,H,789,R,5.8, ,65.0, ,24.0,Y,45.2, ,95, ,24, ,56, ,30.5, ,5.0, ,119.2, ,59.2, 
236,6/15/2022,166,0.27, ,0.16,H,754, ,7.1, ,79.2, ,24.7, ,52.6, ,90, ,22, ,53, ,35.9, ,5.1, ,121.6, ,59.2, 
236,6/16/2022,167,0.20, ,0, ,566, ,7.8, ,68.8, ,36.9, ,53.3, ,87, ,35, ,56, ,38.0, ,5.4, ,129.6, ,59.7, 
236,6/17/2022,168,0.10, ,0.19, ,354, ,8.2, ,61.5, ,32.9, ,45.7, ,96, ,46, ,78, ,39.3, ,5.2, ,124.5, ,58.2, 
236,6/18/2022,169,0.18, ,0.06, ,600, ,7.6, ,58.2, ,31.3, ,45.6, ,95, ,47, ,73, ,37.5, ,6.8, ,162.5, ,56.2, 
236,6/19/2022,170,0.23, ,0, ,704, ,7.2, ,63.7, ,25.5,Y,46.4, ,97, ,44, ,67, ,36.1, ,5.9, ,140.4, ,56.0,Y
236,6/20/2022,171,0.19, ,0, ,600, ,7.5, ,71.3, ,25.9,Y,51.4, ,96, ,30, ,58, ,37.1, ,3.4, ,80.5, ,56.4,Y
236,6/21/2022,172,0.28, ,0, ,779,R,8.5, ,81.4, ,32.5, ,59.6, ,97, ,22, ,49, ,40.3, ,4.5, ,107.6, ,58.6, 
236,6/22/2022,173,0.29, ,0, ,768, ,9.7, ,86.8, ,36.2, ,64.3, ,92, ,21, ,47, ,43.6, ,4.2, ,100.9, ,61.4, 
236,6/23/2022,174,0.30, ,0, ,765, ,10.0, ,83.5, ,38.4, ,63.3, ,92, ,26, ,50, ,44.4, ,5.0, ,120.3, ,63.4, 
236,6/24/2022,175,0.28, ,0, ,761, ,8.4, ,85.6, ,33.1, ,62.8, ,85, ,25, ,43, ,40.2, ,4.0, ,95.9, ,64.0, 
236,6/25/2022,176,0.28, ,0, ,767, ,8.4, ,92.3, ,34.8, ,65.8, ,72, ,19, ,39, ,40.1, ,3.4, ,82.4, ,64.9, 
236,6/26/2022,177,0.31, ,0, ,655, ,8.5, ,88.1, ,50.4, ,74.8, ,80, ,17, ,29, ,40.2, ,5.7, ,136.0, ,68.2, 
236,6/27/2022,178,0.34, ,0, ,790,R,7.7, ,86.9, ,38.2, ,67.2, ,74, ,14, ,34, ,37.9, ,6.0, ,142.9, ,66.7, 
236,6/28/2022,179,0.31, ,0.31,H,784,R,7.2, ,82.2, ,35.4, ,60.0, ,88, ,18, ,41, ,36.2, ,6.2, ,147.8, ,66.2, 
236,6/29/2022,180,0.28, ,0.19, ,775,R,7.6, ,82.4, ,33.7, ,60.3, ,81, ,24, ,43, ,37.5, ,4.4, ,105.6, ,62.9, 
236,6/30/2022,181,0.29, ,0, ,771, ,8.8, ,83.9, ,34.8, ,62.0, ,85, ,25, ,46, ,41.1, ,4.7, ,113.2, ,63.5, 
