99,6/1/2022,152,0.22, ,0, ,723, ,14.8, ,72.0, ,55.5, ,63.9, ,86, ,61, ,73, ,55.0, ,4.0, ,94.9, ,66.5, 
99,6/2/2022,153,0.19, ,0, ,625, ,15.6, ,70.4, ,56.2, ,62.9, ,87, ,67, ,80, ,56.5, ,4.3, ,102.7, ,67.0, 
99,6/3/2022,154,0.14, ,0, ,478, ,15.6, ,69.8, ,60.5, ,63.0, ,88, ,68, ,79, ,56.5, ,4.1, ,98.8, ,67.4, 
99,6/4/2022,155,0.13, ,0, ,450, ,15.4, ,69.1, ,60.1, ,63.3, ,84, ,69, ,77, ,56.1, ,4.0, ,95.8, ,67.3, 
99,6/5/2022,156,0.20, ,0, ,642, ,15.9, ,70.8, ,57.3, ,64.3, ,89, ,64, ,77, ,57.0, ,4.0, ,97.0, ,67.3, 
99,6/6/2022,157,0.21, ,0, ,673, ,17.0, ,71.8, ,61.4, ,66.0, ,88, ,66, ,78, ,58.8, ,3.8, ,91.3, ,68.3, 
99,6/7/2022,158,0.12, ,0, ,420, ,17.3, ,71.2, ,59.6, ,64.1, ,91, ,73, ,85, ,59.5, ,3.5, ,85.0, ,68.3, 
99,6/8/2022,159,0.09, ,0, ,332, ,17.3, ,68.1, ,61.3, ,63.9, ,89, ,79, ,85, ,59.4, ,3.6, ,85.6, ,68.1, 
99,6/9/2022,160,0.18, ,0, ,596, ,17.8, ,71.9, ,61.8, ,65.6, ,91, ,71, ,83, ,60.2, ,3.7, ,89.6, ,68.4, 
99,6/10/2022,161,0.18, ,0, ,596, ,18.0, ,72.5, ,60.1, ,65.2, ,92, ,73, ,85, ,60.5, ,4.1, ,99.1, ,68.7, 
99,6/11/2022,162,0.19, ,0, ,640, ,17.5, ,70.6, ,60.8, ,64.7, ,92, ,74, ,84, ,59.7, ,4.0, ,94.9, ,69.2, 
99,6/12/2022,163,0.21, ,0, ,692, ,17.1, ,71.1, ,60.5, ,65.1, ,91, ,69, ,81, ,59.0, ,4.2, ,99.8, ,69.4, 
99,6/13/2022,164,0.19, ,0, ,606, ,16.9, ,73.8, ,61.1, ,66.8, ,84, ,67, ,75, ,58.8, ,4.1, ,97.7, ,69.7, 
99,6/14/2022,165,0.22, ,0, ,697, ,16.8, ,73.0, ,59.9, ,66.3, ,88, ,63, ,76, ,58.5, ,4.4, ,104.9, ,69.5, 
99,6/15/2022,166,0.18, ,0, ,575, ,17.0, ,73.2, ,58.4, ,65.6, ,87, ,68, ,79, ,58.9, ,4.1, ,99.5, ,69.3, 
99,6/16/2022,167,0.15, ,0, ,490, ,17.9, ,73.1, ,62.2, ,65.9, ,90, ,71, ,82, ,60.4, ,4.1, ,97.3, ,69.7, 
99,6/17/2022,168,0.17, ,0.00,H,551, ,15.7, ,71.7, ,60.0, ,64.7, ,92, ,58, ,75, ,56.7, ,4.2, ,100.9, ,69.4, 
99,6/18/2022,169,0.22, ,0, ,711, ,13.3,Y,70.0, ,54.6, ,63.5, ,88, ,54, ,67,Y,52.2,Y,4.4, ,106.1, ,68.7, 
99,6/19/2022,170,0.23, ,0, ,742, ,13.8,Y,71.9, ,55.9, ,64.2, ,84, ,53, ,67,Y,53.1,Y,4.8, ,115.3, ,68.2, 
99,6/20/2022,171,0.26,R,0, ,755,R,13.3,Y,82.5,Y,57.7, ,69.8,Y,85, ,34, ,54,Y,52.2,Y,3.6, ,87.4, ,68.3, 
99,6/21/2022,172,0.23, ,0, ,739, ,16.6, ,77.0, ,60.0, ,67.2, ,89, ,61, ,73, ,58.2, ,4.1, ,98.0, ,68.8, 
99,6/22/2022,173,0.17, ,0, ,542, ,16.6, ,73.6, ,59.4, ,65.4, ,91, ,61, ,78, ,58.3, ,3.5, ,83.9, ,68.8, 
99,6/23/2022,174,0.22, ,0, ,717, ,17.2, ,74.1, ,60.6, ,65.9, ,92, ,63, ,79, ,59.2, ,3.8, ,91.1, ,68.9, 
99,6/24/2022,175,0.22, ,0.00, ,744, ,16.5, ,72.3, ,57.1, ,64.1, ,93, ,66, ,81, ,58.1, ,3.9, ,92.8, ,68.9, 
99,6/25/2022,176,0.23, ,0, ,749,R,16.7, ,71.8, ,59.1, ,65.0, ,92, ,66, ,79, ,58.4, ,4.0, ,95.8, ,69.3, 
99,6/26/2022,177,0.22, ,0, ,747,R,17.1, ,72.5, ,59.2, ,65.2, ,93, ,68, ,81, ,59.1, ,3.6, ,87.6, ,69.4, 
99,6/27/2022,178,0.22, ,0.00, ,720, ,17.5, ,75.4, ,58.2, ,66.2, ,93, ,65, ,80, ,59.7, ,3.7, ,89.5, ,69.5, 
99,6/28/2022,179,0.23, ,0, ,719, ,17.8, ,79.0, ,60.2, ,67.6, ,92, ,57, ,77, ,60.1, ,3.6, ,85.9, ,69.9, 
99,6/29/2022,180,0.23, ,0, ,698, ,18.3, ,78.2, ,60.8, ,68.2, ,92, ,63, ,78, ,61.0, ,3.8, ,92.0, ,70.1, 
99,6/30/2022,181,0.22, ,0, ,690, ,17.9, ,75.3, ,61.9, ,67.4, ,93, ,65, ,78, ,60.4, ,3.9, ,93.2, ,70.5, 
