116,6/1/2022,152,--,N,0, ,724, ,11.7, ,63.8, ,42.5, ,54.5, ,96, ,64, ,81, ,48.7, ,4.9, ,116.8, ,66.7, 
116,6/2/2022,153,--,N,0, ,681, ,12.1, ,63.2, ,48.5, ,55.9, ,92, ,62, ,79, ,49.6, ,5.8, ,138.9, ,67.4, 
116,6/3/2022,154,--,N,0, ,623, ,14.7, ,66.1, ,51.4, ,58.2, ,97, ,79, ,89, ,54.9, ,7.0, ,168.6, ,68.0, 
116,6/4/2022,155,--,N,0, ,551, ,12.8, ,67.5, ,52.4, ,59.0, ,97, ,54, ,75, ,51.1, ,5.5, ,132.0, ,68.7, 
116,6/5/2022,156,--,N,0.00, ,595, ,17.3,Y,72.4, ,57.0, ,63.6, ,97, ,70, ,86,Y,59.4,Y,6.1, ,145.4, ,69.4, 
116,6/6/2022,157,--,N,0.10, ,691, ,14.4, ,65.6, ,49.8, ,58.5, ,98, ,72, ,86, ,54.3, ,7.2, ,172.7, ,70.0, 
116,6/7/2022,158,--,N,0, ,699, ,12.6, ,62.2, ,49.5, ,55.4, ,97, ,73, ,84, ,50.8, ,5.9, ,141.1, ,69.1, 
116,6/8/2022,159,--,N,0, ,682, ,13.5, ,67.8, ,48.2, ,58.0, ,94, ,64, ,82, ,52.5, ,6.5, ,155.9, ,68.6, 
116,6/9/2022,160,--,N,0, ,668, ,13.2, ,72.8, ,49.4, ,60.3, ,96, ,53, ,74, ,51.9, ,5.7, ,137.0, ,69.3, 
116,6/10/2022,161,--,N,0, ,739, ,15.3, ,83.8,R,51.2, ,64.9,Y,89, ,51, ,73,Y,56.1,Y,5.3, ,128.0, ,70.6, 
116,6/11/2022,162,--,N,0, ,744, ,16.2, ,72.9, ,51.7, ,63.9,Y,93, ,68, ,80,Y,57.5,Y,5.7, ,136.7, ,71.9,Y
116,6/12/2022,163,--,N,0, ,547, ,16.0, ,73.2, ,52.6, ,60.9, ,97, ,74, ,87, ,57.2, ,7.0, ,167.3, ,72.5,Y
116,6/13/2022,164,--,N,0, ,754,R,12.0, ,63.7, ,48.2, ,56.3, ,92, ,63, ,78, ,49.4, ,6.8, ,164.0, ,70.9, 
116,6/14/2022,165,--,N,0, ,744, ,12.1, ,67.8, ,44.8, ,55.9, ,94, ,65, ,79, ,49.6, ,5.8, ,139.2, ,69.9, 
116,6/15/2022,166,--,N,0, ,741, ,12.3, ,65.6, ,44.8, ,55.3, ,96, ,71, ,82, ,50.0, ,5.8, ,138.5, ,69.7, 
116,6/16/2022,167,--,N,0, ,743, ,12.3, ,65.4, ,46.9, ,56.0, ,93, ,66, ,80, ,50.0, ,7.8, ,187.7, ,69.4, 
116,6/17/2022,168,--,N,0, ,704, ,12.5, ,64.2, ,50.6, ,56.6, ,93, ,63, ,80, ,50.5, ,6.1, ,147.2, ,69.0, 
116,6/18/2022,169,--,N,0, ,745, ,12.3, ,63.3, ,48.3, ,56.4, ,93, ,63, ,79, ,50.0, ,7.3, ,176.0, ,69.0, 
116,6/19/2022,170,--,N,0, ,734, ,12.2, ,64.3, ,44.8, ,55.7, ,94, ,67, ,80, ,49.7, ,5.7, ,137.9, ,68.5, 
116,6/20/2022,171,--,N,0, ,744, ,12.5, ,69.7, ,46.8, ,57.5, ,95, ,59, ,77, ,50.5, ,4.7, ,111.7, ,69.2, 
116,6/21/2022,172,--,N,0, ,739, ,12.7, ,82.4,R,48.9, ,66.8,Y,92,H,41,H,57,Y,51.0,Y,5.5, ,133.1, ,70.6, 
116,6/22/2022,173,--,N,0, ,641, ,13.7, ,74.7, ,50.2, ,60.6, ,90, ,52, ,76, ,52.9, ,5.5, ,131.4, ,71.9, 
116,6/23/2022,174,--,N,0, ,659, ,13.8, ,69.7, ,50.7, ,56.4, ,98, ,72, ,89, ,53.2, ,6.2, ,147.8, ,71.4, 
116,6/24/2022,175,--,N,0, ,694, ,13.9, ,65.1, ,50.3, ,56.3, ,98, ,76, ,90, ,53.4, ,5.6, ,134.5, ,71.4, 
116,6/25/2022,176,--,N,0, ,652, ,13.8, ,63.9, ,50.4, ,55.4, ,98, ,83, ,92, ,53.1, ,5.0, ,121.2, ,71.4, 
116,6/26/2022,177,--,N,0.01, ,600, ,14.2, ,63.2, ,50.8, ,56.0, ,98, ,80, ,92, ,53.9, ,5.2, ,124.0, ,71.3, 
116,6/27/2022,178,--,N,0, ,639, ,14.5, ,63.7, ,52.5, ,56.8, ,98, ,81, ,92, ,54.4, ,5.5, ,131.3, ,71.4, 
116,6/28/2022,179,--,N,0, ,676, ,13.9, ,65.8, ,50.8, ,57.6, ,99, ,71, ,86, ,53.4, ,6.0, ,143.4, ,71.5, 
116,6/29/2022,180,--,N,0.00, ,661, ,13.6, ,62.8, ,51.2, ,56.5, ,96, ,78, ,87, ,52.8, ,6.9, ,165.3, ,71.2, 
116,6/30/2022,181,--,N,0.00, ,545, ,13.3, ,61.3, ,53.0, ,56.0, ,95, ,77, ,87, ,52.1, ,6.7, ,160.6, ,70.5, 
