129,6/1/2022,152,0.21, ,0, ,724, ,11.5, ,69.6, ,44.5, ,56.8, ,91, ,53, ,73, ,48.3, ,3.6, ,85.7, ,66.5, 
129,6/2/2022,153,0.21, ,0, ,679, ,12.3, ,69.3, ,48.4, ,58.4, ,91, ,57, ,73, ,50.0, ,3.6, ,86.1, ,66.8, 
129,6/3/2022,154,0.17, ,0, ,580, ,14.3, ,65.7, ,51.3, ,57.5, ,98, ,72, ,88, ,54.0, ,4.1, ,99.2, ,67.0, 
129,6/4/2022,155,0.15, ,0, ,495, ,13.4, ,65.8, ,54.0, ,59.0, ,99, ,56, ,79, ,52.4, ,3.9, ,92.9, ,67.1, 
129,6/5/2022,156,0.13, ,0.02, ,458, ,17.2,Y,72.0, ,57.7, ,62.6, ,98, ,65, ,89,Y,59.2,Y,3.4, ,82.1, ,68.2, 
129,6/6/2022,157,0.20, ,0.00, ,663, ,15.4, ,72.9, ,51.2, ,61.9, ,99, ,55, ,81, ,56.1, ,3.9, ,94.8, ,69.5, 
129,6/7/2022,158,0.20, ,0, ,709, ,12.6, ,67.5, ,46.2, ,57.1, ,98, ,62, ,79, ,50.7, ,3.6, ,87.5, ,68.0, 
129,6/8/2022,159,0.21,R,0, ,665, ,13.4, ,72.1, ,49.7, ,60.2, ,94, ,50, ,75, ,52.4, ,3.6, ,85.8, ,68.2, 
129,6/9/2022,160,0.22, ,0, ,660, ,13.6, ,79.4, ,51.0, ,63.2, ,97, ,44, ,69, ,52.7, ,3.6, ,86.9, ,69.0, 
129,6/10/2022,161,0.25,R,0, ,720, ,15.5, ,84.7,Y,53.0, ,69.0,R,87,H,39,H,--,R,--,I,3.3, ,79.7, ,70.4, 
129,6/11/2022,162,0.24,R,0, ,722, ,16.5, ,80.9,Y,53.6, ,68.8,R,92,H,51,H,--,R,--,I,3.5, ,82.8, ,71.7, 
129,6/12/2022,163,0.15, ,0, ,528, ,16.2, ,69.1, ,54.3, ,61.9, ,96, ,75, ,86, ,57.6, ,3.9, ,94.2, ,71.7, 
129,6/13/2022,164,0.22, ,0, ,724, ,12.0, ,72.6, ,49.6, ,59.9, ,92, ,44, ,68, ,49.5, ,3.8, ,90.7, ,70.8, 
129,6/14/2022,165,0.22, ,0, ,720, ,11.8, ,72.6, ,45.2, ,58.5, ,91, ,50, ,70, ,48.9, ,3.6, ,86.9, ,70.2, 
129,6/15/2022,166,0.22, ,0, ,720, ,12.3, ,71.1, ,46.1, ,58.6, ,91, ,53, ,73, ,50.1, ,3.8, ,90.8, ,69.8, 
129,6/16/2022,167,0.22,R,0, ,710, ,11.9, ,73.9, ,46.2, ,59.1, ,91, ,49, ,70, ,49.2, ,3.7, ,89.4, ,69.9, 
129,6/17/2022,168,0.20, ,0, ,664, ,12.9, ,63.7, ,53.0, ,57.3, ,93, ,66, ,80, ,51.3, ,6.0, ,144.9, ,69.5, 
129,6/18/2022,169,0.22, ,0, ,714, ,11.7, ,68.6, ,49.6, ,58.6, ,94, ,44, ,70, ,48.7, ,5.1, ,123.0, ,68.9, 
129,6/19/2022,170,0.22, ,0, ,720, ,11.7, ,68.8, ,45.6, ,57.4, ,92, ,53, ,73, ,48.8, ,3.9, ,93.4, ,69.0, 
129,6/20/2022,171,0.23, ,0, ,711, ,12.2, ,74.0, ,45.9, ,59.6, ,92, ,44, ,70, ,49.8, ,3.6, ,87.1, ,69.3, 
129,6/21/2022,172,0.24,R,0, ,716, ,11.9, ,93.0,R,48.5, ,68.9,Y,89,H,29,H,49,Y,49.1,Y,3.9, ,93.6, ,70.4, 
129,6/22/2022,173,0.19, ,0, ,598, ,13.9, ,76.9, ,55.1, ,61.7, ,87, ,47, ,74, ,53.4, ,4.1, ,98.2, ,71.0, 
129,6/23/2022,174,0.19, ,0, ,651, ,14.2, ,67.0, ,52.6, ,57.4, ,99, ,72, ,88, ,53.9, ,4.6, ,110.1, ,70.5, 
129,6/24/2022,175,0.19, ,0, ,683, ,13.9, ,63.7, ,51.6, ,56.6, ,99, ,74, ,89, ,53.3, ,4.2, ,100.1, ,70.7, 
129,6/25/2022,176,0.17, ,0, ,639, ,13.9, ,62.5, ,50.7, ,55.9, ,99, ,76, ,91, ,53.3, ,4.0, ,97.1, ,70.8, 
129,6/26/2022,177,0.17, ,0, ,619, ,14.2, ,64.3, ,51.5, ,56.6, ,99, ,76, ,91, ,53.9, ,4.1, ,97.9, ,70.9, 
129,6/27/2022,178,0.20, ,0, ,692, ,14.5, ,68.7, ,51.2, ,58.8, ,99, ,67, ,85, ,54.4, ,3.9, ,92.5, ,71.4, 
129,6/28/2022,179,0.22, ,0.00, ,691, ,13.8, ,77.0, ,50.1, ,61.3, ,99, ,46, ,75, ,53.2, ,3.8, ,92.1, ,71.5, 
129,6/29/2022,180,0.21, ,0, ,729, ,13.4, ,68.0, ,49.5, ,58.2, ,93, ,64, ,81, ,52.3, ,4.3, ,103.9, ,71.5, 
129,6/30/2022,181,0.15, ,0, ,523, ,13.2, ,65.3, ,51.9, ,57.3, ,93, ,65, ,82, ,52.0, ,3.7, ,89.3, ,71.7, 
