199,6/1/2022,152,0.22, ,0, ,729, ,5.1, ,71.5, ,32.2, ,53.1, ,60, ,18, ,37, ,27.4, ,2.7, ,64.2, ,58.8, 
199,6/2/2022,153,0.23, ,0, ,723, ,6.3, ,73.5, ,33.9, ,55.3, ,70, ,21, ,42, ,32.9, ,2.6, ,63.4, ,59.7, 
199,6/3/2022,154,0.22, ,0, ,692, ,5.6, ,72.2, ,36.8, ,55.7, ,57, ,19, ,37, ,30.0, ,3.2, ,75.7, ,60.1, 
199,6/4/2022,155,0.23, ,0, ,715, ,6.0, ,67.5, ,43.1, ,56.1, ,79, ,18, ,39, ,31.7, ,3.5, ,85.1, ,60.7, 
199,6/5/2022,156,0.22, ,0, ,703, ,9.0, ,77.1, ,42.7, ,59.2, ,79, ,31, ,52, ,41.7, ,2.7, ,63.6, ,61.8, 
199,6/6/2022,157,0.23, ,0, ,716, ,8.5, ,80.0, ,41.4, ,61.7, ,82, ,19, ,45, ,40.4, ,2.0, ,48.4, ,62.4, 
199,6/7/2022,158,0.23, ,0, ,711, ,8.2, ,80.3, ,41.4, ,61.7, ,69, ,21, ,44, ,39.3, ,2.4, ,57.6, ,63.1, 
199,6/8/2022,159,0.23, ,0, ,707, ,9.1, ,80.8, ,41.4, ,62.3, ,73, ,30, ,47, ,42.0, ,2.3, ,54.8, ,63.6, 
199,6/9/2022,160,0.24, ,0, ,723, ,8.5, ,81.8, ,39.6, ,63.4, ,64, ,24, ,43, ,40.3, ,2.7, ,66.0, ,64.2,Y
199,6/10/2022,161,0.24, ,0, ,699, ,8.1, ,83.2, ,44.0, ,65.6, ,71, ,20, ,38, ,39.2, ,2.2, ,52.2, ,65.7,Y
199,6/11/2022,162,0.26, ,0, ,707, ,7.8, ,80.5, ,46.9, ,66.9, ,70, ,12, ,34, ,38.0, ,3.5, ,84.8, ,66.3,Y
199,6/12/2022,163,0.27, ,0, ,732, ,6.9, ,74.7, ,57.1,Y,65.6, ,61, ,14, ,32, ,34.9, ,6.5,Y,156.0,Y,67.1,Y
199,6/13/2022,164,0.25, ,0, ,749, ,5.0, ,70.7, ,41.2, ,60.1, ,64, ,11, ,28, ,27.2, ,4.6, ,111.5, ,66.8,Y
199,6/14/2022,165,0.23, ,0, ,718, ,5.5, ,76.7, ,37.5, ,57.7, ,52, ,22, ,34, ,29.5, ,2.5, ,59.3, ,65.4,Y
199,6/15/2022,166,0.24, ,0, ,721, ,5.2, ,80.2, ,37.0, ,61.0, ,62, ,14, ,28, ,28.1, ,2.6, ,63.0, ,65.9,Y
199,6/16/2022,167,0.25, ,0, ,723, ,7.4, ,81.4, ,37.8, ,62.5, ,59, ,22, ,38, ,36.8, ,2.9, ,69.8, ,66.5,Y
199,6/17/2022,168,0.23, ,0, ,729, ,5.7, ,71.2, ,42.7, ,58.0, ,53, ,22, ,34, ,30.2, ,3.2, ,77.1, ,66.6,Y
199,6/18/2022,169,0.22, ,0, ,748, ,3.5, ,66.0, ,37.6, ,51.3, ,76, ,9, ,27, ,18.4, ,3.5, ,84.0, ,64.7, 
199,6/19/2022,170,0.22, ,0, ,729, ,3.8, ,70.1, ,25.9,Y,50.5, ,69, ,15, ,30, ,20.3, ,1.9, ,46.2, ,62.7, 
199,6/20/2022,171,0.23, ,0, ,730, ,3.5, ,74.6, ,27.1,Y,53.6, ,50, ,13, ,25, ,18.5, ,2.8, ,67.0, ,62.7, 
199,6/21/2022,172,0.24, ,0, ,736, ,5.0, ,77.1, ,35.0, ,58.7, ,53, ,17, ,30, ,27.3, ,2.5, ,60.6, ,64.2, 
199,6/22/2022,173,0.08, ,0, ,321, ,11.0, ,72.3, ,47.1, ,58.7, ,98, ,44, ,65, ,47.1, ,2.0, ,48.7, ,65.0, 
199,6/23/2022,174,0.22, ,0, ,689, ,10.9, ,75.1, ,43.1, ,59.5, ,99, ,40, ,63, ,46.7, ,2.4, ,56.9, ,64.9, 
199,6/24/2022,175,0.24, ,0, ,724, ,6.5, ,77.5, ,36.2, ,58.9, ,80, ,20, ,38, ,33.5, ,2.3, ,54.9, ,64.7, 
199,6/25/2022,176,0.25, ,0, ,734, ,4.6, ,79.8, ,35.0, ,60.4, ,56, ,11, ,26, ,25.0, ,2.4, ,57.7, ,65.3, 
199,6/26/2022,177,0.24, ,0, ,716, ,6.3, ,81.4, ,36.1, ,62.0, ,56, ,21, ,33, ,32.9, ,2.7, ,64.9, ,65.9, 
199,6/27/2022,178,0.10, ,0, ,350, ,10.0, ,77.9, ,44.7, ,62.5, ,74, ,29, ,52, ,44.4, ,1.9,Y,44.8,Y,65.4, 
199,6/28/2022,179,0.24, ,0, ,698, ,9.4, ,80.9, ,47.6, ,64.6, ,79, ,28, ,45, ,42.9, ,2.8, ,66.5, ,65.7, 
199,6/29/2022,180,0.23, ,0, ,694, ,8.8, ,77.0, ,45.5, ,63.8, ,66, ,28, ,43, ,41.1, ,3.0, ,71.3, ,66.8, 
199,6/30/2022,181,0.25, ,0, ,715, ,9.0, ,76.1, ,49.1, ,64.8, ,81, ,22, ,43, ,41.8, ,3.5, ,83.5, ,67.8,Y
