250,6/1/2022,152,0.28, ,0, ,666, ,9.1, ,93.3, ,49.0, ,74.3, ,69, ,16, ,31, ,42.0, ,4.3, ,104.0, ,66.7, 
250,6/2/2022,153,0.33, ,0, ,709, ,10.4, ,93.2, ,58.5, ,76.7, ,64, ,19, ,33, ,45.5, ,7.3, ,174.7, ,67.9, 
250,6/3/2022,154,0.27, ,0, ,555, ,11.8, ,86.6, ,56.1, ,72.4, ,77, ,27, ,44, ,48.9, ,7.9, ,190.0, ,68.0, 
250,6/4/2022,155,0.15, ,0.11, ,350, ,13.2, ,77.9, ,58.3, ,66.4, ,97, ,27, ,60, ,52.0, ,6.1, ,146.6, ,67.6, 
250,6/5/2022,156,0.24, ,0.02, ,625, ,16.3, ,83.4, ,58.2, ,69.5, ,99, ,34, ,66, ,57.8, ,9.1, ,219.2, ,67.3, 
250,6/6/2022,157,0.27, ,0, ,739, ,13.1, ,89.2, ,51.5, ,71.5, ,93, ,28, ,50, ,51.7, ,4.4, ,105.7, ,67.8, 
250,6/7/2022,158,0.29, ,0, ,706, ,11.3, ,94.4, ,55.2, ,75.6, ,79, ,19, ,38, ,47.9, ,4.5, ,108.5, ,68.4, 
250,6/8/2022,159,0.27, ,0, ,663, ,13.0, ,92.0, ,57.7, ,76.0, ,66, ,26, ,42, ,51.5, ,4.1, ,98.9, ,69.0, 
250,6/9/2022,160,0.28, ,0, ,651, ,12.7, ,100.2, ,60.5, ,81.7, ,81, ,13, ,34, ,50.8, ,4.6, ,109.6, ,69.8, 
250,6/10/2022,161,0.33, ,0, ,730, ,13.3, ,101.4, ,65.4, ,85.0,Y,59, ,21, ,32,Y,52.2,Y,5.0, ,118.8, ,70.7, 
250,6/11/2022,162,0.35, ,0, ,695, ,13.1, ,97.0, ,59.8, ,83.3, ,65, ,24, ,34, ,51.8, ,7.2, ,173.8, ,71.0, 
250,6/12/2022,163,0.38, ,0, ,737, ,12.7, ,82.3, ,56.4, ,75.9,H,52,H,30,H,41, ,50.8, ,12.7,R,305.0,R,71.0, 
250,6/13/2022,164,0.37, ,0, ,770,R,6.4,Y,82.8, ,52.6, ,69.5, ,60, ,11, ,26,Y,33.1,Y,9.9,Y,237.0,Y,68.8, 
250,6/14/2022,165,0.39, ,0, ,1005,R,5.1,Y,90.6, ,61.7, ,80.2, ,36, ,7, ,14,Y,27.4,Y,8.4, ,201.8, ,67.9, 
250,6/15/2022,166,0.36, ,0, ,743, ,6.9,Y,96.5, ,53.6, ,78.0, ,55, ,10, ,21,Y,34.9,Y,6.9, ,166.3, ,67.9, 
250,6/16/2022,167,0.33, ,0, ,699, ,9.0, ,89.6, ,57.9, ,72.3, ,63, ,16, ,33, ,41.8, ,7.5, ,179.5, ,68.3, 
250,6/17/2022,168,0.25, ,0, ,672, ,8.7, ,77.0, ,48.9, ,64.0, ,67, ,21, ,43, ,41.0, ,5.6, ,135.6, ,67.5, 
250,6/18/2022,169,0.25, ,0, ,758,R,10.2, ,81.7, ,49.8, ,65.7, ,84, ,25, ,47, ,45.1, ,4.1, ,98.1, ,67.2, 
250,6/19/2022,170,0.30, ,0, ,755,R,9.3, ,87.8, ,50.1, ,71.6, ,73, ,18, ,35, ,42.6, ,5.8, ,140.0, ,67.2, 
250,6/20/2022,171,0.35, ,0, ,730, ,8.1,Y,93.0, ,58.8, ,77.4, ,57, ,10, ,25,Y,39.2,Y,7.5, ,180.9, ,67.3, 
250,6/21/2022,172,0.41, ,0, ,758,R,7.8,Y,104.2, ,70.2,Y,86.6, ,39, ,9, ,18,Y,38.3,Y,9.0,Y,217.2,Y,68.0, 
250,6/22/2022,173,0.37, ,0, ,754,R,10.9, ,99.7, ,60.9, ,84.1, ,53, ,15, ,27, ,46.7, ,7.1, ,169.9, ,69.5, 
250,6/23/2022,174,0.33, ,0, ,733, ,11.6, ,101.7, ,62.2, ,82.9, ,68, ,13, ,30, ,48.4, ,5.3, ,127.2, ,70.8, 
250,6/24/2022,175,0.33, ,0, ,750, ,11.7, ,101.2, ,56.6, ,81.8, ,72, ,15, ,32, ,48.7, ,5.0, ,120.8, ,71.2, 
250,6/25/2022,176,0.33, ,0, ,758,R,11.6, ,102.5, ,59.2, ,82.7, ,73, ,10, ,30, ,48.5, ,5.0, ,120.4, ,71.6, 
250,6/26/2022,177,0.34, ,0, ,766,R,11.0, ,102.3, ,56.4, ,81.0, ,74, ,15, ,30, ,47.1, ,5.5, ,132.7, ,71.7, 
250,6/27/2022,178,0.35, ,0, ,767,R,10.6, ,102.5, ,55.5, ,81.2, ,78, ,13, ,29, ,46.1, ,6.0, ,144.0, ,71.8, 
250,6/28/2022,179,0.37, ,0, ,766,R,9.4,Y,102.3, ,59.1, ,81.6, ,65, ,7, ,25,Y,42.9,Y,7.9, ,190.4, ,71.5, 
250,6/29/2022,180,0.32, ,0, ,763,R,10.9, ,97.2, ,54.5, ,77.5, ,77, ,14, ,34, ,46.9, ,6.0, ,144.5, ,71.1, 
250,6/30/2022,181,0.30, ,0, ,745, ,13.5, ,92.5, ,53.8, ,72.7, ,86, ,26, ,49, ,52.5, ,6.9, ,165.2, ,70.4, 
